"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","local ID","Creator","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Abstract","Note.content","Institution/Repository","Subject.place","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_001.tif","Page","Page 1","1","ark:/21198/z1v71dqt","ark:/21198/z15b1xpd","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1xpd",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_002.tif","Page","Page 2","2","ark:/21198/z1v71dqt","ark:/21198/z11k162t","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k162t",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_003.tif","Page","Page 3","3","ark:/21198/z1v71dqt","ark:/21198/z1ww9cx0","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9cx0",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_004.tif","Page","Page 4","4","ark:/21198/z1v71dqt","ark:/21198/z1s48n8w","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48n8w",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_005.tif","Page","Page 5","5","ark:/21198/z1v71dqt","ark:/21198/z1nc7whq","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7whq",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_006.tif","Page","Page 6","6","ark:/21198/z1v71dqt","ark:/21198/z1hm74p1","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm74p1",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_007.tif","Page","Page 7","7","ark:/21198/z1v71dqt","ark:/21198/z1cv6cz9","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6cz9",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_008.tif","Page","Page 8","8","ark:/21198/z1v71dqt","ark:/21198/z1835n8r","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835n8r",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_009.tif","Page","Page 9","9","ark:/21198/z1v71dqt","ark:/21198/z14b4wmx","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4wmx",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_010.tif","Page","Page 10","10","ark:/21198/z1v71dqt","ark:/21198/z10p2v8g","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2v8g",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_011.tif","Page","Page 11","11","ark:/21198/z1v71dqt","ark:/21198/z1vx2bv2","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2bv2",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_012.tif","Page","Page 12","12","ark:/21198/z1v71dqt","ark:/21198/z1r51m25","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51m25",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_013.tif","Page","Page 13","13","ark:/21198/z1v71dqt","ark:/21198/z1md0v8j","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0v8j",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_014.tif","Page","Page 14","14","ark:/21198/z1v71dqt","ark:/21198/z1gn03hr","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn03hr",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_015.tif","Page","Page 15","15","ark:/21198/z1v71dqt","ark:/21198/z1bv9bwt","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9bwt",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_Jul1941_016.tif","Page","Page 16","16","ark:/21198/z1v71dqt","ark:/21198/z1738m7q","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738m7q",""
