"Object Type","Title","Local identifier","Item ARK","Parent ARK","File Name","AltTitle.other","collection.physical","Contents note","Date.created","Date.normalized","Description.latitude","Description.longitude","Description.note","Format.dimensions","Format.extent","Format.medium","Genre","Language","Name.creator","Name.subject","Note","Place of origin","Publisher.publisherName","Repository","Type.typeOfResource","Rights.copyrightStatus","Rights.rightsHolderContact","Statement of Responsibility","Subject topic","Subject geographic","Subject temporal","IIIF Manifest URL"
"Collection","Medu Art Ensemble Collection","","ark:/21198/z1h728cz","","","","","","","","","","","","","","","","","","","","","Freedom Park Pan African Archives","","","www.freedompark.co.za ","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1h728cz"
