"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0013x6ns","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6ns-1-master.tif","","","401","","","still image","","","","","","TEMPLE du JAPON ou il ya mille IDOLES.","r","","TEMPLE du JAPON ou il ya mille IDOLES.B. Picart sculp. dir. 1726.","Page 310c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6ns"
"Picart (Bernard) Collection","ark:/21198/zz0013x6p9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6p9-1-master.tif","","","402","","","text","","","","","","Page 310d","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6p9"
"Picart (Bernard) Collection","ark:/21198/zz0013x6qt","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6qt-1-master.tif","","","403","","","text","","","","","","Page 310e","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6qt"
"Picart (Bernard) Collection","ark:/21198/zz0013x6rb","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6rb-1-master.tif","","","404","","","still image","","","","","","QUANWON.","v","","QUANWON.Fait sur un dessein du Japon.","Page 310f","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6rb"
"Picart (Bernard) Collection","ark:/21198/zz0013x6sv","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6sv-1-master.tif","","","405","","","text","","","","","","Page 311","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6sv"
"Picart (Bernard) Collection","ark:/21198/zz0013x6tc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6tc-1-master.tif","","","406","","","text","","","","","","Page 312","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6tc"
"Picart (Bernard) Collection","ark:/21198/zz0013x6vw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6vw-1-master.tif","","","407","","","still image","","","","","","GIWON.","r","","GIWON.JEBIS Neptune des JAPONOIS.DAIKOKU le Plutus des JAPONOIS.TOSSITOKU Divinité qui préside à la FORTUNE.","Page 312a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6vw"
"Picart (Bernard) Collection","ark:/21198/zz0013x6wd","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6wd-1-master.tif","","","408","","","text","","","","","","Page 312b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6wd"
"Picart (Bernard) Collection","ark:/21198/zz0013x6xx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6xx-1-master.tif","","","409","","","text","","","","","","Page 313","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6xx"
"Picart (Bernard) Collection","ark:/21198/zz0013x6zf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6zf-1-master.tif","","","410","","","text","","","","","","Page 314","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6zf"
"Picart (Bernard) Collection","ark:/21198/zz0013x70f","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x70f-1-master.tif","","","411","","","text","","","","","","Page 315","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x70f"
"Picart (Bernard) Collection","ark:/21198/zz0013x71z","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x71z-1-master.tif","","","412","","","text","","","","","","Page 316","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x71z"
"Picart (Bernard) Collection","ark:/21198/zz0013x72g","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x72g-1-master.tif","","","413","","","text","","","","","","Page 317","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x72g"
"Picart (Bernard) Collection","ark:/21198/zz0013x730","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x730-1-master.tif","","","414","","","text","","","","","","Page 318","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x730"
"Picart (Bernard) Collection","ark:/21198/zz0013x74h","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x74h-1-master.tif","","","415","","","text","","","","","","Page 319","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x74h"
"Picart (Bernard) Collection","ark:/21198/zz0013x751","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x751-1-master.tif","","","416","","","text","","","","","","Page 320","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x751"
"Picart (Bernard) Collection","ark:/21198/zz0013x76j","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x76j-1-master.tif","","","417","","","still image","","","","","","DARMA Saint du JAPON.","r","","DARMA Saint du JAPON.BIOSJU ouTABLETTES pour les MORTS.d'apres des Desseins du japon.","Page 320a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x76j"
"Picart (Bernard) Collection","ark:/21198/zz0013x772","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x772-1-master.tif","","","418","","","text","","","","","","Page 320b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x772"
"Picart (Bernard) Collection","ark:/21198/zz0013x78k","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x78k-1-master.tif","","","419","","","text","","","","","","Page 321","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x78k"
"Picart (Bernard) Collection","ark:/21198/zz0013x793","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x793-1-master.tif","","","420","","","text","","","","","","Page 322","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x793"
"Picart (Bernard) Collection","ark:/21198/zz0013x7bm","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7bm-1-master.tif","","","421","","","text","","","","","","Page 323","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7bm"
"Picart (Bernard) Collection","ark:/21198/zz0013x7c4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7c4-1-master.tif","","","422","","","text","","","","","","Page 324","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7c4"
"Picart (Bernard) Collection","ark:/21198/zz0013x7dn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7dn-1-master.tif","","","423","","","text","","","","","","Page 325","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7dn"
"Picart (Bernard) Collection","ark:/21198/zz0013x7f5","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7f5-1-master.tif","","","424","","","text","","","","","","Page 326","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7f5"
"Picart (Bernard) Collection","ark:/21198/zz0013x7gp","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7gp-1-master.tif","","","425","","","text","","","","","","Page 327","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7gp"
"Picart (Bernard) Collection","ark:/21198/zz0013x7h6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7h6-1-master.tif","","","426","","","text","","","","","","Page 328","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7h6"
"Picart (Bernard) Collection","ark:/21198/zz0013x7jq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7jq-1-master.tif","","","427","","","text","","","","","","Page 329","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7jq"
"Picart (Bernard) Collection","ark:/21198/zz0013x7k7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7k7-1-master.tif","","","428","","","text","","","","","","Page 330","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7k7"
"Picart (Bernard) Collection","ark:/21198/zz0013x7mr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7mr-1-master.tif","","","429","","","text","","","","","","Page 331","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7mr"
"Picart (Bernard) Collection","ark:/21198/zz0013x7n8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x7n8-1-master.tif","","","430","","","text","","","","","","Page 332","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x7n8"
"Picart (Bernard) Collection","ark:/21198/zz0013x9k6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9k6-1-master.tif","","","431","","","text","","","","","","Page 333","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9k6"
"Picart (Bernard) Collection","ark:/21198/zz0013x9mq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9mq-1-master.tif","","","432","","","text","","","","","","Page 334","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9mq"
"Picart (Bernard) Collection","ark:/21198/zz0013x9n7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9n7-1-master.tif","","","433","","","text","","","","","","Page 335","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9n7"
"Picart (Bernard) Collection","ark:/21198/zz0013x9pr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9pr-1-master.tif","","","434","","","text","","","","","","Page 336","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9pr"
"Picart (Bernard) Collection","ark:/21198/zz0013x9q8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9q8-1-master.tif","","","435","","","text","","","","","","Page 336a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9q8"
"Picart (Bernard) Collection","ark:/21198/zz0013x9rs","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9rs-1-master.tif","","","436","","","still image","","","","","","CEREMONI NUPTIALE du JAPON.","v","","CEREMONI NUPTIALE du JAPON.CEREMONIE FUNÉBRE du JAPON.B. Picart del. et sculp. dir. 1727.","Page 336b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9rs"
"Picart (Bernard) Collection","ark:/21198/zz0013x9s9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9s9-1-master.tif","","","437","","","still image","","","","","","CEREMONI NUPTIALE du JAPON.","r","","CEREMONI NUPTIALE du JAPON.CEREMONIE FUNÉBRE du JAPON.B. Picart del. et sculp. dir. 1727.","Page 336c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9s9"
"Picart (Bernard) Collection","ark:/21198/zz0013x9tt","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9tt-1-master.tif","","","438","","","text","","","","","","Page 336d","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9tt"
"Picart (Bernard) Collection","ark:/21198/zz0013x9vb","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9vb-1-master.tif","","","439","","","text","","","","","","Page 337","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9vb"
"Picart (Bernard) Collection","ark:/21198/zz0013x9wv","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9wv-1-master.tif","","","440","","","text","","","","","","Page 338","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9wv"
"Picart (Bernard) Collection","ark:/21198/zz0013x9xc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9xc-1-master.tif","","","441","","","text","","","","","","Page 339","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9xc"
"Picart (Bernard) Collection","ark:/21198/zz0013x9zw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x9zw-1-master.tif","","","442","","","text","","","","","","Page 340","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x9zw"
"Picart (Bernard) Collection","ark:/21198/zz0013xb0w","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb0w-1-master.tif","","","443","","","text","","","","","","Page 341","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb0w"
"Picart (Bernard) Collection","ark:/21198/zz0013xb1d","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb1d-1-master.tif","","","444","","","text","","","","","","Page 342","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb1d"
"Picart (Bernard) Collection","ark:/21198/zz0013xb2x","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb2x-1-master.tif","","","445","","","text","","","","","","Page 343","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb2x"
"Picart (Bernard) Collection","ark:/21198/zz0013xb3f","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb3f-1-master.tif","","","446","","","text","","","","","","Page 344","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb3f"
"Picart (Bernard) Collection","ark:/21198/zz0013xb4z","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb4z-1-master.tif","","","447","","","text","","","","","","Page 344a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb4z"
"Picart (Bernard) Collection","ark:/21198/zz0013xb5g","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb5g-1-master.tif","","","448","","","still image","","","","","","La FÊTE des AMES","v","","La FÊTE des AMESvers le soir les japonnois vont les recevoir hors de la Ville, et leurs presentent à manger.Maniere dont ils reconduisent les AMES hors de la Ville, et prennent congé d'elles le troisieme soir.B. Picart del. 1728.","Page 344b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb5g"
"Picart (Bernard) Collection","ark:/21198/zz0013xb60","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb60-1-master.tif","","","449","","","text","","","","","","Page 345","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb60"
"Picart (Bernard) Collection","ark:/21198/zz0013xb7h","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013xb7h-1-master.tif","","","450","","","text","","","","","","Page 346","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xb7h"
