Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,viewingHint,Text direction,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Subject,Type.genre,Language,Name.editor,Name.engraver,Title,Relation.rectoVerso,Relation.pageNumber,Description.note,Source,Relation.isPartOf,Alt ID.local,Date.normalized,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Date.publication,Format.dimensions,Description.tableOfContents,Alt ID.oclc,AltTitle.uniform,AltTitle.inscribed,Relation.hasPart,Name.printer,Name.illustrator,Rights.copyrightStatus
Picart (Bernard) Collection,ark:/21198/zz0013xhh2,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013xhh2-1-master.tif,,,47,,,text,,,,,,page 041,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013xhjk,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013xhjk-1-master.tif,,,48,,,text,,,,,,page 042,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013xhk3,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013xhk3-1-master.tif,,,49,,,text,,,,,,page 043,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013xhmm,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013xhmm-1-master.tif,,,50,,,text,,,,,,page 044,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z81w,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z81w-1-master.tif,,,51,,,text,,,,,,page 045,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z82d,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z82d-1-master.tif,,,52,,,text,,,,,,page 046,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z83x,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z83x-1-master.tif,,,53,,,text,,,,,,page 047,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z84f,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z84f-1-master.tif,,,54,,,text,,,,,,page 048,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z85z,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z85z-1-master.tif,,,55,,,text,,,,,,page 049,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z86g,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z86g-1-master.tif,,,56,,,text,,,,,,page 050,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z870,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z870-1-master.tif,,,57,,,text,,,,,,page 051,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z88h,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z88h-1-master.tif,,,58,,,text,,,,,,page 052,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z891,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z891-1-master.tif,,,59,,,text,,,,,,page 053,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8bj,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8bj-1-master.tif,,,60,,,text,,,,,,page 054,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8c2,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8c2-1-master.tif,,,61,,,text,,,,,,page 055,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8dk,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8dk-1-master.tif,,,62,,,text,,,,,,page 056,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8f3,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8f3-1-master.tif,,,63,,,text,,,,,,page 057,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8gm,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8gm-1-master.tif,,,64,,,text,,,,,,page 058,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8h4,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8h4-1-master.tif,,,65,,,text,,,,,,page 059,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8jn,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8jn-1-master.tif,,,66,,,text,,,,,,page 060,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8k5,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8k5-1-master.tif,,,67,,,text,,,,,,page 061,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8mp,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8mp-1-master.tif,,,68,,,text,,,,,,page 062,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8n6,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8n6-1-master.tif,,,69,,,text,,,,,,page 063,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8pq,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8pq-1-master.tif,,,70,,,text,,,,,,page 064,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8q7,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8q7-1-master.tif,,,71,,,text,,,,,,page 065,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8rr,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8rr-1-master.tif,,,72,,,text,,,,,,page 066,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8s8,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8s8-1-master.tif,,,73,,,text,,,,,,page 067,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8ts,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8ts-1-master.tif,,,74,,,text,,,,,,page 068,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8v9,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8v9-1-master.tif,,,75,,,text,,,,,,page 069,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8wt,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8wt-1-master.tif,,,76,,,text,,,,,,page 070,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8xb,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8xb-1-master.tif,,,77,,,text,,,,,,page 071,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z8zv,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z8zv-1-master.tif,,,78,,,text|~|still image,,,,,,page 072,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z90v,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z90v-1-master.tif,,,79,,,text,,,,,,page 073,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z91c,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z91c-1-master.tif,,,80,,,text,,,,,,page 074,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z92w,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z92w-1-master.tif,,,81,,,text,,,,,,page 075,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z93d,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z93d-1-master.tif,,,82,,,text,,,,,,page 076,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z94x,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z94x-1-master.tif,,,83,,,text,,,,,,page 077,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z95f,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z95f-1-master.tif,,,84,,,text,,,,,,page 078,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z96z,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z96z-1-master.tif,,,85,,,text,,,,,,page 079,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z97g,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z97g-1-master.tif,,,86,,,text,,,,,,page 080,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z980,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z980-1-master.tif,,,87,,,text,,,,,,page 081,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z99h,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z99h-1-master.tif,,,88,,,text,,,,,,page 082,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9b1,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9b1-1-master.tif,,,89,,,text,,,,,,page 083,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9cj,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9cj-1-master.tif,,,90,,,text,,,,,,page 084,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9d2,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9d2-1-master.tif,,,91,,,text,,,,,,page 085,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9fk,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9fk-1-master.tif,,,92,,,text,,,,,,page 086,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9g3,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9g3-1-master.tif,,,93,,,text,,,,,,page 086a,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9hm,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9hm-1-master.tif,,,94,,,still image,,,,,,A. Pain de La Communion chez les Grecs.,v,,A. Pain de La Communion chez les Grecs.B. L'Etoile.C. l'Evêque tenant le chandelier à Trois et à deux branches.D. L'Evantail.E. Le Corban ou pain de la Communion chez les Cophtes.,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9j4,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9j4-1-master.tif,,,95,,,text,,,,,,page 087,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9kn,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9kn-1-master.tif,,,96,,,text,,,,,,page 088,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9m5,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9m5-1-master.tif,,,97,,,text,,,,,,page 089,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9np,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9np-1-master.tif,,,98,,,text,,,,,,page 090,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9p6,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9p6-1-master.tif,,,99,,,text,,,,,,page 091,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0013z9qq,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0013z9qq-1-master.tif,,,100,,,text,,,,,,page 092,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0014013d,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0014013d-1-master.tif,,,101,,,text,,,,,,page 093,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0014014x,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0014014x-1-master.tif,,,102,,,text,,,,,,page 094,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0014015f,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0014015f-1-master.tif,,,103,,,text,,,,,,page 095,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0014016z,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0014016z-1-master.tif,,,104,,,text,,,,,,page 096,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0014017g,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0014017g-1-master.tif,,,105,,,text,,,,,,page 097,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz00140180,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz00140180-1-master.tif,,,106,,,text,,,,,,page 098,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz0014019h,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz0014019h-1-master.tif,,,107,,,text,,,,,,page 099,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz001401b1,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz001401b1-1-master.tif,,,108,,,text,,,,,,page 100,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz001401cj,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz001401cj-1-master.tif,,,109,,,text,,,,,,page 101,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz001401d2,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz001401d2-1-master.tif,,,110,,,text,,,,,,page 102,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz001401fk,ark:/21198/zz0009pfk3,2,Completed,ChildWork,picart/masters/21198-zz001401fk-1-master.tif,,,111,,,text,,,,,,page 103,r,,,,,,,,,,,,,,,,,,,
