"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.publication","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0015b9qg","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9qg-1-master.tif","","","31","","","text","","","","","","Page 021","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9qg"
"Picart (Bernard) Collection","ark:/21198/zz0015b9r0","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9r0-1-master.tif","","","32","","","text","","","","","","Page 022","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9r0"
"Picart (Bernard) Collection","ark:/21198/zz0015b9sh","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9sh-1-master.tif","","","33","","","text","","","","","","Page 023","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9sh"
"Picart (Bernard) Collection","ark:/21198/zz0015b9t1","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9t1-1-master.tif","","","34","","","text","","","","","","Page 024","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9t1"
"Picart (Bernard) Collection","ark:/21198/zz0015b9vj","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9vj-1-master.tif","","","35","","","text","","","","","","Page 025","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9vj"
"Picart (Bernard) Collection","ark:/21198/zz0015b9w2","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9w2-1-master.tif","","","36","","","text","","","","","","Page 026","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9w2"
"Picart (Bernard) Collection","ark:/21198/zz0015b9xk","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9xk-1-master.tif","","","37","","","text","","","","","","Page 027","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9xk"
"Picart (Bernard) Collection","ark:/21198/zz0015b9z3","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015b9z3-1-master.tif","","","38","","","text","","","","","","Page 028","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b9z3"
"Picart (Bernard) Collection","ark:/21198/zz0015bb03","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb03-1-master.tif","","","39","","","text","","","","","","Page 029","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb03"
"Picart (Bernard) Collection","ark:/21198/zz0015bb1m","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb1m-1-master.tif","","","40","","","text","","","","","","Page 030","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb1m"
"Picart (Bernard) Collection","ark:/21198/zz0015bb24","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb24-1-master.tif","","","41","","","text","","","","","","Page 031","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb24"
"Picart (Bernard) Collection","ark:/21198/zz0015bb3n","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb3n-1-master.tif","","","42","","","text|~|still image","","","","","","Page 032","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb3n"
"Picart (Bernard) Collection","ark:/21198/zz0015bb45","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb45-1-master.tif","","","43","","","text","","","","","","Page 032a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb45"
"Picart (Bernard) Collection","ark:/21198/zz0015bb5p","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb5p-1-master.tif","","","44","","","still image","","","","","","GENEALOGIE DE MAHOMET","v","","GENEALOGIE DE MAHOMETDepuis Ismael Fils du Patriarche Abraham, tirée des Memoires les plus nouveaux de la Tradition des Mahometans.1. Ismael. 2. Kedar. 3. Selam. 4. Jesjab. 5. Hemaifa. 6. Jafe. 7. Ader. 8. Ad. 9. Ednan, qui fut d'une rare beauté. 10. Moad, Grand Capitaine Ennemi des Juifs. 11. Nifar dont les Turcs disent avoir encore l'Etendart. 12. Modar. 13. Elias. 14. Medrike. 15. Chazaima. 16. Canane. 17. Nodar. 18. Malic, Celebre entre les Prophêtes. 19. Phahir. 20. Galib. 21. Loway. 22. Kaab.","Page 032b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb5p"
"Picart (Bernard) Collection","ark:/21198/zz0015bb66","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb66-1-master.tif","","","45","","","text|~|still image","","","","","","Page 033","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb66"
"Picart (Bernard) Collection","ark:/21198/zz0015bb7q","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb7q-1-master.tif","","","46","","","text","","","","","","Page 034","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb7q"
"Picart (Bernard) Collection","ark:/21198/zz0015bb87","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb87-1-master.tif","","","47","","","text","","","","","","Page 035","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb87"
"Picart (Bernard) Collection","ark:/21198/zz0015bb9r","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bb9r-1-master.tif","","","48","","","text","","","","","","Page 036","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bb9r"
"Picart (Bernard) Collection","ark:/21198/zz0015bbb8","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbb8-1-master.tif","","","49","","","text","","","","","","Page 037","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbb8"
"Picart (Bernard) Collection","ark:/21198/zz0015bbcs","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbcs-1-master.tif","","","50","","","text","","","","","","Page 038","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbcs"
"Picart (Bernard) Collection","ark:/21198/zz0015bbd9","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbd9-1-master.tif","","","51","","","text","","","","","","Page 039","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbd9"
"Picart (Bernard) Collection","ark:/21198/zz0015bbft","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbft-1-master.tif","","","52","","","text","","","","","","Page 040","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbft"
"Picart (Bernard) Collection","ark:/21198/zz0015bbgb","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbgb-1-master.tif","","","53","","","text","","","","","","Page 041","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbgb"
"Picart (Bernard) Collection","ark:/21198/zz0015bbhv","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbhv-1-master.tif","","","54","","","text","","","","","","Page 042","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbhv"
"Picart (Bernard) Collection","ark:/21198/zz0015bbjc","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbjc-1-master.tif","","","55","","","text","","","","","","Page 043","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbjc"
"Picart (Bernard) Collection","ark:/21198/zz0015bbkw","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbkw-1-master.tif","","","56","","","text","","","","","","Page 044","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbkw"
"Picart (Bernard) Collection","ark:/21198/zz0015bbmd","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbmd-1-master.tif","","","57","","","text","","","","","","Page 045","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbmd"
"Picart (Bernard) Collection","ark:/21198/zz0015bbnx","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbnx-1-master.tif","","","58","","","text","","","","","","Page 046","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbnx"
"Picart (Bernard) Collection","ark:/21198/zz0015bbpf","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbpf-1-master.tif","","","59","","","text","","","","","","Page 047","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbpf"
"Picart (Bernard) Collection","ark:/21198/zz0015bbqz","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbqz-1-master.tif","","","60","","","text","","","","","","Page 048","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbqz"
"Picart (Bernard) Collection","ark:/21198/zz0015bbrg","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbrg-1-master.tif","","","61","","","text","","","","","","Page 049","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbrg"
"Picart (Bernard) Collection","ark:/21198/zz0015bbs0","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbs0-1-master.tif","","","62","","","text","","","","","","Page 050","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbs0"
"Picart (Bernard) Collection","ark:/21198/zz0015bbth","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbth-1-master.tif","","","63","","","text","","","","","","Page 051","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbth"
"Picart (Bernard) Collection","ark:/21198/zz0015bbv1","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbv1-1-master.tif","","","64","","","text","","","","","","Page 052","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbv1"
"Picart (Bernard) Collection","ark:/21198/zz0015bbwj","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbwj-1-master.tif","","","65","","","text","","","","","","Page 053","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbwj"
"Picart (Bernard) Collection","ark:/21198/zz0015bbx2","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbx2-1-master.tif","","","66","","","text","","","","","","Page 054","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbx2"
"Picart (Bernard) Collection","ark:/21198/zz0015bbzk","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bbzk-1-master.tif","","","67","","","text","","","","","","Page 055","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bbzk"
"Picart (Bernard) Collection","ark:/21198/zz0015bc0k","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bc0k-1-master.tif","","","68","","","text","","","","","","Page 056","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bc0k"
"Picart (Bernard) Collection","ark:/21198/zz0015bc13","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bc13-1-master.tif","","","69","","","text","","","","","","Page 057","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bc13"
"Picart (Bernard) Collection","ark:/21198/zz0015bc2m","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015bc2m-1-master.tif","","","70","","","text","","","","","","Page 058","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015bc2m"
"Picart (Bernard) Collection","ark:/21198/zz0015t70x","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t70x-1-master.tif","","","71","","","text","","","","","","Page 059","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t70x"
"Picart (Bernard) Collection","ark:/21198/zz0015t71f","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t71f-1-master.tif","","","72","","","text","","","","","","Page 060","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t71f"
"Picart (Bernard) Collection","ark:/21198/zz0015t72z","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t72z-1-master.tif","","","73","","","text","","","","","","Page 061","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t72z"
"Picart (Bernard) Collection","ark:/21198/zz0015t73g","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t73g-1-master.tif","","","74","","","text","","","","","","Page 062","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t73g"
"Picart (Bernard) Collection","ark:/21198/zz0015t740","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t740-1-master.tif","","","75","","","text|~|still image","","","","","","Page 063","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t740"
"Picart (Bernard) Collection","ark:/21198/zz0015t75h","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t75h-1-master.tif","","","76","","","text|~|still image","","","","","","Page 064","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t75h"
"Picart (Bernard) Collection","ark:/21198/zz0015t761","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t761-1-master.tif","","","77","","","text","","","","","","Page 065","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t761"
"Picart (Bernard) Collection","ark:/21198/zz0015t77j","ark:/21198/zz0009pfn4","2","Completed","Page","picart/masters/21198-zz0015t77j-1-master.tif","","","78","","","text","","","","","","Page 066","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t77j"
