Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,viewingHint,Text direction,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Subject,Type.genre,Language,Name.editor,Name.engraver,Title,Relation.rectoVerso,Relation.pageNumber,Description.note,Source,Relation.isPartOf,Alt ID.local,Date.normalized,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Date.publication,Format.dimensions,Description.tableOfContents,Alt ID.oclc,AltTitle.uniform,AltTitle.inscribed,Relation.hasPart,Name.printer,Name.illustrator,Rights.copyrightStatus
Picart (Bernard) Collection,ark:/21198/zz000n90gg,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90gg-1-master.tif,,,1,,,text,,,,,,cover,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90h0,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90h0-1-master.tif,,,2,,,text,,,,,,inside front cover,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90jh,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90jh-1-master.tif,,,3,,,text,,,,,,blank page 01,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90k1,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90k1-1-master.tif,,,4,,,text,,,,,,blank page 02,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90mj,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90mj-1-master.tif,,,5,,,text,,,,,,blank page 03,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90n2,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90n2-1-master.tif,,,6,,,text,,,,,,blank page 04,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90pk,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90pk-1-master.tif,,,7,,,text,,,,,,half-title page,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90q3,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90q3-1-master.tif,,,8,,,text,,,,,,half-title page verso,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90rm,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90rm-1-master.tif,,,9,,,still image,,,,,,frontispiece,r,,"TABLEAU DES PRINCIPALES RELIGIONS DU MONDEEn premier lieu on voit la RÉLIGION CHRÉTIENNE au pied d'un grand Arbre presentant la BIBLE ouverte, qu'un Moine Franscisquain s'eforce de fermer d'une main, en montrant de l'autre le Livre où est ecrit CONCILES et TRADITIONS (1) sur lequel L'EGLISE ROMAINE est appuijée, E elle est representée la Tiare en tête (2) tenant d'une main le ST. SACREMENT, et de l'autre un Rameau d'Olivier (3) Simbole de Paix, quelle semble presenter à toutes les autres Réligions qui voudrons entrer dans son sein. L'EMPIRE ROMAIN, sur les débris duquel elle s'est élevée, paroit abatu sous ses pieds, tenant encore le Globe marqué de l'Autorité Imperiale, que la Supe[c]rtition lui enleve pour en revêtire le PONTIFE ROMAIN. a sa suite on voit les Macération et les Austerité. Un peu plus haut un Jesuite presente la BULLE UNIGÉNITUS à un Evêque, qui par son action semble la refuser. le Cardinal qui est à côté de lui paroit en balance s'il acceptera! entre ces deux dernier paroit l'Evêque de Sebaste. Un Rabin rénversé tenant le PENTATEUQUE est foulé au pieds par l'Eglise Romaine, le Patriache des Grecs qui est devant elle, semble reconnoitre son autorité. (4) Derriere eûx on voit des Evêque[s], et des Moines de tous Ordres, entre lesquels on distingue un Dominiquain tenant l'Etendart de l'Inquisition. La RÉ=FORMATION, montrant d'une main la BIBLE, tenant de l'autre un Serpette et embrassant l'Arbre (5) dont elle a émondé les Branches inutiles, a autour d'elle tous les Réformateurs. (6) Au bas sur le devan[t] du Tableau ALI Successeur de MAHOMET explique L'ALCORAN aux divers Peuples qui ont embrassé la Réligion Mahométane. (7) A droite le lointain represente les Pagottes et les Dieux des Indes Orientales, et a gauche ceux des Indes Occidentales. Dans le plus profond éloignemênt on voit quelques Idoles des Lapons, &c.1 L'Eglise Romaine veut qu'on s'y raporte entierement en matiere de foi2 L'Eglise Romaine est placé sur des éminances par raport aux 7. montagnes sur laquelle la Ville de Rome est batie. dans le Souterain desdittes montagnes on voit le Purgatoire.3 Une petite Coul[eu]vre qu'on voit Serpenter dans le Rameau, et la chaine qui'y pend font con-noitre que sa douceur apparente cache toujours quelque venin et que l'esclavage est tout ce qu'on en doit attendre.4 Son masque cache un souris malin, qui fait voir qu'il n'ia que l'interest qui l'engage a cet hommage forcé.5. L'Arbre represente la Réligion Chrétienne, dont la Reformation à retranché les Ceremo-nies et les abus figurées par les branches mortes6. Savoir Luther, Calvin, Melaneton, Jean Uus, Zwing, le Pierre Martir, et Martin Bucer, A droite de la Réligion chrétienne on voit Henri VIII et a sa gauche Kramer Auteurs de la Réformation d'Angleterre derriere Calvin, Arminius, et plus bas un Quaacker son Cha-peau sur la teste a côté Menno Simons bâtisant un Adulte, c'est le chef des Ménnonites qu'on nomme par abus Anabatistes.Savoir Turcs, Algeriens, Mores, Tartares, Arabes, Persans. Le Persans tien une table sur laqulle sont les Articles fondamenteaux de la Réligion Mahométane. on voit derrier lui le Chameau qu'ils Sacrifient tous les Ans.Voyez chardin du Sacrifce du Chameau.B. Picart inventit et fecit 1727",,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90s4,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90s4-1-master.tif,,,10,,,text,,,,,,frontispiece verso,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90tn,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90tn-1-master.tif,,,11,,,text|~|still image,,,,,,title page,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90v5,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90v5-1-master.tif,,,12,,,text,,,,,,title page verso,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90wp,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90wp-1-master.tif,,,13,,,text,,,,,,preface 01,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90x6,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90x6-1-master.tif,,,14,,,text,,,,,,preface 02,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n90zq,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n90zq-1-master.tif,,,15,,,text,,,,,,preface 03,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n910q,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n910q-1-master.tif,,,16,,,text,,,,,,preface 04,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n9117,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n9117-1-master.tif,,,17,,,text,,,,,,preface 05,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n912r,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n912r-1-master.tif,,,18,,,text,,,,,,preface 06,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n9138,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n9138-1-master.tif,,,19,,,text,,,,,,page i,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n914s,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n914s-1-master.tif,,,20,,,text,,,,,,page ii,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n9159,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n9159-1-master.tif,,,21,,,text|~|still image,,,,,,page iii,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n916t,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n916t-1-master.tif,,,22,,,text,,,,,,page iv,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n917b,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n917b-1-master.tif,,,23,,,text,,,,,,page v,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n918v,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n918v-1-master.tif,,,24,,,text,,,,,,page vi,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n919c,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n919c-1-master.tif,,,25,,,text,,,,,,page vii,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n91bw,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n91bw-1-master.tif,,,26,,,text,,,,,,page viii,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n91cd,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n91cd-1-master.tif,,,27,,,text,,,,,,page ix,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n91dx,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n91dx-1-master.tif,,,28,,,text,,,,,,page x,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n91ff,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n91ff-1-master.tif,,,29,,,text,,,,,,page xi,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n91gz,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n91gz-1-master.tif,,,30,,,text,,,,,,page xii,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n9269,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n9269-1-master.tif,,,31,,,text,,,,,,page xiii,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n927t,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n927t-1-master.tif,,,32,,,text,,,,,,page xiv,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n928b,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n928b-1-master.tif,,,33,,,text,,,,,,page xv,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n929v,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n929v-1-master.tif,,,34,,,text,,,,,,page xvi,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92bc,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92bc-1-master.tif,,,35,,,text,,,,,,page xvii,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92cw,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92cw-1-master.tif,,,36,,,text,,,,,,page xviii,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92dd,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92dd-1-master.tif,,,37,,,text,,,,,,page xix,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92fx,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92fx-1-master.tif,,,38,,,text,,,,,,page xx,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92gf,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92gf-1-master.tif,,,39,,,text,,,,,,page xxi,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92hz,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92hz-1-master.tif,,,40,,,text,,,,,,page xxii,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92jg,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92jg-1-master.tif,,,41,,,text,,,,,,page xxiii,r,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92k0,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92k0-1-master.tif,,,42,,,text,,,,,,page xxiv,v,,,,,,,,,,,,,,,,,,,
Picart (Bernard) Collection,ark:/21198/zz000n92mh,ark:/21198/zz0009pff1,2,Completed,ChildWork,picart/masters/21198-zz000n92mh-1-master.tif,,,43,,,text|~|still image,,,,,,page xxv,r,,"(a) Lorsque l'Iman prononce le nom de Mahomet, les Turcs penchent la tête sur les genoux, pour temoigner le respect qu'ils ont pour l'instituteur de leur Religion.",,,,,,,,,,,,,,,,,
