"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0017jdc8","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdc8_504396_master.tif","","","80","","","still image","","","","","","A. Goupillon des anciens Romains.","v","","A. Goupillon des anciens Romains. B. Ancien BENITIER. C. PETIT BENITIER PORTATIF. DDxDxDxDxD. Medailles qui representant des Voaux entre les quelles ily En a 4 x DDDD. Avec Chapelets. E. SACRIFICE Pris d'un MARBRE antique qui est a Rome.","Page 054b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdc8"
"Picart (Bernard) Collection","ark:/21198/zz0017jdds","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdds_504399_master.tif","","","81","","","text","","","","","","Page 055","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdds"
"Picart (Bernard) Collection","ark:/21198/zz0017jdf9","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdf9_504402_master.tif","","","82","","","text","","","","","","Page 056","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdf9"
"Picart (Bernard) Collection","ark:/21198/zz0017jdgt","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdgt_504405_master.tif","","","83","","","text","","","","","","Page 056a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdgt"
"Picart (Bernard) Collection","ark:/21198/zz0017jdhb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdhb_504408_master.tif","","","84","","","still image","","","","","","Chasses et petits Temples portatifs des anciens.","v","","Chasses et petits Temples portatifs des anciens.B.Bernaerts Sculp. 1743.","Page 056b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdhb"
"Picart (Bernard) Collection","ark:/21198/zz0017jdjv","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdjv_504411_master.tif","","","85","","","text","","","","","","Page 057","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdjv"
"Picart (Bernard) Collection","ark:/21198/zz0017jdkc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdkc_504414_master.tif","","","86","","","text","","","","","","Page 058","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdkc"
"Picart (Bernard) Collection","ark:/21198/zz0017jdmw","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdmw_504417_master.tif","","","87","","","text","","","","","","Page 058a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdmw"
"Picart (Bernard) Collection","ark:/21198/zz0017jdnd","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdnd_504420_master.tif","","","88","","","still image","","","","","","Figure antique d'un Prêtre Romain avec son Clrc","v","","Figure antique d'un Prêtre Romain avec son Clrc","Page 058b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdnd"
"Picart (Bernard) Collection","ark:/21198/zz0017jdpx","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdpx_504423_master.tif","","","89","","","text","","","","","","Page 059","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdpx"
"Picart (Bernard) Collection","ark:/21198/zz0017jdqf","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdqf_504426_master.tif","","","90","","","text","","","","","","Page 060","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdqf"
"Picart (Bernard) Collection","ark:/21198/zz0017jdrz","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdrz_504429_master.tif","","","91","","","text","","","","","","Page 061","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdrz"
"Picart (Bernard) Collection","ark:/21198/zz0017jdsg","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdsg_504432_master.tif","","","92","","","text","","","","","","Page 062","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdsg"
"Picart (Bernard) Collection","ark:/21198/zz0017jdt0","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdt0_504435_master.tif","","","93","","","text","","","","","","Page 063","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdt0"
"Picart (Bernard) Collection","ark:/21198/zz0017jdvh","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdvh_504438_master.tif","","","94","","","text","","","","","","Page 064","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdvh"
"Picart (Bernard) Collection","ark:/21198/zz0017jdw1","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdw1_504441_master.tif","","","95","","","text","","","","","","Page 065","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdw1"
"Picart (Bernard) Collection","ark:/21198/zz0017jdxj","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdxj_504444_master.tif","","","96","","","text","","","","","","Page 066","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdxj"
"Picart (Bernard) Collection","ark:/21198/zz0017jdz2","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdz2_504447_master.tif","","","97","","","text","","","","","","Page 067","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdz2"
"Picart (Bernard) Collection","ark:/21198/zz0017jf02","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf02_504450_master.tif","","","98","","","text","","","","","","Page 068","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf02"
"Picart (Bernard) Collection","ark:/21198/zz0017jf1k","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf1k_504453_master.tif","","","99","","","text","","","","","","Page 068a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf1k"
"Picart (Bernard) Collection","ark:/21198/zz0017jf23","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf23_504456_master.tif","","","100","","","still image","","","","","","DEUIL AU SEPULCRE.","v","","DEUIL AU SEPULCRE.J. v. Schley. S. p. 1743.","Page 068b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf23"
"Picart (Bernard) Collection","ark:/21198/zz0017jf3m","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf3m_504459_master.tif","","","101","","","text","","","","","","Page 069","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf3m"
"Picart (Bernard) Collection","ark:/21198/zz0017jf44","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf44_504462_master.tif","","","102","","","text","","","","","","Page 070","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf44"
"Picart (Bernard) Collection","ark:/21198/zz0017jf5n","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf5n_504465_master.tif","","","103","","","text","","","","","","Page 071","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf5n"
"Picart (Bernard) Collection","ark:/21198/zz0017jf65","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf65_504468_master.tif","","","104","","","text","","","","","","Page 072","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf65"
"Picart (Bernard) Collection","ark:/21198/zz0017jf7p","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf7p_504471_master.tif","","","105","","","text|~|still image","","","","","","Page 073","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf7p"
"Picart (Bernard) Collection","ark:/21198/zz0017jf86","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf86_504474_master.tif","","","106","","","text","","","","","","Page 074","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf86"
"Picart (Bernard) Collection","ark:/21198/zz0017jf9q","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jf9q_504477_master.tif","","","107","","","text","","","","","","Page 075","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jf9q"
"Picart (Bernard) Collection","ark:/21198/zz0017jfb7","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfb7_504480_master.tif","","","108","","","text","","","","","","Page 076","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfb7"
"Picart (Bernard) Collection","ark:/21198/zz0017jfcr","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfcr_504483_master.tif","","","109","","","text","","","","","","Page 077","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfcr"
"Picart (Bernard) Collection","ark:/21198/zz0017jfd8","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfd8_504486_master.tif","","","110","","","text","","","","","","Page 078","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfd8"
"Picart (Bernard) Collection","ark:/21198/zz0017jffs","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jffs_504489_master.tif","","","111","","","text","","","","","","Page 079","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jffs"
"Picart (Bernard) Collection","ark:/21198/zz0017jfg9","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfg9_504492_master.tif","","","112","","","text","","","","","","Page 080 [image error]","v","","","","","","","","","","","","","","","","","","","","failed",""
"Picart (Bernard) Collection","ark:/21198/zz0017jfht","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfht_504495_master.tif","","","113","","","text","","","","","","Page 081","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfht"
"Picart (Bernard) Collection","ark:/21198/zz0017jfjb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfjb_504502_master.tif","","","114","","","text","","","","","","Page 082","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfjb"
"Picart (Bernard) Collection","ark:/21198/zz0017jfmc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfmc_504507_master.tif","","","115","","","text","","","","","","Page 083","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfmc"
"Picart (Bernard) Collection","ark:/21198/zz0017jfnw","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfnw_504511_master.tif","","","116","","","text","","","","","","Page 084","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfnw"
"Picart (Bernard) Collection","ark:/21198/zz0017jfpd","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfpd_504516_master.tif","","","117","","","text","","","","","","Page 085","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfpd"
"Picart (Bernard) Collection","ark:/21198/zz0017jfqx","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfqx_504519_master.tif","","","118","","","text","","","","","","Page 086","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfqx"
"Picart (Bernard) Collection","ark:/21198/zz0017jfrf","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfrf_504522_master.tif","","","119","","","text","","","","","","Page 087","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfrf"
"Picart (Bernard) Collection","ark:/21198/zz0017jfsz","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfsz_504525_master.tif","","","120","","","text","","","","","","Page 088","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfsz"
"Picart (Bernard) Collection","ark:/21198/zz0017jftg","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jftg_504528_master.tif","","","121","","","text","","","","","","Page 089","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jftg"
"Picart (Bernard) Collection","ark:/21198/zz0017jfv0","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfv0_504534_master.tif","","","122","","","text","","","","","","Page 090","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfv0"
"Picart (Bernard) Collection","ark:/21198/zz0017jfwh","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfwh_504537_master.tif","","","123","","","text","","","","","","Page 090a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfwh"
"Picart (Bernard) Collection","ark:/21198/zz0017jfx1","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfx1_504543_master.tif","","","124","","","still image","","","","","","B. autre Temple des Romains","v","","B. autre Temple des RomainsA. Temple de Janus","Page 090b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfx1"
"Picart (Bernard) Collection","ark:/21198/zz0017jfzj","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jfzj_504546_master.tif","","","125","","","text","","","","","","Page 091","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jfzj"
"Picart (Bernard) Collection","ark:/21198/zz0017jg0j","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg0j_504550_master.tif","","","126","","","text","","","","","","Page 092","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg0j"
"Picart (Bernard) Collection","ark:/21198/zz0017jg12","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg12_504556_master.tif","","","127","","","text","","","","","","Page 093","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg12"
"Picart (Bernard) Collection","ark:/21198/zz0017jg2k","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg2k_504561_master.tif","","","128","","","text","","","","","","Page 094","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg2k"
"Picart (Bernard) Collection","ark:/21198/zz0017jg33","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg33_504564_master.tif","","","129","","","text","","","","","","Page 095","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg33"
"Picart (Bernard) Collection","ark:/21198/zz0017jg4m","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg4m_504567_master.tif","","","130","","","text","","","","","","Page 096","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg4m"
"Picart (Bernard) Collection","ark:/21198/zz0017jg54","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg54_504570_master.tif","","","131","","","still image","","","","","","AUTEL et SACRIFICE des anciens ROMAINS.","r","","AUTEL et SACRIFICE des anciens ROMAINS.ENFANT NOUVEAU NÉ que l'on consacre à APOLLON.P. Yver del. et Sculp. 1743.","Page 096a","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg54"
"Picart (Bernard) Collection","ark:/21198/zz0017jg6n","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg6n_504577_master.tif","","","132","","","text","","","","","","Page 096b","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg6n"
"Picart (Bernard) Collection","ark:/21198/zz0017jg75","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg75_504582_master.tif","","","133","","","text","","","","","","Page 097","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg75"
"Picart (Bernard) Collection","ark:/21198/zz0017jg8p","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg8p_504588_master.tif","","","134","","","text","","","","","","Page 098","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg8p"
"Picart (Bernard) Collection","ark:/21198/zz0017jg96","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jg96_504592_master.tif","","","135","","","still image","","","","","","VOEUX des anciens ROMAINS.","r","","VOEUX des anciens ROMAINS.","Page 098a","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jg96"
"Picart (Bernard) Collection","ark:/21198/zz0017jgbq","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgbq_504597_master.tif","","","136","","","text","","","","","","Page 098b","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgbq"
"Picart (Bernard) Collection","ark:/21198/zz0017jgh9","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgh9_504600_master.tif","","","137","","","text","","","","","","Page 099","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgh9"
"Picart (Bernard) Collection","ark:/21198/zz0017jgjt","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgjt_504603_master.tif","","","138","","","text","","","","","","Page 100","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgjt"
"Picart (Bernard) Collection","ark:/21198/zz0017jgkb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgkb_504606_master.tif","","","139","","","text","","","","","","Page 101","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgkb"
"Picart (Bernard) Collection","ark:/21198/zz0017jgmv","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgmv_504609_master.tif","","","140","","","text","","","","","","Page 102","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgmv"
"Picart (Bernard) Collection","ark:/21198/zz0017jgnc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgnc_504613_master.tif","","","141","","","text","","","","","","Page 103","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgnc"
"Picart (Bernard) Collection","ark:/21198/zz0017jgpw","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgpw_504618_master.tif","","","142","","","text","","","","","","Page 104","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgpw"
"Picart (Bernard) Collection","ark:/21198/zz0017jgqd","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgqd_504621_master.tif","","","143","","","text","","","","","","Page 105","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgqd"
"Picart (Bernard) Collection","ark:/21198/zz0017jgrx","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgrx_504630_master.tif","","","144","","","text","","","","","","Page 106","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgrx"
"Picart (Bernard) Collection","ark:/21198/zz0017jgsf","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgsf_504633_master.tif","","","145","","","text","","","","","","Page 106a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgsf"
"Picart (Bernard) Collection","ark:/21198/zz0017jgtz","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgtz_504636_master.tif","","","146","","","still image","","","","","","DEUIL D'UNE PERSONNE QUI VIENT DE MOURIR.","v","","DEUIL D'UNE PERSONNE QUI VIENT DE MOURIR.","Page 106b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgtz"
"Picart (Bernard) Collection","ark:/21198/zz0017jgvg","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgvg_505154_master.tif","","","147","","","text","","","","","","Page 107","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgvg"
"Picart (Bernard) Collection","ark:/21198/zz0017jgw0","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgw0_505303_master.tif","","","148","","","text","","","","","","Page 108","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgw0"
"Picart (Bernard) Collection","ark:/21198/zz0017jgxh","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgxh_505314_master.tif","","","149","","","still image","","Engravings--Netherlands--18th century.","","","","Convoi funebre et Bucher","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgxh"
"Picart (Bernard) Collection","ark:/21198/zz0017jgz1","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jgz1_505318_master.tif","","","150","","","text","","","","","","Page 108c","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jgz1"
"Picart (Bernard) Collection","ark:/21198/zz0017js1d","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js1d_505327_master.tif","","","151","","","text","","","","","","Page 109","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js1d"
"Picart (Bernard) Collection","ark:/21198/zz0017js2x","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js2x_505333_master.tif","","","152","","","text|~|still image","","","","","","Page 110","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js2x"
"Picart (Bernard) Collection","ark:/21198/zz0017js3f","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js3f_505338_master.tif","","","153","","","text","","","","","","Page 111","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js3f"
"Picart (Bernard) Collection","ark:/21198/zz0017js4z","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js4z_505341_master.tif","","","154","","","text","","","","","","Page 112","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js4z"
"Picart (Bernard) Collection","ark:/21198/zz0017js5g","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js5g_505344_master.tif","","","155","","","text","","","","","","Page 113","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js5g"
"Picart (Bernard) Collection","ark:/21198/zz0017js60","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js60_505347_master.tif","","","156","","","text","","","","","","Page 114","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js60"
"Picart (Bernard) Collection","ark:/21198/zz0017js7h","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js7h_505350_master.tif","","","157","","","text","","","","","","Page 115","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js7h"
