"Object Type","Title","Local identifier","Item ARK","Parent ARK","File Name","AltTitle.other","collection.physical","Contents note","Date.created","Date.normalized","Description.latitude","Description.longitude","Description.note","Format.dimensions","Format.extent","Format.medium","Resource type","Genre","Language","Name.creator","Named subject","Note","Place of origin","Publisher.publisherName","Repository","Statement of Responsibility","Rights.copyrightStatus","Rights.rightsHolderContact","Subject","Subject geographic","Subject temporal","Bucketeer State","IIIF Access URL"
"Work","Ramakatane archive 19","A1_Ramakatane_02_17","ark:/21198/z1z914n7","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0002_017.tif","","Ramakatane Archive (Lesotho National Museum)","Miss Leribe, winner of a beauty pageant, with her crown and outfit, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z914n7"
"Work","Ramakatane archive 20","A1_Ramakatane_03_15","ark:/21198/z1tj0cxh","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0003_015.tif","","Ramakatane Archive (Lesotho National Museum)","Couples sitting next to each other with legs crossed in an intimate pose with the woman holding her purse, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0cxh"
"Work","Ramakatane archive 21","A1_Ramakatane_03_16","ark:/21198/z1pv8bkh","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0003_016.tif","","Ramakatane Archive (Lesotho National Museum)","Two teenage girls in school uniform in an intimate embrace, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Girls","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8bkh"
"Work","Ramakatane archive 22","A1_Ramakatane_03_17","ark:/21198/z1k37kv3","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0003_017.tif","","Ramakatane Archive (Lesotho National Museum)","Young man in a battersby hat and western attire, seated with legs crossed, hands cupping knee, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37kv3"
"Work","Ramakatane archive 23","A1_Ramakatane_04_01","ark:/21198/z1fb6v6p","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0004_001.tif","","Ramakatane Archive (Lesotho National Museum)","A smiling young woman standing with foot on stool, in a seshoeshoe dress, sunglasses in hand,, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6v6p"
"Work","Ramakatane archive 24","A1_Ramakatane_04_15","ark:/21198/z19k63hs","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0004_015.tif","","Ramakatane Archive (Lesotho National Museum)","Miss Mohale's Hoek, winner of beauty pageant, with her crown and outfit, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k63hs"
"Work","Ramakatane archive 25","A1_Ramakatane_04_17","ark:/21198/z15t5bs2","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0004_017.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman in lingerie, stockings, posing with stool, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5bs2"
"Work","Ramakatane archive 26","A1_Ramakatane_05_03","ark:/21198/z1224m05","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0005_003.tif","","Ramakatane Archive (Lesotho National Museum)","Young man in a battersby hat standing with thumb in pocket, wearing sneakers, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224m05"
"Work","Ramakatane archive 27","A1_Ramakatane_05_04","ark:/21198/z1x943hv","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0005_004.tif","","Ramakatane Archive (Lesotho National Museum)","Teen girl in school uniform, standing, beret, hand clasping hand, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Students","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x943hv"
"Work","Ramakatane archive 28","A1_Ramakatane_05_10","ark:/21198/z1sn226v","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0005_010.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in sunglasses, gloves and sun hat, foot on stool and holding a purse, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn226v"
"Work","Ramakatane archive 29","A1_Ramakatane_05_13","ark:/21198/z1nw19g4","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0005_013.tif","","Ramakatane Archive (Lesotho National Museum)","Young man holding a woman in a beret by the waist , photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw19g4"
"Work","Ramakatane archive 30","A1_Ramakatane_05_14","ark:/21198/z1j40js5","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0005_014.tif","","Ramakatane Archive (Lesotho National Museum)","Three men seated, hand to cheek, with a newspaper as a prop, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40js5"
"Work","Ramakatane archive 31","A1_Ramakatane_05_16","ark:/21198/z1db9t46","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0005_016.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman posing on a moseme, straw mat with hand on hip and lying on her side, stockings in sandals, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9t46"
"Work","Ramakatane archive 32","A1_Ramakatane_05_17","ark:/21198/z18k92bz","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0005_017.tif","","Ramakatane Archive (Lesotho National Museum)","Man with moustache in shorts and shirt, standing, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k92bz"
"Work","Ramakatane archive 33","A1_Ramakatane_06_01","ark:/21198/z14t89ks","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_001.tif","","Ramakatane Archive (Lesotho National Museum)","Two teenage girls seated, one with arm around the other, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t89ks"
"Work","Ramakatane archive 34","A1_Ramakatane_06_03","ark:/21198/z1127jvc","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_003.tif","","Ramakatane Archive (Lesotho National Museum)","Young child in shorts seated on a dressing stool, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Boys","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127jvc"
"Work","Ramakatane archive 35","A1_Ramakatane_06_05","ark:/21198/z1wd5rsd","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_005.tif","","Ramakatane Archive (Lesotho National Museum)","Two women standing in an embrace, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5rsd"
"Work","Ramakatane archive 36","A1_Ramakatane_06_06","ark:/21198/z1rn513x","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_006.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a polo short and battersby hat, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn513x"
"Work","Ramakatane archive 37","A1_Ramakatane_06_07","ark:/21198/z1mw48dn","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_007.tif","","Ramakatane Archive (Lesotho National Museum)","Miss Mohale's Hoek, winner of beauty pageant, with her crown and scepter, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw48dn"
"Work","Ramakatane archive 38","A1_Ramakatane_06_07a","ark:/21198/z1h43hr4","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_007a.tif","","Ramakatane Archive (Lesotho National Museum)","Woman sitting on a stool with legs crossed, hands clasped on her lap and wearing a sun hat, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43hr4"
"Work","Ramakatane archive 39","A1_Ramakatane_06_10","ark:/21198/z1cc2s0c","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_010.tif","","Ramakatane Archive (Lesotho National Museum)","Woman standing with hands clasped on her lap, sunglasses, beret, foot on stool, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2s0c"
"Work","Ramakatane archive 40","A1_Ramakatane_06_11","ark:/21198/z17m215p","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_011.tif","","Ramakatane Archive (Lesotho National Museum)","Woman seated on stool with arm on her lap in a blouse, plaid skirt, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m215p"
"Work","Ramakatane archive 41","A1_Ramakatane_06_12","ark:/21198/z13v18fz","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_012.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a beret seated on a stool with waist coat reading a magazine, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v18fz"
"Work","Ramakatane archive 42","A1_Ramakatane_06_13","ark:/21198/z1059755","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_013.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in a plaid skirt with newspaper, foot on stool, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059755"
"Work","Ramakatane archive 43","A1_Ramakatane_06_13a","ark:/21198/z1vd8qpg","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_013a.tif","","Ramakatane Archive (Lesotho National Museum)","Man in beret standing with foot on stool, hands clasped, with magazine, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8qpg"
"Work","Ramakatane archive 44","A1_Ramakatane_06_14","ark:/21198/z1qn801f","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_014.tif","","Ramakatane Archive (Lesotho National Museum)","Couples in an intimate pose seated on the floor facing each other, boater hat, legs crossed, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn801f"
"Work","Ramakatane archive 45","A1_Ramakatane_06_15","ark:/21198/z1kw779q","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_015.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman raised leg crossed, sun hat,  with hands clasped around knee, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw779q"
"Work","Ramakatane archive 46","A1_Ramakatane_06_16","ark:/21198/z1g46gjv","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_016.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman with hands clasped around knee, foot on stool, wearing sunglasses, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46gjv"
"Work","Ramakatane archive 47","A1_Ramakatane_06_16a","ark:/21198/z1bc5qqs","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_016a.tif","","Ramakatane Archive (Lesotho National Museum)","Two men in blazers and battersby hats, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5qqs"
"Work","Ramakatane archive 48","A1_Ramakatane_06_17","ark:/21198/z16m5019","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0006_017.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman seated and holding sunglasses to her face, with hand on lap, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m5019"
"Work","Ramakatane archive 49","A1_Ramakatane_07_04","ark:/21198/z12z2xqh","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0007_004.tif","","Ramakatane Archive (Lesotho National Museum)","Man standing in a blazer with hand on his belly, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z2xqh"
"Work","Ramakatane archive 50","A1_Ramakatane_07_06","ark:/21198/z1z62f8c","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0007_006.tif","","Ramakatane Archive (Lesotho National Museum)","Woman seated on straw mat, plaid skirt, styled hair, sweater, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62f8c"
"Work","Ramakatane archive 51","A1_Ramakatane_07_08","ark:/21198/z1tf1pk3","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0007_008.tif","","Ramakatane Archive (Lesotho National Museum)","Man seated on stool with hands on his laps, golf hat, sweater, blazer, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1pk3"
"Work","Ramakatane archive 52","A1_Ramakatane_07_14","ark:/21198/z1pp0xx8","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0007_014.tif","","Ramakatane Archive (Lesotho National Museum)","Woman seated on stool with infant on her lap, beret,  photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp0xx8"
"Work","Ramakatane archive 53","A1_Ramakatane_07_17","ark:/21198/z1jx064f","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0007_017.tif","","Ramakatane Archive (Lesotho National Museum)","Man sitting on stool with hand on his hip and other leg stretched out, dressed in a leather jacket and bucket hat, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx064f"
"Work","Ramakatane archive 54","A1_Ramakatane_08_09","ark:/21198/z1f49fbk","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0008_009.tif","","Ramakatane Archive (Lesotho National Museum)","Young man and woman seated next to each other, hands on knees with sun hat and battersby, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49fbk"
"Work","Ramakatane archive 55","A1_Ramakatane_08_10","ark:/21198/z19c8pmv","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0008_010.tif","","Ramakatane Archive (Lesotho National Museum)","Two young women holding a card, with feet on stool, photographed in Mr. M.T. Ramakatane's City Centre Studio","1968","1968","","","","6 x 6 cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8pmv"
