Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Resource type,Genre,Language,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Statement of Responsibility,Rights.copyrightStatus,Rights.rightsHolderContact,Subject,Subject geographic,Subject temporal
Work,Ramakatane archive 2563,C4_Ramakatane_02_33,ark:/21198/z11v76g7,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_033.tif,,Ramakatane Archive (Lesotho National Museum),Policemen on horseback standing behind a group of blanketed men,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Police,,
Work,Ramakatane archive 2564,C4_Ramakatane_02_34,ark:/21198/z1x36q08,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_034.tif,,Ramakatane Archive (Lesotho National Museum),An assembly of policemen standing in formation behind their commander and holding their rifles upright against the ground,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Crowds,,
Work,Ramakatane archive 2565,C4_Ramakatane_02_35,ark:/21198/z1sb5z6n,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_035.tif,,Ramakatane Archive (Lesotho National Museum),A Crowd waving Lesotho and Liberia flags with a smiling man looking straight into the camera,1965,1965,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Crowds,,
Work,Ramakatane archive 2566,C4_Ramakatane_02_36,ark:/21198/z1nk56g9,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_036.tif,,Ramakatane Archive (Lesotho National Museum),"A group of children stacked next to men in construction hats and overalls pointing toy rifle guns from the back of a truck with 'Biafra forever' graffiti on its side, captured in Mants'onyane, Lesotho",1964,1964,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children|~|Men,,
Work,Ramakatane archive 2567,C4_Ramakatane_02_37,ark:/21198/z1hx354v,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_037.tif,,Ramakatane Archive (Lesotho National Museum),Bride in a cape with the hoodie covering her head standing with her groom next to car with balloon decorations on it,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2568,C4_Ramakatane_02_38,ark:/21198/z1d52dfw,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_038.tif,,Ramakatane Archive (Lesotho National Museum),Kaizer chiefs soccer team flanked by founders  Kaiser Motaung and China Ngema in sunglasses and turtleneck sweaters under their blazers,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Sports,,
Work,Ramakatane archive 2569,C4_Ramakatane_02_39,ark:/21198/z18d1nrm,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_039.tif,,Ramakatane Archive (Lesotho National Museum),Priest holding the hand of groom,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Religion,,
Work,Ramakatane archive 2570,C4_Ramakatane_02_40,ark:/21198/z14n0x36,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_040.tif,,Ramakatane Archive (Lesotho National Museum),Young woman tying the straps of a cape around a newly crowned Beauty queen,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 2571,C4_Ramakatane_02_41,ark:/21198/z10w059z,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_041.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom cutting a three tier cake together with a bride and groom figurine placed on top at the center,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2572,C4_Ramakatane_02_42,ark:/21198/z1w39nsk,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_042.tif,,Ramakatane Archive (Lesotho National Museum),Bride in spectacles seated with her bouquet on her lap and looking at the camera,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2573,C4_Ramakatane_02_43,ark:/21198/z1rb8x28,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_043.tif,,Ramakatane Archive (Lesotho National Museum),An assembly of policemen on horseback standing next to cars parked in a lot and large crowd gathered to watch,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Police|~|Crowds,,
Work,Ramakatane archive 2574,C4_Ramakatane_02_44,ark:/21198/z1mp6vqd,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_044.tif,,Ramakatane Archive (Lesotho National Museum),Policemen on horseback riding next to spectators,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Police|~|Crowds,,
Work,Ramakatane archive 2575,C4_Ramakatane_02_45,ark:/21198/z1gx641x,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_045.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom in group photo with several family members and relatives,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples|~|Families,,
Work,Ramakatane archive 2576,C4_Ramakatane_02_46,ark:/21198/z1c55cbz,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_046.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom standing in a doorway arm in arm,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2577,C4_Ramakatane_02_47,ark:/21198/z17d4mp4,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_047.tif,,Ramakatane Archive (Lesotho National Museum),Beauty queen in a crown and cape standing between two women holding flowers with flowers in their hair,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth|~|Women,,
Work,Ramakatane archive 2578,C4_Ramakatane_02_48,ark:/21198/z13n3vxz,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_048.tif,,Ramakatane Archive (Lesotho National Museum),A man handing over a trophy and shaking the hand of a soccer team captain with the rest of the team standing around and squatting joyfully,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Sports,,
Work,Ramakatane archive 2579,C4_Ramakatane_02_50,ark:/21198/z1zw3cc5,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_050.tif,,Ramakatane Archive (Lesotho National Museum),Man in graduation gown with his certificate held in both hands,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2580,C4_Ramakatane_02_51,ark:/21198/z1v42mnr,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_051.tif,,Ramakatane Archive (Lesotho National Museum),Man in a suit handing plaque to a younger man in spectacles before a crowd of men,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Crowds,,
Work,Ramakatane archive 2581,C4_Ramakatane_02_52,ark:/21198/z1qg0kbr,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_052.tif,,Ramakatane Archive (Lesotho National Museum),Group of men seated behind shoemaking machines with basins placed before them,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2582,C4_Ramakatane_02_53,ark:/21198/z1kp9tmg,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_053.tif,,Ramakatane Archive (Lesotho National Museum),Three women in a factory dressed in overalls with one writing in a book and another inspecting,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2583,C4_Ramakatane_02_54,ark:/21198/z1fx92z1,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_054.tif,,Ramakatane Archive (Lesotho National Museum),Man in graduation gown with stole and mortar hat with his certificate rolled in his hand standing next to fellow graduate who is not wearing his mortar hat,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2584,C4_Ramakatane_02_55,ark:/21198/z1b58b71,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_055.tif,,Ramakatane Archive (Lesotho National Museum),A group of men in full graduation dress listening attentively with some holding umbrellas to shield against drizzling rain,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2585,C4_Ramakatane_02_56,ark:/21198/z16d7kgv,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_056.tif,,Ramakatane Archive (Lesotho National Museum),A group of men in full graduation dress carrying a coffin in a funeral procession from a church building,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Religion,,
Work,Ramakatane archive 2586,C4_Ramakatane_02_57,ark:/21198/z12n6tp7,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_057.tif,,Ramakatane Archive (Lesotho National Museum),Vice chancellor  Cyril A. Rogers putting a stole on a graduate as King Moshoeshoe II watches from behind,1972,1972,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Royal families,,
Work,Ramakatane archive 2587,C4_Ramakatane_02_58,ark:/21198/z1xw6b7s,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_058.tif,,Ramakatane Archive (Lesotho National Museum),Academic faculty at the National University of Lesotho walking through a crowd in their gowns,1972,1972,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2588,C4_Ramakatane_02_59,ark:/21198/z1t748w7,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_059.tif,,Ramakatane Archive (Lesotho National Museum),Men and women in overalls assembled for a group photo with the superiors seated front and center,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women,,
Work,Ramakatane archive 2589,C4_Ramakatane_02_60,ark:/21198/z1pg3j6c,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_060.tif,,Ramakatane Archive (Lesotho National Museum),Two men in overalls looking focused and working some machinery in a factory,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2590,C4_Ramakatane_02_61,ark:/21198/z1jq2sh3,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_061.tif,,Ramakatane Archive (Lesotho National Museum),Older man in overalls looking focused and working a machine in a factory as a younger man looks on,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2591,C4_Ramakatane_02_62,ark:/21198/z1dz21vn,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_062.tif,,Ramakatane Archive (Lesotho National Museum),Two men in overalls holding up some factory tools in their chairs and smiling,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2592,C4_Ramakatane_02_63,ark:/21198/z196192r,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_063.tif,,Ramakatane Archive (Lesotho National Museum),King Sobhuza II of Swaziland speaking in front of UBLS  academic faculty seated with King Moshoeshoe II,1970,1970,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2593,C4_Ramakatane_02_64,ark:/21198/z15f0j9k,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_064.tif,,Ramakatane Archive (Lesotho National Museum),Family members gathered around young graduate standing front and center with her folded certificate in her hand,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 2594,C4_Ramakatane_02_65,ark:/21198/z11n9sk9,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_065.tif,,Ramakatane Archive (Lesotho National Museum),Soccer team portrait with the goalkeeper squatting in the middle and holding a ball to the ground,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Sports,,
Work,Ramakatane archive 2595,C4_Ramakatane_02_66,ark:/21198/z1x080gk,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_066.tif,,Ramakatane Archive (Lesotho National Museum),Groom watches patiently as his bride signs their marriage certificate,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2596,C4_Ramakatane_02_67,ark:/21198/z1s777s9,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_067.tif,,Ramakatane Archive (Lesotho National Museum),Group of male and female tennis players standing and squatting together for a group photo,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women|~|Sports,,
Work,Ramakatane archive 2597,C4_Ramakatane_02_68,ark:/21198/z1ng6h4w,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c4_0002_068.tif,,Ramakatane Archive (Lesotho National Museum),Group of male and female tennis players standing and squatting together for a group photo,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women|~|Sports,,
Work,Ramakatane archive 2598,C5_Ramakatane_01_01,ark:/21198/z1hq5rfm,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_001.tif,,Ramakatane Archive (Lesotho National Museum),Young boy saddled on a pony in front of a thatched house under a hill with people standing outside,1975,1975,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Boys,,
Work,Ramakatane archive 2599,C5_Ramakatane_01_02,ark:/21198/z1cz50nc,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_002.tif,,Ramakatane Archive (Lesotho National Museum),Man with a decorative fur feature and feather on his hat looking into the camera with glared eyes,1975,1975,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2600,C5_Ramakatane_01_03,ark:/21198/z18647wh,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_003.tif,,Ramakatane Archive (Lesotho National Museum),Group of traditional healers chanting and dancing with some standing to the side to catch their breath,1975,1975,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Healers,,
Work,Ramakatane archive 2601,C5_Ramakatane_01_04,ark:/21198/z14f3h6n,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_004.tif,,Ramakatane Archive (Lesotho National Museum),Man in a blanket and rolled up beanie with pom pom playing 'Mamokhorong next to bare chested man with blanket thrown over his shoulder looking at him with his mouth open,1975,1975,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2602,C5_Ramakatane_01_05,ark:/21198/z10s1ftb,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_005.tif,,Ramakatane Archive (Lesotho National Museum),"Photographer Peter Magubane in the middle and Alf Khumalo on the far left, in a crowd shooting images next to a young woman holding an Inkatha Yesizwe (IFP) flag behind her by fellow protestors",1960,1960,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,South Africa|~|Portrait photography|~|Vernacular photography|~|Men|~|Women|~|Crowds,,
Work,Ramakatane archive 2603,C5_Ramakatane_01_06,ark:/21198/z1w10zct,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_006.tif,,Ramakatane Archive (Lesotho National Museum),Man in an eccentric headdress wrapped in a grey blanket and smiling brightly,1975,1975,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2604,C5_Ramakatane_01_07,ark:/21198/z1r806qc,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_007.tif,,Ramakatane Archive (Lesotho National Museum),Traditional healers in their regalia chanting and dancing before an onlooking crowd,1975,1975,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Healers,,
Work,Ramakatane archive 2605,C5_Ramakatane_01_08,ark:/21198/z1mg9g0h,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_008.tif,,Ramakatane Archive (Lesotho National Museum),Smiling woman in a headwrap standing between two priests,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2606,C5_Ramakatane_01_09,ark:/21198/z1gq8q7b,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_009.tif,,Ramakatane Archive (Lesotho National Museum),Blanketed woman in a Seshoeshoe skirt and Mokorotlo hat standing with her hands on her waist on top of a straw mat,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2607,C5_Ramakatane_01_10,ark:/21198/z1bz7zg5,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_c5_0001_010.tif,,Ramakatane Archive (Lesotho National Museum),Queen 'Mamohato smiling brightly and carrying a baby on her back in a Seanamarena,1975,1975,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
