Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1h14v33,ark:/21198/z1pp133z,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp133z
ark:/21198/z1h14v33,ark:/21198/z1jx0bbs,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0bbs
ark:/21198/z1h14v33,ark:/21198/z1f788z7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f788z7
ark:/21198/z1h14v33,ark:/21198/z19g7j7x,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7j7x
ark:/21198/z1h14v33,ark:/21198/z15q6sf9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6sf9
ark:/21198/z1h14v33,ark:/21198/z11z61rd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z61rd
ark:/21198/z1h14v33,ark:/21198/z1x65j9w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65j9w
ark:/21198/z1h14v33,ark:/21198/z1sf4smm,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4smm
ark:/21198/z1h14v33,ark:/21198/z1np41vt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np41vt
ark:/21198/z1h14v33,ark:/21198/z1j120m1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j120m1
ark:/21198/z1h14v33,ark:/21198/z1d817vv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0051_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d817vv
