Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,AltTitle.uniform,Description.abstract,Bucketeer State,IIIF Access URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmbv/6j80wc4d,ark:/21198/zz001nqmbv,,,Page,mpstills/masters/21198-zz001nqmbv-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmbv%2F6j80wc4d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmbv/bh88jw7f,ark:/21198/zz001nqmbv,,,Page,mpstills/masters/21198-zz001nqmbv-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmbv%2Fbh88jw7f
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmcc/5669723m,ark:/21198/zz001nqmcc,,,Page,mpstills/masters/21198-zz001nqmcc-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmcc%2F5669723m
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmcc/xc700k7c,ark:/21198/zz001nqmcc,,,Page,mpstills/masters/21198-zz001nqmcc-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmcc%2Fxc700k7c
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmdw/f1611q4s,ark:/21198/zz001nqmdw,,,Page,mpstills/masters/21198-zz001nqmdw-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmdw%2Ff1611q4s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmdw/p668qg98,ark:/21198/zz001nqmdw,,,Page,mpstills/masters/21198-zz001nqmdw-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmdw%2Fp668qg98
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmfd/bm68cx2z,ark:/21198/zz001nqmfd,,,Page,mpstills/masters/21198-zz001nqmfd_1659363_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmfd%2Fbm68cx2z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmfd/ff951v88,ark:/21198/zz001nqmfd,,,Page,mpstills/masters/21198-zz001nqmfd_1659408_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmfd%2Fff951v88
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmgx/9z07m13t,ark:/21198/zz001nqmgx,,,Page,mpstills/masters/21198-zz001nqmgx_1659440_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmgx%2F9z07m13t
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmgx/p378802j,ark:/21198/zz001nqmgx,,,Page,mpstills/masters/21198-zz001nqmgx_1659434_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmgx%2Fp378802j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmhf/5c00mp5d,ark:/21198/zz001nqmhf,,,Page,mpstills/masters/21198-zz001nqmhf-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmhf%2F5c00mp5d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmhf/dn95x461,ark:/21198/zz001nqmhf,,,Page,mpstills/masters/21198-zz001nqmhf-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmhf%2Fdn95x461
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmjz/j2503g3d,ark:/21198/zz001nqmjz,,,Page,mpstills/masters/21198-zz001nqmjz-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmjz%2Fj2503g3d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmjz/mh99t71m,ark:/21198/zz001nqmjz,,,Page,mpstills/masters/21198-zz001nqmjz-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmjz%2Fmh99t71m
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmkg/9913d00x,ark:/21198/zz001nqmkg,,,Page,mpstills/masters/21198-zz001nqmkg-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmkg%2F9913d00x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmkg/zz67cm7q,ark:/21198/zz001nqmkg,,,Page,mpstills/masters/21198-zz001nqmkg-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmkg%2Fzz67cm7q
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmm0/4x03n902,ark:/21198/zz001nqmm0,,,Page,mpstills/masters/21198-zz001nqmm0-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmm0%2F4x03n902
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmm0/pc60gc66,ark:/21198/zz001nqmm0,,,Page,mpstills/masters/21198-zz001nqmm0-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmm0%2Fpc60gc66
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmnh/fv36w96h,ark:/21198/zz001nqmnh,,,Page,mpstills/masters/21198-zz001nqmnh-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmnh%2Ffv36w96h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmnh/n452gv38,ark:/21198/zz001nqmnh,,,Page,mpstills/masters/21198-zz001nqmnh-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmnh%2Fn452gv38
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmp1/2b586c3j,ark:/21198/zz001nqmp1,,,Page,mpstills/masters/21198-zz001nqmp1-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmp1%2F2b586c3j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmp1/6w94bq42,ark:/21198/zz001nqmp1,,,Page,mpstills/masters/21198-zz001nqmp1-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmp1%2F6w94bq42
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmr2/gt655c8x,ark:/21198/zz001nqmr2,,,Page,mpstills/masters/21198-zz001nqmr2-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmr2%2Fgt655c8x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmr2/sw10kn51,ark:/21198/zz001nqmr2,,,Page,mpstills/masters/21198-zz001nqmr2-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmr2%2Fsw10kn51
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmsk/5t19v92g,ark:/21198/zz001nqmsk,,,Page,mpstills/masters/21198-zz001nqmsk-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmsk%2F5t19v92g
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmsk/b836gb4r,ark:/21198/zz001nqmsk,,,Page,mpstills/masters/21198-zz001nqmsk-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmsk%2Fb836gb4r
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmvm/bb68kc9t,ark:/21198/zz001nqmvm,,,Page,mpstills/masters/21198-zz001nqmvm_1658908_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmvm%2Fbb68kc9t
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqmvm/vp89gp3r,ark:/21198/zz001nqmvm,,,Page,mpstills/masters/21198-zz001nqmvm_1658911_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqmvm%2Fvp89gp3r
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqn1p/1p18qk08,ark:/21198/zz001nqn1p,,,Page,mpstills/masters/21198-zz001nqn1p-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqn1p%2F1p18qk08
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqn1p/pd77ms4f,ark:/21198/zz001nqn1p,,,Page,mpstills/masters/21198-zz001nqn1p-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqn1p%2Fpd77ms4f
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqn89/d028c46n,ark:/21198/zz001nqn89,,,Page,mpstills/masters/21198-zz001nqn89-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqn89%2Fd028c46n
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqn89/gm692808,ark:/21198/zz001nqn89,,,Page,mpstills/masters/21198-zz001nqn89-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqn89%2Fgm692808
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqn9t/br78vr3p,ark:/21198/zz001nqn9t,,,Page,mpstills/masters/21198-zz001nqn9t-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqn9t%2Fbr78vr3p
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqn9t/g047sx18,ark:/21198/zz001nqn9t,,,Page,mpstills/masters/21198-zz001nqn9t-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqn9t%2Fg047sx18
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnbb/1k24f84q,ark:/21198/zz001nqnbb,,,Page,mpstills/masters/21198-zz001nqnbb-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnbb%2F1k24f84q
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnbb/t908fk9t,ark:/21198/zz001nqnbb,,,Page,mpstills/masters/21198-zz001nqnbb-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnbb%2Ft908fk9t
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqncv/k232gb19,ark:/21198/zz001nqncv,,,Page,mpstills/masters/21198-zz001nqncv-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqncv%2Fk232gb19
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqncv/sr92mg80,ark:/21198/zz001nqncv,,,Page,mpstills/masters/21198-zz001nqncv-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqncv%2Fsr92mg80
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqndc/m917gz8p,ark:/21198/zz001nqndc,,,Page,mpstills/masters/21198-zz001nqndc-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqndc%2Fm917gz8p
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqndc/wx497c37,ark:/21198/zz001nqndc,,,Page,mpstills/masters/21198-zz001nqndc-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqndc%2Fwx497c37
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnfw/kb91fd30,ark:/21198/zz001nqnfw,,,Page,mpstills/masters/21198-zz001nqnfw-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnfw%2Fkb91fd30
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnfw/zf071f4s,ark:/21198/zz001nqnfw,,,Page,mpstills/masters/21198-zz001nqnfw-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnfw%2Fzf071f4s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqngd/8972bf55,ark:/21198/zz001nqngd,,,Page,mpstills/masters/21198-zz001nqngd-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqngd%2F8972bf55
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqngd/jb44ps6s,ark:/21198/zz001nqngd,,,Page,mpstills/masters/21198-zz001nqngd-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqngd%2Fjb44ps6s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnhx/bq95t663,ark:/21198/zz001nqnhx,,,Page,mpstills/masters/21198-zz001nqnhx-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnhx%2Fbq95t663
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnhx/g2228z75,ark:/21198/zz001nqnhx,,,Page,mpstills/masters/21198-zz001nqnhx-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnhx%2Fg2228z75
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnjf/j115mr9w,ark:/21198/zz001nqnjf,,,Page,mpstills/masters/21198-zz001nqnjf-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnjf%2Fj115mr9w
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnjf/w410d03b,ark:/21198/zz001nqnjf,,,Page,mpstills/masters/21198-zz001nqnjf-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnjf%2Fw410d03b
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnkz/7f343h7s,ark:/21198/zz001nqnkz,,,Page,mpstills/masters/21198-zz001nqnkz-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnkz%2F7f343h7s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnkz/jv72jr91,ark:/21198/zz001nqnkz,,,Page,mpstills/masters/21198-zz001nqnkz-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnkz%2Fjv72jr91
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnmg/dn21819x,ark:/21198/zz001nqnmg,,,Page,mpstills/masters/21198-zz001nqnmg-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnmg%2Fdn21819x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnmg/th33j62f,ark:/21198/zz001nqnmg,,,Page,mpstills/masters/21198-zz001nqnmg-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnmg%2Fth33j62f
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnn0/3t09k08m,ark:/21198/zz001nqnn0,,,Page,mpstills/masters/21198-zz001nqnn0-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnn0%2F3t09k08m
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnn0/q120350c,ark:/21198/zz001nqnn0,,,Page,mpstills/masters/21198-zz001nqnn0-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnn0%2Fq120350c
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnph/6910ss6s,ark:/21198/zz001nqnph,,,Page,mpstills/masters/21198-zz001nqnph-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnph%2F6910ss6s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnph/dv88v92p,ark:/21198/zz001nqnph,,,Page,mpstills/masters/21198-zz001nqnph-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnph%2Fdv88v92p
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnq1/7010897d,ark:/21198/zz001nqnq1,,,Page,mpstills/masters/21198-zz001nqnq1_1658860_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnq1%2F7010897d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnq1/cb49w825,ark:/21198/zz001nqnq1,,,Page,mpstills/masters/21198-zz001nqnq1_1658864_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnq1%2Fcb49w825
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnrj/kp679w7m,ark:/21198/zz001nqnrj,,,Page,mpstills/masters/21198-zz001nqnrj-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnrj%2Fkp679w7m
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnrj/mq35d75s,ark:/21198/zz001nqnrj,,,Page,mpstills/masters/21198-zz001nqnrj-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnrj%2Fmq35d75s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqns2/gf39nm4r,ark:/21198/zz001nqns2,,,Page,mpstills/masters/21198-zz001nqns2-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqns2%2Fgf39nm4r
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqns2/pv55517f,ark:/21198/zz001nqns2,,,Page,mpstills/masters/21198-zz001nqns2-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqns2%2Fpv55517f
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqntk/g373f64s,ark:/21198/zz001nqntk,,,Page,mpstills/masters/21198-zz001nqntk-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqntk%2Fg373f64s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqntk/tx998w70,ark:/21198/zz001nqntk,,,Page,mpstills/masters/21198-zz001nqntk-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqntk%2Ftx998w70
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnv3/5731z82s,ark:/21198/zz001nqnv3,,,Page,mpstills/masters/21198-zz001nqnv3-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnv3%2F5731z82s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnv3/rk31hd4d,ark:/21198/zz001nqnv3,,,Page,mpstills/masters/21198-zz001nqnv3-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnv3%2Frk31hd4d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnwm/hf454t14,ark:/21198/zz001nqnwm,,,Page,mpstills/masters/21198-zz001nqnwm-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnwm%2Fhf454t14
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnwm/k416xr9p,ark:/21198/zz001nqnwm,,,Page,mpstills/masters/21198-zz001nqnwm-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnwm%2Fk416xr9p
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnx4/6812gs05,ark:/21198/zz001nqnx4,,,Page,mpstills/masters/21198-zz001nqnx4-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnx4%2F6812gs05
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nqnx4/p154tg76,ark:/21198/zz001nqnx4,,,Page,mpstills/masters/21198-zz001nqnx4-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nqnx4%2Fp154tg76
