Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1bs0k90,ark:/21198/z1v1423p,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v1423p
ark:/21198/z1bs0k90,ark:/21198/z1q839dd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q839dd
ark:/21198/z1bs0k90,ark:/21198/z1kh2jms,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2jms
ark:/21198/z1bs0k90,ark:/21198/z1fr1sw2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1sw2
ark:/21198/z1bs0k90,ark:/21198/z1b0125f,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b0125f
ark:/21198/z1bs0k90,ark:/21198/z16990t1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16990t1
ark:/21198/z1bs0k90,ark:/21198/z12j8845,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j8845
ark:/21198/z1bs0k90,ark:/21198/z1xs7rqc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7rqc
ark:/21198/z1bs0k90,ark:/21198/z1t1710r,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t1710r
ark:/21198/z1bs0k90,ark:/21198/z1p86864,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p86864
ark:/21198/z1bs0k90,ark:/21198/z1jh5hfz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5hfz
ark:/21198/z1bs0k90,ark:/21198/z1dv3g5d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3g5d
ark:/21198/z1bs0k90,ark:/21198/z1932qf0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0013.tif,Page,Page 13,13,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932qf0
ark:/21198/z1bs0k90,ark:/21198/z15b1zs5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0014.tif,Page,Page 14,14,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1zs5
ark:/21198/z1bs0k90,ark:/21198/z11k1744,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0015.tif,Page,Page 15,15,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k1744
ark:/21198/z1bs0k90,ark:/21198/z1wt0qkj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0037_0016.tif,Page,Page 16,16,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0qkj
