Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1cv69qb,ark:/21198/z18k95wc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0033_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k95wc
ark:/21198/z1cv69qb,ark:/21198/z14t8f52,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0033_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8f52
ark:/21198/z1cv69qb,ark:/21198/z1127pd6,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0033_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127pd6
ark:/21198/z1cv69qb,ark:/21198/z1w97606,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0033_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97606
