"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Text direction","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_001.tif","1","","Front cover","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/sw43zc5x","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fsw43zc5x"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_002.tif","2","","Page spread 1","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/h008p740","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fh008p740"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_003.tif","3","","Page spread 2","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/hq11sf52","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fhq11sf52"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_004.tif","4","","Page spread 3","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/pp08t512","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fpp08t512"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_005.tif","5","","Page spread 4","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/r561km34","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fr561km34"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_006.tif","6","","Page spread 5","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/m130cp0d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fm130cp0d"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_007.tif","7","","Page spread 6","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/t782tc9s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Ft782tc9s"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_008.tif","8","","Page spread 7","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/sp936f14","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fsp936f14"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_009.tif","9","","Page spread 8","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/sm13n143","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fsm13n143"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_010.tif","10","","Page spread 9","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/cp48h463","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fcp48h463"
"Masters/othermasters/dl_wahon/uclaeal_wahon_A09_bib2041823/uclaeal_wahon_A09_bib2041823_011.tif","11","","Back cover","","","","ark:/21198/z1903jt6","ark:/21198/z1903jt6/nr369p11","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903jt6%2Fnr369p11"
