Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbf0,Page,ethiopian/masters/21198-zz001hnbf0_1297091_master.tif,Ms. 37_8_unpag1,,,1,Unpaginated 1 [Blank],,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbf0,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbgh,Page,ethiopian/masters/21198-zz001hnbgh_1297094_master.tif,Ms. 37_8_unpag2,,,2,Unpaginated 2 [Blank],,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbgh,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnj9t,Page,ethiopian/masters/21198-zz001hnj9t_1297100_master.tif,Ms. 37_8_1,,,3,Page 1,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnj9t,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnjbb,Page,ethiopian/masters/21198-zz001hnjbb_1297103_master.tif,Ms. 37_8_2,,,4,Page 2 [Blank],,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnjbb,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbh1,Page,ethiopian/masters/21198-zz001hnbh1_1297106_master.tif,Ms. 37_8_3,,,5,Page 3,,,pd,,gez,,ድርሳነ ራጉኤል|~|መልክአ ራጉኤል,Homily on St. Raguel|~|Image of Raguel,Homily on St. Raguel,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Homily and Image of Raguel ድርሳን ወ መልክአ ራጉኤል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbh1,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbjj,Page,ethiopian/masters/21198-zz001hnbjj_1297109_master.tif,Ms. 37_8_4,,,6,Page 4,,,pd,,gez,,ድርሳነ ራጉኤል|~|መልክአ ራጉኤል,Homily on St. Raguel|~|Image of Raguel,Homily on St. Raguel,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Homily and Image of Raguel ድርሳን ወ መልክአ ራጉኤል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbjj,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbk2,Page,ethiopian/masters/21198-zz001hnbk2_1297112_master.tif,Ms. 37_8_5,,,7,Page 5,,,pd,,gez,,ድርሳነ ራጉኤል|~|መልክአ ራጉኤል,Homily on St. Raguel|~|Image of Raguel,Homily on St. Raguel,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Homily and Image of Raguel ድርሳን ወ መልክአ ራጉኤል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbk2,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbmk,Page,ethiopian/masters/21198-zz001hnbmk_1297115_master.tif,Ms. 37_8_6,,,8,Page 6,,,pd,,gez,,ድርሳነ ራጉኤል|~|መልክአ ራጉኤል,Homily on St. Raguel|~|Image of Raguel,Homily on St. Raguel,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Homily and Image of Raguel ድርሳን ወ መልክአ ራጉኤል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbmk,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbn3,Page,ethiopian/masters/21198-zz001hnbn3_1297118_master.tif,Ms. 37_8_7,,,9,Page 7,,,pd,,gez,,ድርሳነ ራጉኤል|~|መልክአ ራጉኤል,Homily on St. Raguel|~|Image of Raguel,Homily on St. Raguel,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Homily and Image of Raguel ድርሳን ወ መልክአ ራጉኤል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbn3,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbpm,Page,ethiopian/masters/21198-zz001hnbpm_1297121_master.tif,Ms. 37_8_8,,,10,Page 8,,,pd,,gez,,ድርሳነ ራጉኤል|~|መልክአ ራጉኤል,Homily on St. Raguel|~|Image of Raguel,Homily on St. Raguel,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Homily and Image of Raguel ድርሳን ወ መልክአ ራጉኤል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbpm,
Ethiopic Manuscripts,ark:/21198/zz001hmcmm,ark:/21198/zz001hnbq4,Page,ethiopian/masters/21198-zz001hnbq4_1297124_master.tif,Ms. 37_8_9,,,11,Page 9,,,pd,,gez,,ድርሳነ ራጉኤል|~|መልክአ ራጉኤል,Homily on St. Raguel|~|Image of Raguel,Homily on St. Raguel,Ethiopia,19th c.,1800/1899,1 Page,118 mm x 88 mm,Vellum,,Homily and Image of Raguel ድርሳን ወ መልክአ ራጉኤል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnbq4,
