"Project Name","Parent ARK","Item ARK","Object Type","File Name","viewingHint","Text direction","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mbwd","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mbwd-1-master.tif","","","Ms. 60_12","12","Page 12","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mbwd",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mbxx","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mbxx-1-master.tif","","","Ms. 60_13","13","Page 13","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mbxx",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mbzf","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mbzf-1-master.tif","","","Ms. 60_14","14","Page 14","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mbzf",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc0f","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc0f-1-master.tif","","","Ms. 60_15","15","Page 15","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc0f",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc1z","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc1z-1-master.tif","","","Ms. 60_16","16","Page 16","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc1z",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc2g","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc2g-1-master.tif","","","Ms. 60_17","17","Page 17","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc2g",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc30","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc30-1-master.tif","","","Ms. 60_18","18","Page 18","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc30",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc4h","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc4h-1-master.tif","","","Ms. 60_19","19","Page 19","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc4h",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc51","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc51-1-master.tif","","","Ms. 60_20","20","Page 20","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc51",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc6j","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc6j-1-master.tif","","","Ms. 60_21","21","Page 21","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc6j",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc72","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc72-1-master.tif","","","Ms. 60_22","22","Page 22","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc72",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc8k","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc8k-1-master.tif","","","Ms. 60_23","23","Page 23","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc8k",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mc93","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mc93-1-master.tif","","","Ms. 60_24","24","Page 24","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mc93",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcbm","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcbm-1-master.tif","","","Ms. 60_25","25","Page 25","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcbm",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcc4","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcc4-1-master.tif","","","Ms. 60_26","26","Page 26","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcc4",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcdn","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcdn-1-master.tif","","","Ms. 60_27","27","Page 27","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcdn",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcf5","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcf5-1-master.tif","","","Ms. 60_28","28","Page 28","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcf5",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcgp","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcgp-1-master.tif","","","Ms. 60_29","29","Page 29","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcgp",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mch6","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mch6-1-master.tif","","","Ms. 60_30","30","Page 30","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mch6",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcjq","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcjq-1-master.tif","","","Ms. 60_31","31","Page 31","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcjq",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mck7","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mck7-1-master.tif","","","Ms. 60_32","32","Page 32","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mck7",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcmr","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcmr-1-master.tif","","","Ms. 60_33","33","Page 33","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcmr",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcn8","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcn8-1-master.tif","","","Ms. 60_34","34","Page 34","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcn8",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcps","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcps-1-master.tif","","","Ms. 60_35","35","Page 35","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcps",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcq9","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcq9-1-master.tif","","","Ms. 60_36","36","Page 36","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcq9",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcrt","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcrt-1-master.tif","","","Ms. 60_37","37","Page 37","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcrt",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcsb","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcsb-1-master.tif","","","Ms. 60_38","38","Page 38","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcsb",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mctv","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mctv-1-master.tif","","","Ms. 60_39","39","Page 39","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mctv",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcvc","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcvc-1-master.tif","","","Ms. 60_40","40","Page 40","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcvc",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcww","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcww-1-master.tif","","","Ms. 60_41","41","Page 41","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcww",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mcxd","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mcxd-1-master.tif","","","Ms. 60_42","42","Page 42","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mcxd",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009mczx","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009mczx-1-master.tif","","","Ms. 60_43","43","Page 43","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Zawarada ዘወረደ (lit. the one who descends) for first week of the Lent; Qedeset ቅድስት (lit. holy) for second week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009mczx",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009md0x","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009md0x-1-master.tif","","","Ms. 60_44","44","Page 44","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Qedeset ቅድስት (lit. holy) for second week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009md0x",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009md1f","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009md1f-1-master.tif","","","Ms. 60_45","45","Page 45","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Qedeset ቅድስት (lit. holy) for second week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009md1f",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009md2z","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009md2z-1-master.tif","","","Ms. 60_46","46","Page 46","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Qedeset ቅድስት (lit. holy) for second week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009md2z",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009md3g","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009md3g-1-master.tif","","","Ms. 60_47","47","Page 47","text","","pd","","gez","","ጾመ ድጓ|~|ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Qedeset ቅድስት (lit. holy) for second week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009md3g",""
"Ethiopic Manuscripts","ark:/21198/zz0009mbfp","ark:/21198/zz0009md40","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009md40-1-master.tif","","","Ms. 60_48","48","Page 48","text","","pd","","gez","","ድጓ|~|ጾመ ድጓ","Hymns for Lent","Deguwa","Ethiopia","19th c.","1800/1899","1 Page","180 mm x 137 mm","Vellum","","Qedeset ቅድስት (lit. holy) for second week of the Lent.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009md40",""
