Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc73s,Page,ethiopian/masters/21198-zz001hc73s_1278389_master.tif,Ms. 33_1,,,1,Page 1,,,pd,,gez,,ተማኅጸንኩ ጊዮርጊስ|~|Image of St. George|~|Asmatā Giyorgis,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc73s,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc749,Page,ethiopian/masters/21198-zz001hc749_1278401_master.tif,Ms. 33_2,,,2,Page 2,,,pd,,gez,,ተማኅጸንኩ ጊዮርጊስ|~|Image of St. George|~|Asmatā Giyorgis,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc749,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc75t,Page,ethiopian/masters/21198-zz001hc75t_1278404_master.tif,Ms. 33_3,,,3,Page 3,,,pd,,gez,,ተማኅጸንኩ ጊዮርጊስ|~|Asmatā Giyorgis|~|Image of St. George,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc75t,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc76b,Page,ethiopian/masters/21198-zz001hc76b_1278410_master.tif,Ms. 33_4,,,4,Page 4,,,pd,,gez,,Image of St. George|~|ተማኅጸንኩ ጊዮርጊስ|~|Asmatā Giyorgis,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc76b,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc77v,Page,ethiopian/masters/21198-zz001hc77v_1278413_master.tif,Ms. 33_5,,,5,Page 5,,,pd,,gez,,ተማኅጸንኩ ጊዮርጊስ|~|Asmatā Giyorgis|~|Image of St. George,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc77v,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc78c,Page,ethiopian/masters/21198-zz001hc78c_1278416_master.tif,Ms. 33_6,,,6,Page 6,,,pd,,gez,,Image of St. George|~|ተማኅጸንኩ ጊዮርጊስ|~|Asmatā Giyorgis,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc78c,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc79w,Page,ethiopian/masters/21198-zz001hc79w_1278422_master.tif,Ms. 33_7,,,7,Page 7,,,pd,,gez,,ተማኅጸንኩ ጊዮርጊስ|~|Image of St. George|~|Asmatā Giyorgis,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc79w,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc7bd,Page,ethiopian/masters/21198-zz001hc7bd_1278425_master.tif,Ms. 33_8,,,8,Page 8,,,pd,,gez,,ተማኅጸንኩ ጊዮርጊስ|~|Asmatā Giyorgis|~|Image of St. George,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc7bd,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc7cx,Page,ethiopian/masters/21198-zz001hc7cx_1278428_master.tif,Ms. 33_9,,,9,Page 9,,,pd,,gez,,Image of St. George|~|ተማኅጸንኩ ጊዮርጊስ|~|Asmatā Giyorgis,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc7cx,
Ethiopic Manuscripts,ark:/21198/zz001hc728,ark:/21198/zz001hc7df,Page,ethiopian/masters/21198-zz001hc7df_1278431_master.tif,Ms. 33_10,,,10,Page 10,,,pd,,gez,,ተማኅጸንኩ ጊዮርጊስ|~|Asmatā Giyorgis|~|Image of St. George,I Beseech George (Supplication to St. George),Prayer book,Ethiopia,20th c.,1900/1999,1 Page,147 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc7df,
