Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgkf,Page,ethiopian/masters/21198-zz001hpgkf_1299112_master.tif,Ms. 40_unpag1,,,1,Unpaginated,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgkf,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgng,Page,ethiopian/masters/21198-zz001hpgng_1299115_master.tif,Ms. 40_unpag2,,,2,Unpaginated,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgng,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgp0,Page,ethiopian/masters/21198-zz001hpgp0_1299118_master.tif,Ms. 40_unpag3,,,3,Unpaginated,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgp0,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgqh,Page,ethiopian/masters/21198-zz001hpgqh_1299121_master.tif,Ms. 40_unpag4,,,4,Unpaginated,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgqh,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgr1,Page,ethiopian/masters/21198-zz001hpgr1_1299127_master.tif,Ms. 40_1,,,5,Page 1,,,pd,,gez,,ወንጌል ዘዮሐንስ,Gospel of John,Gospel of John,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,Magical Prayer in ball point pen.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgr1,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgsj,Page,ethiopian/masters/21198-zz001hpgsj_1299131_master.tif,Ms. 40_2,,,6,Page 2,,,pd,,gez,,ወንጌል ዘዮሐንስ,Gospel of John,Gospel of John,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,Illustrations of John the Evangelist in pen and color.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgsj,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgt2,Page,ethiopian/masters/21198-zz001hpgt2_1299136_master.tif,Ms. 40_3,,,7,Page 3,,,pd,,gez,,ወንጌል ዘዮሐንስ,Gospel of John,Gospel of John,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,Decorative border.|~|Gospel of John ወንጌል ዘዮሐንስ|~|Title and beginning  ብሥራተ፡ አብ፡ ቅዱስ፡ ትሩፍ፡ ረድእ፡ ተናጋሪ ፡በመለኮት፡ ዮሐንስ፡ ወልደ፡ ዘብዴዎስ፡ ፍቁረ፡ እግዚእ፡ ኢየሱስ፡ ክርስቶስ ፡በረከተ፡ አምላኩ፡ የሐሉ፡ ምስለ፡ ገብሩ...ለዓለመ፡ ዓለም። ወንጌል ፡ዘዮሐንስ ፡ቀዳሚሁ ፡ቃል ፡ውእቱ፡ ወውእቱ፡  ቃል፡ ኀበ ፡እግዚአብሔር፡ ውእቱ ፡ወእግዚአብሔር፡ ውእቱ ፡ቃል,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgt2,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgvk,Page,ethiopian/masters/21198-zz001hpgvk_1299142_master.tif,Ms. 40_4,,,8,Page 4,,,pd,,gez,,ወንጌል ዘዮሐንስ,Gospel of John,Gospel of John,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,Gospel of John ወንጌል ዘዮሐንስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgvk,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgw3,Page,ethiopian/masters/21198-zz001hpgw3_1299146_master.tif,Ms. 40_5,,,9,Page 5,,,pd,,gez,,ወንጌል ዘዮሐንስ,Gospel of John,Gospel of John,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,Gospel of John ወንጌል ዘዮሐንስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgw3,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgxm,Page,ethiopian/masters/21198-zz001hpgxm_1299151_master.tif,Ms. 40_6,,,10,Page 6,,,pd,,gez,,ወንጌል ዘዮሐንስ,Gospel of John,Gospel of John,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,Gospel of John ወንጌል ዘዮሐንስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgxm,
Ethiopic Manuscripts,ark:/21198/zz001hmcpn,ark:/21198/zz001hpgz4,Page,ethiopian/masters/21198-zz001hpgz4_1299193_master.tif,Ms. 40_7,,,11,Page 7,,,pd,,gez,,ወንጌል ዘዮሐንስ,Gospel of John,Gospel of John,Ethiopia,19th c.,1800/1899,1 Page,150 mm x 110 mm,Vellum,,Gospel of John ወንጌል ዘዮሐንስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpgz4,
