Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmctq,Page,ethiopian/masters/21198-zz001hmctq_1302468_master.tif,Ms. 28_1,,,1,Page 1,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Marginalia.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmctq,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmczs,Page,ethiopian/masters/21198-zz001hmczs_1302472_master.tif,Ms. 28_2,,,2,Page 2,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Illustration of David and Goliath in pen and crayon.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmczs,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd0s,Page,ethiopian/masters/21198-zz001hmd0s_1302476_master.tif,Ms. 28_3,,,3,Page 3,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Illustration of St. Mary and her son.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd0s,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd19,Page,ethiopian/masters/21198-zz001hmd19_1302479_master.tif,Ms. 28_4,,,4,Page 4 [Blank],,,pd,,,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd19,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd2t,Page,ethiopian/masters/21198-zz001hmd2t_1302483_master.tif,Ms. 28_5,,,5,Page 5,,,pd,,gez,,Mazemura Dāwit|~|መዝሙረ ዳዊት,Psalter,Psalter,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Psalms መዝሙረ ዳዊት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd2t,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd3b,Page,ethiopian/masters/21198-zz001hmd3b_1302486_master.tif,Ms. 28_6,,,6,Page 6,,,pd,,gez,,Mazemura Dāwit|~|መዝሙረ ዳዊት,Psalter,Psalter,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Psalms መዝሙረ ዳዊት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd3b,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd4v,Page,ethiopian/masters/21198-zz001hmd4v_1302491_master.tif,Ms. 28_7,,,7,Page 7,,,pd,,gez,,Mazemura Dāwit|~|መዝሙረ ዳዊት,Psalter,Psalter,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Psalms መዝሙረ ዳዊት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd4v,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd5c,Page,ethiopian/masters/21198-zz001hmd5c_1302494_master.tif,Ms. 28_8,,,8,Page 8,,,pd,,gez,,Mazemura Dāwit|~|መዝሙረ ዳዊት,Psalter,Psalter,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Psalms መዝሙረ ዳዊት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd5c,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd6w,Page,ethiopian/masters/21198-zz001hmd6w_1302498_master.tif,Ms. 28_9,,,9,Page 9,,,pd,,gez,,Mazemura Dāwit|~|መዝሙረ ዳዊት,Psalter,Psalter,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Psalms መዝሙረ ዳዊት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd6w,
Ethiopic Manuscripts,ark:/21198/zz001hmch2,ark:/21198/zz001hmd7d,Page,ethiopian/masters/21198-zz001hmd7d_1302501_master.tif,Ms. 28_10,,,10,Page 10,,,pd,,gez,,Mazemura Dāwit|~|መዝሙረ ዳዊት,Psalter,Psalter,Ethiopia,Late 19th c.,1850/1899,1 Page,154 mm x 93 mm,Vellum,,Psalms መዝሙረ ዳዊት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hmd7d,
