Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjg0,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjg0-1-master.tif,Ms. 62_blank1,1,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjg0
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjhh,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjhh-1-master.tif,Ms. 62_blank2,2,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjhh
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjj1,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjj1-1-master.tif,Ms. 62_blank3,3,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjj1
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjkj,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjkj-1-master.tif,Ms. 62_blank4,4,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjkj
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjm2,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjm2-1-master.tif,Ms. 62_blank5,5,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjm2
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjnk,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjnk-1-master.tif,Ms. 62_blank6,6,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjnk
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjp3,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjp3-1-master.tif,Ms. 62_blank7,7,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjp3
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjqm,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjqm-1-master.tif,Ms. 62_blank8,8,Blank Page,,,pd,,,,,,,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjqm
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjr4,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjr4-1-master.tif,Ms. 62_1,9,Page 1,,,pd,,gez,,መጽሐፈ ዚቅ,The Book of Ziq,Church Hymns,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,Book of Ziq በስመ አብ ወወልድ ... ንጽሕፍ መጽሐፈ ዚቅ ዘወጽአ እምጎንደር ዋዜማ ዘሰርክ ብፁዕ አንተ ዮሐንስ ...አንሶሰወ  ኢየሱስ ኢየሩሳሌም በሕዋረ ሰሎሞን እንዘ ይገብር መንክረ ወይትመረጎዝ መስቀለ።ይትባረክ ከመ መጋቢት በል። ; In the name of the father...we begin book of Ziq which came from Gondar chants for vigil matins.  You are blessed John...Jesus was walking in Jerusalem at the Colonnade of Solomon when he performing miracle and carried the cross.  Sing 'Blessed be God' of March.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjr4
Ethiopic Manuscripts,ark:/21198/zz0009pjcf,ark:/21198/zz0009pjsn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009pjsn-1-master.tif,Ms. 62_2,10,Page 2,,,pd,,gez,,መጽሐፈ ዚቅ,The Book of Ziq,Church Hymns,Ethiopia (probably Gondar),19th c.,1800/1899,1 Page,143 mm x 105 mm,Vellum,,Book of Ziq በስመ አብ ወወልድ ... ንጽሕፍ መጽሐፈ ዚቅ ዘወጽአ እምጎንደር ዋዜማ ዘሰርክ ብፁዕ አንተ ዮሐንስ ...አንሶሰወ  ኢየሱስ ኢየሩሳሌም በሕዋረ ሰሎሞን እንዘ ይገብር መንክረ ወይትመረጎዝ መስቀለ።ይትባረክ ከመ መጋቢት በል። ; In the name of the father...we begin book of Ziq which came from Gondar chants for vigil matins.  You are blessed John...Jesus was walking in Jerusalem at the Colonnade of Solomon when he performing miracle and carried the cross.  Sing 'Blessed be God' of March.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009pjsn
