Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck44,Page,ethiopian/masters/21198-zz001hck44_1306554_master.tif,Ms. 36_148,,,148,Page 148,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck44,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck5n,Page,ethiopian/masters/21198-zz001hck5n_1306557_master.tif,Ms. 36_149,,,149,Page 149,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck5n,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck65,Page,ethiopian/masters/21198-zz001hck65_1306560_master.tif,Ms. 36_150,,,150,Page 150,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck65,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck7p,Page,ethiopian/masters/21198-zz001hck7p_1306563_master.tif,Ms. 36_151,,,151,Page 151,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck7p,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck86,Page,ethiopian/masters/21198-zz001hck86_1306566_master.tif,Ms. 36_152,,,152,Page 152,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck86,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hck9q,Page,ethiopian/masters/21198-zz001hck9q_1306569_master.tif,Ms. 36_153,,,153,Page 153,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hck9q,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckb7,Page,ethiopian/masters/21198-zz001hckb7_1306572_master.tif,Ms. 36_154,,,154,Page 154,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckb7,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckcr,Page,ethiopian/masters/21198-zz001hckcr_1306575_master.tif,Ms. 36_155,,,155,Page 155,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckcr,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckd8,Page,ethiopian/masters/21198-zz001hckd8_1306578_master.tif,Ms. 36_156,,,156,Page 156,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckd8,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckfs,Page,ethiopian/masters/21198-zz001hckfs_1306581_master.tif,Ms. 36_157,,,157,Page 157,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckfs,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckg9,Page,ethiopian/masters/21198-zz001hckg9_1306584_master.tif,Ms. 36_158,,,158,Page 158,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckg9,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckht,Page,ethiopian/masters/21198-zz001hckht_1306587_master.tif,Ms. 36_159,,,159,Page 159,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 17,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckht,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckjb,Page,ethiopian/masters/21198-zz001hckjb_1306590_master.tif,Ms. 36_160,,,160,Page 160,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 17 and Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckjb,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckkv,Page,ethiopian/masters/21198-zz001hckkv_1306593_master.tif,Ms. 36_161,,,161,Page 161,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckkv,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckmc,Page,ethiopian/masters/21198-zz001hckmc_1306596_master.tif,Ms. 36_162,,,162,Page 162,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckmc,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcknw,Page,ethiopian/masters/21198-zz001hcknw_1306599_master.tif,Ms. 36_163,,,163,Page 163,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcknw,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckpd,Page,ethiopian/masters/21198-zz001hckpd_1306602_master.tif,Ms. 36_164,,,164,Page 164,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckpd,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckqx,Page,ethiopian/masters/21198-zz001hckqx_1306605_master.tif,Ms. 36_165,,,165,Page 165,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckqx,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckrf,Page,ethiopian/masters/21198-zz001hckrf_1306608_master.tif,Ms. 36_166,,,166,Page 166,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckrf,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcksz,Page,ethiopian/masters/21198-zz001hcksz_1306611_master.tif,Ms. 36_167,,,167,Page 167,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcksz,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcktg,Page,ethiopian/masters/21198-zz001hcktg_1306614_master.tif,Ms. 36_168,,,168,Page 168,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcktg,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckv0,Page,ethiopian/masters/21198-zz001hckv0_1306617_master.tif,Ms. 36_169,,,169,Page 169,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckv0,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckwh,Page,ethiopian/masters/21198-zz001hckwh_1306620_master.tif,Ms. 36_170,,,170,Page 170,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckwh,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckx1,Page,ethiopian/masters/21198-zz001hckx1_1306623_master.tif,Ms. 36_171,,,171,Page 171,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckx1,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hckzj,Page,ethiopian/masters/21198-zz001hckzj_1306626_master.tif,Ms. 36_172,,,172,Page 172,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hckzj,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm0j,Page,ethiopian/masters/21198-zz001hcm0j_1306629_master.tif,Ms. 36_173,,,173,Page 173,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm0j,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm12,Page,ethiopian/masters/21198-zz001hcm12_1306632_master.tif,Ms. 36_174,,,174,Page 174,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 18 (but states is ""chapter 17""); Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm12,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm2k,Page,ethiopian/masters/21198-zz001hcm2k_1306635_master.tif,Ms. 36_175,,,175,Page 175,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm2k,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm33,Page,ethiopian/masters/21198-zz001hcm33_1306638_master.tif,Ms. 36_176,,,176,Page 176,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm33,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm4m,Page,ethiopian/masters/21198-zz001hcm4m_1306641_master.tif,Ms. 36_177,,,177,Page 177,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm4m,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm54,Page,ethiopian/masters/21198-zz001hcm54_1306644_master.tif,Ms. 36_178,,,178,Page 178,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm54,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm6n,Page,ethiopian/masters/21198-zz001hcm6n_1306647_master.tif,Ms. 36_179,,,179,Page 179,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm6n,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm75,Page,ethiopian/masters/21198-zz001hcm75_1306650_master.tif,Ms. 36_180,,,180,Page 180,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm75,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm8p,Page,ethiopian/masters/21198-zz001hcm8p_1306653_master.tif,Ms. 36_181,,,181,Page 181,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm8p,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcm96,Page,ethiopian/masters/21198-zz001hcm96_1306656_master.tif,Ms. 36_182,,,182,Page 182,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcm96,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmbq,Page,ethiopian/masters/21198-zz001hcmbq_1306659_master.tif,Ms. 36_183,,,183,Page 183,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmbq,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmc7,Page,ethiopian/masters/21198-zz001hcmc7_1306662_master.tif,Ms. 36_184,,,184,Page 184,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmc7,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmdr,Page,ethiopian/masters/21198-zz001hcmdr_1306665_master.tif,Ms. 36_185,,,185,Page 185,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmdr,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmf8,Page,ethiopian/masters/21198-zz001hcmf8_1306668_master.tif,Ms. 36_186,,,186,Page 186,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmf8,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmgs,Page,ethiopian/masters/21198-zz001hcmgs_1306671_master.tif,Ms. 36_187,,,187,Page 187,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmgs,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmh9,Page,ethiopian/masters/21198-zz001hcmh9_1306674_master.tif,Ms. 36_188,,,188,Page 188,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmh9,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmjt,Page,ethiopian/masters/21198-zz001hcmjt_1306677_master.tif,Ms. 36_189,,,189,Page 189,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmjt,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmkb,Page,ethiopian/masters/21198-zz001hcmkb_1306680_master.tif,Ms. 36_190,,,190,Page 190,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 19 (but states is ""chapter 18""); Chapter 20 (but states is ""chapter 19"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmkb,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmmv,Page,ethiopian/masters/21198-zz001hcmmv_1306683_master.tif,Ms. 36_191,,,191,Page 191,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 20 (but states is ""chapter 19""); Chapter 21 (but states is ""chapter 20"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmmv,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmnc,Page,ethiopian/masters/21198-zz001hcmnc_1306686_master.tif,Ms. 36_192,,,192,Page 192,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 21 (but states is ""chapter 20"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmnc,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmpw,Page,ethiopian/masters/21198-zz001hcmpw_1306689_master.tif,Ms. 36_193,,,193,Page 193,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 21 (but states is ""chapter 20"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmpw,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmqd,Page,ethiopian/masters/21198-zz001hcmqd_1306692_master.tif,Ms. 36_194,,,194,Page 194,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 21 (but states is ""chapter 20"")",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmqd,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmrx,Page,ethiopian/masters/21198-zz001hcmrx_1306695_master.tif,Ms. 36_195,,,195,Page 195,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,"Chapter 21 (but states is ""chapter 20""); Chapter 22",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmrx,
