Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh2q7,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh2q7_775981_master.tif,Ms. 58_1,1,Page 1,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh2q7
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh2s8,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh2s8_775994_master.tif,Ms. 58_2,2,Page 2 [Blank],,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh2s8
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh2ts,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh2ts_776004_master.tif,Ms. 58_3,3,Page 3,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh2ts
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh2zv,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh2zv_776018_master.tif,Ms. 58_4,4,Page 4,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh2zv
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh33d,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh33d_776030_master.tif,Ms. 58_5,5,Page 5,,,pd,,gez,,ጸሎት፥ስዕለት፥ ወአስተብቊዖት,"Prayers, Petitions, and Supplications",Collection of Prayers,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Prayer and supplication by St. Basil for Monday ዘሰኑይ ; በስመ አብ...ወወልድ ንወጥን በረድኤተ እግዚአብሔር ጽሒፈ ስእለት ወአስተብቊዖት እንተ ነበበ ባቲ ቅዱስ ባስልዮስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh33d
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh35f,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh35f_776049_master.tif,Ms. 58_6,6,Page 6,,,pd,,gez,,,"Prayers, Petitions, and Supplications",Collection of Prayers,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,,,Prayer and supplication by St. Basil for Monday ዘሰኑይ ; በስመ አብ...ወወልድ ንወጥን በረድኤተ እግዚአብሔር ጽሒፈ ስእለት ወአስተብቊዖት እንተ ነበበ ባቲ ቅዱስ ባስልዮስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh35f
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh380,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh380_776061_master.tif,Ms. 58_7,7,Page 7,,,pd,,gez,,ጸሎት፥ስዕለት፥ ወአስተብቊዖት,"Prayers, Petitions, and Supplications",Collection of Prayers,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Prayer and supplication by St. Basil for Monday ዘሰኑይ ; በስመ አብ...ወወልድ ንወጥን በረድኤተ እግዚአብሔር ጽሒፈ ስእለት ወአስተብቊዖት እንተ ነበበ ባቲ ቅዱስ ባስልዮስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh380
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh3b1,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh3b1_776070_master.tif,Ms. 58_8,8,Page 8,,,pd,,gez,,ጸሎት፥ስዕለት፥ ወአስተብቊዖት,"Prayers, Petitions, and Supplications",Collection of Prayers,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Prayer and supplication by St. Basil for Monday ዘሰኑይ ; በስመ አብ...ወወልድ ንወጥን በረድኤተ እግዚአብሔር ጽሒፈ ስእለት ወአስተብቊዖት እንተ ነበበ ባቲ ቅዱስ ባስልዮስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh3b1
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh3g3,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh3g3_776084_master.tif,Ms. 58_9,9,Page 9,,,pd,,gez,,ጸሎት፥ስዕለት፥ ወአስተብቊዖት,"Prayers, Petitions, and Supplications",Collection of Prayers,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Prayer and supplication by St. Basil for Monday ዘሰኑይ ; በስመ አብ...ወወልድ ንወጥን በረድኤተ እግዚአብሔር ጽሒፈ ስእለት ወአስተብቊዖት እንተ ነበበ ባቲ ቅዱስ ባስልዮስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh3g3
Ethiopic Manuscripts,ark:/21198/zz001d61cj,ark:/21198/zz001dh3kn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dh3kn_776090_master.tif,Ms. 58_10,10,Page 10,,,pd,,gez,,ጸሎት፥ስዕለት፥ ወአስተብቊዖት,"Prayers, Petitions, and Supplications",Collection of Prayers,Ethiopia,19th c.,1800/1899,1 Page,180 mm x 170 mm,Vellum,,Prayer and supplication by St. Basil for Monday ዘሰኑይ ; በስመ አብ...ወወልድ ንወጥን በረድኤተ እግዚአብሔር ጽሒፈ ስእለት ወአስተብቊዖት እንተ ነበበ ባቲ ቅዱስ ባስልዮስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dh3kn
