"Project Name","Parent ARK","Item ARK","Object Type","viewingHint","Text direction","File Name","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d867s","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d867s_773784_master.tif","Ms. 8_183","187","Page 183","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d867s",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8689","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8689_773787_master.tif","Ms. 8_184","188","Page 184","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8689",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d869t","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d869t_773790_master.tif","Ms. 8_185","189","Page 185","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d869t",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86bb","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86bb_773793_master.tif","Ms. 8_186","190","Page 186","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86bb",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86cv","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86cv_773796_master.tif","Ms. 8_187","191","Page 187","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86cv",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86dc","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86dc_773800_master.tif","Ms. 8_188","192","Page 188","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86dc",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86fw","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86fw_773805_master.tif","Ms. 8_189","193","Page 189","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86fw",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86gd","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86gd_773808_master.tif","Ms. 8_190","194","Page 190","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86gd",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86hx","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86hx_773814_master.tif","Ms. 8_191","195","Page 191","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86hx",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86jf","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86jf_773817_master.tif","Ms. 8_192","196","Page 192","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86jf",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86kz","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86kz_773821_master.tif","Ms. 8_193","197","Page 193","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86kz",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86mg","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86mg_773826_master.tif","Ms. 8_194","198","Page 194","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86mg",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86n0","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86n0_773829_master.tif","Ms. 8_195","199","Page 195","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86n0",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86ph","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86ph_773833_master.tif","Ms. 8_196","200","Page 196","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86ph",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d86q1","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d86q1_773838_master.tif","Ms. 8_197","201","Page 197","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d86q1",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8715","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8715_773845_master.tif","Ms. 8_198","202","Page 198","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8715",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d872p","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d872p_774017_master.tif","Ms. 8_199","203","Page 199","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d872p",""
