Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9rds,Page,ethiopian/masters/21198-zz001h9rds_1275814_master.tif,Ms. 17_1,,,1,Page 1 [Blank page],,,pd,,,,,,,,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,Blank page,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9rds,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9rf9,Page,ethiopian/masters/21198-zz001h9rf9_1275817_master.tif,Ms. 17_2,,,2,Page 2,,,pd,,,,,,,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,Magical illustration,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9rf9,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9rgt,Page,ethiopian/masters/21198-zz001h9rgt_1275820_master.tif,Ms. 17_3,,,3,Page 3,,,pd,,gez,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9rgt,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9rhb,Page,ethiopian/masters/21198-zz001h9rhb_1275823_master.tif,Ms. 17_4,,,4,Page 4,,,pd,,gez,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9rhb,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9v3k,Page,ethiopian/masters/21198-zz001h9v3k_1275826_master.tif,Ms. 17_5,,,5,Page 5,,,pd,,gez,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9v3k,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9v43,Page,ethiopian/masters/21198-zz001h9v43_1275829_master.tif,Ms. 17_6,,,6,Page 6,,,pd,,,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት|~|Magical illustrations.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9v43,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9v5m,Page,ethiopian/masters/21198-zz001h9v5m_1275832_master.tif,Ms. 17_7,,,7,Page 7,,,pd,,gez,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9v5m,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9v64,Page,ethiopian/masters/21198-zz001h9v64_1275835_master.tif,Ms. 17_8,,,8,Page 8,,,pd,,gez,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9v64,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9v7n,Page,ethiopian/masters/21198-zz001h9v7n_1275838_master.tif,Ms. 17_9,,,9,Page 9,,,pd,,,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት|~|Magical illustrations.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9v7n,
Ethiopic Manuscripts,ark:/21198/zz001h9rbr,ark:/21198/zz001h9v85,Page,ethiopian/masters/21198-zz001h9v85_1275841_master.tif,Ms. 17_10,,,10,Page 10,,,pd,,gez,,ሰይፈ መለኮት,The Sword of Divinity,The Sword of Divinity,Ethiopia,20th c.,1900/1999,1 Page,120 mm x 85 mm,Vellum,,The Sword of Divinity ሠይፈ መለኮት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9v85,
