"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00252zgt","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zgt%2F0g58n09c","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝 From: 啓(?)","274","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zgt/manifest"
"Tom Leung Collection","ark:/21198/zz00252zkc","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zkc%2F2b74h562","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝三姊倩 From: 内弟黃處達 Re: 商務: 新加坡橡膠園","275","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zkc/manifest"
"Tom Leung Collection","ark:/21198/zz00252zsg","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zsg%2Frz38bp2p","unknown","Richard C. Rudolph East Asian Library","Letter To: 三姊 From: 妹嬋曼 Re: 家事","280","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zsg/manifest"
"Tom Leung Collection","ark:/21198/zz00252zt0","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zt0%2F5q61p25x","unknown","Richard C. Rudolph East Asian Library","Letter To: 三姊 From: 三妹 Re: 家事, 鄉事","281","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zt0/manifest"
"Tom Leung Collection","ark:/21198/zz00252zvh","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zvh%2Fgz01bf77","unknown","Richard C. Rudolph East Asian Library","Letter To: 三姊 From: 三妹 Re: 家事, 及黨人攻督署, 城中近況","282","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zvh/manifest"
"Tom Leung Collection","ark:/21198/zz00252zw1","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zw1%2Fph303f8c","unknown","Richard C. Rudolph East Asian Library","Letter To: 三姊 From: 三妹 Re: 家事","283","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zw1/manifest"
"Tom Leung Collection","ark:/21198/zz00252zxj","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zxj%2Fk465fq6b","unknown","Richard C. Rudolph East Asian Library","Letter To: 三姑 From: 嫂譚氏 Re: 家中人近況","284","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zxj/manifest"
"Tom Leung Collection","ark:/21198/zz00252zz2","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zz2%2Fvz75c85h","unknown","Richard C. Rudolph East Asian Library","Letter To: 三姑丈, 母 From: 姪培鉌 Re: 1. 木蘭與司徒元發結婚在羅城 2. 代梁官(榴)向羅蘭求婚","285","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00252zz2/manifest"
"Tom Leung Collection","ark:/21198/zz0025300h","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025300h%2Fq668m26c","unknown","Richard C. Rudolph East Asian Library","Letter To: 三妹冰壺 From: 姊蕙蓀 Re: 近事","286","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025300h/manifest"
"Tom Leung Collection","ark:/21198/zz00253011","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253011%2Frm22h329","unknown","Richard C. Rudolph East Asian Library","Letter To: 小張姊丈 From: 三妹嬋曼 Re: 家事 1. 甥女亡 2. 母亡 3. 父亡","287","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253011/manifest"
"Tom Leung Collection","ark:/21198/zz0025302j","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025302j%2Fpb69zc3k","unknown","Richard C. Rudolph East Asian Library","Letter To: 小張姊丈, 冰壺三姊 From: 三妹 Re: 家事","288","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025302j/manifest"
"Tom Leung Collection","ark:/21198/zz00253032","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253032%2F0939ks0n","unknown","Richard C. Rudolph East Asian Library","Letter To: 小張姊丈, 冰壺三姊 From: 三妹 Re: 家事, 時事","289","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253032/manifest"
"Tom Leung Collection","ark:/21198/zz0025304k","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025304k%2Fvv25v496","unknown","Richard C. Rudolph East Asian Library","Letter To: 冰壺 From: 嫂譚氏 Re: 家事, 時事, 財務","290","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025304k/manifest"
"Tom Leung Collection","ark:/21198/zz00253053","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253053%2F9732b16k","unknown","Richard C. Rudolph East Asian Library","Letter To: 三姑丈 From: 外姪 黃培思, 黃培章, 黃培洵 Re: 財務","291","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253053/manifest"
"Tom Leung Collection","ark:/21198/zz0025308n","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025308n%2Fnj68j817","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝五弟 From: 伯吉 Re: 財務","294","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025308n/manifest"
"Tom Leung Collection","ark:/21198/zz00253095","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253095%2Fc249cs3r","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝五弟 From: 伯吉 Re: 財務, 時事","295","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253095/manifest"
"Tom Leung Collection","ark:/21198/zz002530bp","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530bp%2Fv254704r","unknown","Richard C. Rudolph East Asian Library","Copy of contract: 賣地兩則 警告兩則","296","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002530bp/manifest"
"Tom Leung Collection","ark:/21198/zz002530js","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530js%2Fjg36z26f","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝 From: 黃桂","302","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002530js/manifest"
"Tom Leung Collection","ark:/21198/zz002530nb","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530nb%2Fck822r63","unknown","Richard C. Rudolph East Asian Library","Manuscript, copy 書經文 讚文王之六成","305","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002530nb/manifest"
"Tom Leung Collection","ark:/21198/zz002530pv","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530pv%2Fkc636492","unknown","Richard C. Rudolph East Asian Library","Manuscript, style: 詩經文體 Content: 讚孔子之九成","306","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002530pv/manifest"
"Tom Leung Collection","ark:/21198/zz002530sd","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530sd%2F5k72kk9c","unknown","Richard C. Rudolph East Asian Library","傳單 ""請看葉恩, 歐矩甲, 梁少閑諸賊之罪狀"" 華益公司, 振華公司, 黨之商業 Re: corruption","309","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002530sd/manifest"
"Tom Leung Collection","ark:/21198/zz002530tx","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530tx%2Ftf73t17v","unknown","Richard C. Rudolph East Asian Library","7 sheets, typescript in English description of symptoms and advice to patients","310","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002530tx/manifest"
"Tom Leung Collection","ark:/21198/zz00253121","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253121%2F4086q588","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝賢君 From: 妾冰壺 家書 (張孝逰中國)","317","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253121/manifest"
"Tom Leung Collection","ark:/21198/zz0025313j","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025313j%2Fjn88b00v","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝賢君 From: 妾冰壺 家書 (張孝逰中國)","318","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025313j/manifest"
"Tom Leung Collection","ark:/21198/zz00253142","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253142%2F2828kk3n","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝吾君 妾冰壺 家事, 財務","319","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253142/manifest"
"Tom Leung Collection","ark:/21198/zz00253163","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253163%2Fcm39nn8c","unknown","Richard C. Rudolph East Asian Library","Ledger, 1921年正月份月結 (共進銀$ 475, 共支銀$ 940.63)","321","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253163/manifest"
"Tom Leung Collection","ark:/21198/zz0025317m","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025317m%2F56329f0w","unknown","Richard C. Rudolph East Asian Library","Ledger To: 張孝 From: 冰壺 家事, 財務","322","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025317m/manifest"
"Tom Leung Collection","ark:/21198/zz00253184","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253184%2F1b04ft5g","unknown","Richard C. Rudolph East Asian Library","Ledger To: 張孝 From: 冰壺 家事, 財務","323","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253184/manifest"
"Tom Leung Collection","ark:/21198/zz002531cp","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002531cp%2Fpz07zb7v","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝五兄""第二號"" From: 弟(?) 店務, 財務","326","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002531cp/manifest"
"Tom Leung Collection","ark:/21198/zz002531d6","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002531d6%2Fsc97wt51","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝五兄""第三號"" From: 弟(?) 店務, 財務","327","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002531d6/manifest"
"Tom Leung Collection","ark:/21198/zz002531ks","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002531ks%2Fg701975b","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝五兄""第六號"" From: 弟(?) 店務: 續租約否 With encl: 鋪位平面圖, 背頁附説明","332","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002531ks/manifest"
"Tom Leung Collection","ark:/21198/zz002531nt","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002531nt%2Fv036v20s","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝五兄""第七號"" From: 弟(?)","334","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002531nt/manifest"
"Tom Leung Collection","ark:/21198/zz002531vx","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002531vx%2Fm205mh8z","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝五兄""第十一號"" From: 弟(?)","340","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002531vx/manifest"
"Tom Leung Collection","ark:/21198/zz0025320g","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025320g%2Fd890596b","unknown","Richard C. Rudolph East Asian Library","Advertisement flyer (The French American Bank of Savings) in Chinese","342b","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025320g/manifest"
"Tom Leung Collection","ark:/21198/zz0025322h","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025322h%2Fph31nk7m","unknown","Richard C. Rudolph East Asian Library","Letter To: 譚良 From: 弟慧初 Banking business","342d","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025322h/manifest"
"Tom Leung Collection","ark:/21198/zz0025324j","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025324j%2Fsd16qv70","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝姊倩 From: 黃處達 Malaya 托照顧其兒留學于美洲","344","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025324j/manifest"
"Tom Leung Collection","ark:/21198/zz00253252","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253252%2Fsq470g3j","unknown","Richard C. Rudolph East Asian Library","""南僑實業有限公司籌辦處計劃書"" Columns of newspaper attached","345","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253252/manifest"
"Tom Leung Collection","ark:/21198/zz0025326k","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025326k%2Fqr03h796","unknown","Richard C. Rudolph East Asian Library","Draft, incomplete, ""朱之(秛)傳"" By 康有爲 according to handwriting and content","346","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025326k/manifest"
"Tom Leung Collection","ark:/21198/zz002532bn","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002532bn%2Fpn748k39","unknown","Richard C. Rudolph East Asian Library","詩稿, by 康有爲 On Yellowstone Park pad 跋 ""羅生技利佳勝冠全美春二三月逰之門人譚良與保皇會衆為吾賃宅西湖日夕扶杖枕花藉草追思故宅示譚張孝""","350","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002532bn/manifest"
"Tom Leung Collection","ark:/21198/zz002532c5","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002532c5%2F5m12w16d","unknown","Richard C. Rudolph East Asian Library","Draft of letter To: Unknown From: Unknown 國是之議","351","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002532c5/manifest"
"Tom Leung Collection","ark:/21198/zz002532dp","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002532dp%2F6f82jd2v","unknown","Richard C. Rudolph East Asian Library","Letter To: Unknown From: 康有爲 籌款","352","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002532dp/manifest"
"Tom Leung Collection","ark:/21198/zz002532ms","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002532ms%2Fpn84s40g","unknown","Richard C. Rudolph East Asian Library","Letter To: 五嬸母 From: 姪緋軒 家事: 是非","358","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002532ms/manifest"
"Tom Leung Collection","ark:/21198/zz002532sc","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002532sc%2Fns271s08","unknown","Richard C. Rudolph East Asian Library","2 揭單 ""業勤寳堂 廣州裕榮銀號""","361","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002532sc/manifest"
"Tom Leung Collection","ark:/21198/zz0025331g","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025331g%2Fc530zv1x","unknown","Richard C. Rudolph East Asian Library","Letter To: 冰壺三姑姐 From: 姪黃惠民 中日戰爭, 借款","365","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025331g/manifest"
"Tom Leung Collection","ark:/21198/zz002533hq","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002533hq%2Fdg71td86","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝學長 From: 名心弟 - 保皇會各地概況 - 朝政","503","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002533hq/manifest"
"Tom Leung Collection","ark:/21198/zz002533kr","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002533kr%2Fqk556m7n","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝弟 From: 更生","505","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002533kr/manifest"
"Tom Leung Collection","ark:/21198/zz002533qt","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002533qt%2Fcq69m22c","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝仁弟 From: 庇言 - 内地黨務之難 - 開新阜籌款 (有隱喻)","509","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002533qt/manifest"
"Tom Leung Collection","ark:/21198/zz002533rb","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002533rb%2Fgv77c701","unknown","Richard C. Rudolph East Asian Library","公函 To: 域多利保皇會列位同志義士 From: 康有爲 - 皇上回鋻 - 事關機密","510","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002533rb/manifest"
"Tom Leung Collection","ark:/21198/zz002533sv","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002533sv%2Fqm707543","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝同志 From: 梁鴻軒弟 - 此間會事","511","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002533sv/manifest"
"Tom Leung Collection","ark:/21198/zz002533vw","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002533vw%2F9w087w1g","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝仁兄 From: 陳國鏞 - 各阜會事 - 任公未來","513","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002533vw/manifest"
"Tom Leung Collection","ark:/21198/zz0025342g","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025342g%2F3322rw2n","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝掌理國事先生 From: 僕董李","519","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025342g/manifest"
"Tom Leung Collection","ark:/21198/zz002535wc","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002535wc%2F0g588n40","unknown","Richard C. Rudolph East Asian Library","Letter To: 加拿大域多利保皇同志先生 From: 會小弟黃卓惺, 陳文邨 會務, 會款","522","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002535wc/manifest"
"Tom Leung Collection","ark:/21198/zz002539d2","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539d2%2Fxx00f105","unknown","Richard C. Rudolph East Asian Library","Letter ""覆譚公書"", ""弟陳文邨附筆"", ""並鈔黃君預撰壽關夫子詩呈覽"", ""散島同人頓首寄""","524","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539d2/manifest"
"Tom Leung Collection","ark:/21198/zz002539g3","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539g3%2F3632fg8d","unknown","Richard C. Rudolph East Asian Library","Letter To: 羅省阜本會諸志義先生 From: 會小弟岑子安, 黃卓惺, 陳文邨","526","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539g3/manifest"
"Tom Leung Collection","ark:/21198/zz002539hm","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539hm%2Fr1095j3w","unknown","Richard C. Rudolph East Asian Library","Postscript to #526 With address of 黃卓惺","527","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539hm/manifest"
"Tom Leung Collection","ark:/21198/zz002539kn","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539kn%2Fbs55xs3k","unknown","Richard C. Rudolph East Asian Library","公函 = #510","529","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539kn/manifest"
"Tom Leung Collection","ark:/21198/zz002539m5","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539m5%2Fb915226r","unknown","Richard C. Rudolph East Asian Library","公函 To: 保皇會義士 From: 康有爲 為撫恤義士遺屬籌款 ""漢難丸三十餘人,湘難凡數百人 … 被難千人""","530","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539m5/manifest"
"Tom Leung Collection","ark:/21198/zz002539qq","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539qq%2F5t295z5b","unknown","Richard C. Rudolph East Asian Library","公函 To: 貴阜保皇會列位同志 From: 何延光, 總會同人 ""去年漢口敗後""","533","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539qq/manifest"
"Tom Leung Collection","ark:/21198/zz002539r7","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539r7%2Fqj876855","unknown","Richard C. Rudolph East Asian Library","公函 續#533 ""欲借此(日本)勢力振興我保皇會""","533a","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539r7/manifest"
"Tom Leung Collection","ark:/21198/zz002539sr","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539sr%2Fs9534b97","unknown","Richard C. Rudolph East Asian Library","公函 To: Unknown From: 何延光 ""現時又有一班叫做鹿和團在北省與西人對敵…"", ""南七省考試, 而各省停科""","534","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539sr/manifest"
"Tom Leung Collection","ark:/21198/zz002539t8","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539t8%2F8n11xr7v","unknown","Richard C. Rudolph East Asian Library","公函 To: 貴阜保皇會 From: Unknown (not legible)","535","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002539t8/manifest"
"Tom Leung Collection","ark:/21198/zz00253b0b","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253b0b%2F26545g4r","unknown","Richard C. Rudolph East Asian Library","公函 To: 惠伯, 福基, 謙泰, 祐樞, 康恆, 君力, 雲樵, 君勉, 諸兄同鋻 From: 弟啓超 - 玆接梁卓如先生來函照錄呈覽 - 域多利阜會弟李福基, 董謙泰","540","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253b0b/manifest"
"Tom Leung Collection","ark:/21198/zz00253b2c","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253b2c%2F1k04xc0x","unknown","Richard C. Rudolph East Asian Library","公函 To: 福基,惠伯仁兄 From: 更生 - 照錄呈覽:  域多利阜","542","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253b2c/manifest"
"Tom Leung Collection","ark:/21198/zz00253b7z","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253b7z%2F7s797v87","unknown","Richard C. Rudolph East Asian Library","Letter To: 孝廣同志先生 From: 福基, 月湖","547","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253b7z/manifest"
"Tom Leung Collection","ark:/21198/zz00253b8g","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253b8g%2F7n74478b","unknown","Richard C. Rudolph East Asian Library","公函 To: 福基兄及各同志 From: 更生 - 照錄呈覽:  福基","548","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253b8g/manifest"
