Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Rights.copyrightStatus,Name.repository,Title,Alt ID.local,Alt ID.collection,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Tom Leung Collection,ark:/21198/zz002311s5,,2,Completed,Collection,,,,,,,,unknown,Richard C. Rudolph East Asian Library,Tom Leung Collection,,,"The Tom Leung Archival Collection of the Chinese Royal Society in the Early Twentieth Century was a private archival collection of Dr. Tom Leung (谭良), which contains about three hundred letters related to the activities of the Royal Society (保皇会) in North America.  The archival collection includes over ten letters of Kang Youwei (康有为) and Liang Qichao (梁启超), written during the Royal Society movement in early twentieth century.  Dr. Tom Leung, a student and supporter of Kang Youwei, was the head of the Royal Society in North America, and this  collection was donated by Louise Leung Larson, the daughter of Dr. Tom Leung.  This online collection makes it possible for researchers to access these important letters for the study of early modern Chinese history.",,,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz002311s5
Tom Leung Collection,ark:/21198/zz0023137v,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz0023137v_1557046_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Name Card: 譚良 Dr. T. Leung,101,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023137v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023137v/manifest
Tom Leung Collection,ark:/21198/zz002313df,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002313df_1557058_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Season’s Greetings (恭賀新禧),103,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002313df,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002313df/manifest
Tom Leung Collection,ark:/21198/zz00231637,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231637_1557088_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Empty Envelop “尹世嘉牧師與譚良交婚帋,104,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231637,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231637/manifest
Tom Leung Collection,ark:/21198/zz0023164r,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz0023164r_1557085_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Name Card: 譚張孝 Dr. Leung,102,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023164r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023164r/manifest
Tom Leung Collection,ark:/21198/zz0023166s,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz0023166s_1557097_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Empty Envelop ""南海先生墨寶""",105,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023166s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023166s/manifest
Tom Leung Collection,ark:/21198/zz00231679,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231679_1557100_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Envelop ""西湖詩勒石原底""",106,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231679,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231679/manifest
Tom Leung Collection,ark:/21198/zz002316bv,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002316bv_1557115_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter: by 烏儀侃 to 鉊行(?),108,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002316bv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002316bv/manifest
Tom Leung Collection,ark:/21198/zz002316cc,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002316cc_1557118_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,詩手稿 題: 思羅生西湖故宅,107,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002316cc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002316cc/manifest
Tom Leung Collection,ark:/21198/zz002316dw,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002316dw_1557124_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter: by 諸承(?) to 張孝仁兄,109,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002316dw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002316dw/manifest
Tom Leung Collection,ark:/21198/zz00231789,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231789_1557347_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 梁弨,113,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231789,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231789/manifest
Tom Leung Collection,ark:/21198/zz0023179t,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz0023179t_1557356_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 更生 – personal,114,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023179t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023179t/manifest
Tom Leung Collection,ark:/21198/zz002317bb,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002317bb_1557370_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Envelop, contains 115a To: 譚良大醫生 From: Wong Chetat",115,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002317bb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002317bb/manifest
Tom Leung Collection,ark:/21198/zz002317dc,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002317dc_1557392_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Envelop ""鈎超西湖詩底本"" Contains 116a",116,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002317dc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002317dc/manifest
