Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Rights.copyrightStatus,Name.repository,Title,Alt ID.local,Alt ID.collection,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Tom Leung Collection,ark:/21198/zz002317gd,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002317gd_1557418_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Envelop ""馬丁路德親筆"" Contains 117a",117,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002317gd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002317gd/manifest
Tom Leung Collection,ark:/21198/zz002317jf,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002317jf_1557428_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 康有爲(?) – 黨務,118,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002317jf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002317jf/manifest
Tom Leung Collection,ark:/21198/zz002317kz,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002317kz_1557434_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: (?) From: 更生–黨務　,119,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002317kz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002317kz/manifest
Tom Leung Collection,ark:/21198/zz002317mg,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002317mg_1557440_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 康有爲(?) – 黨之財務,120,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002317mg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002317mg/manifest
Tom Leung Collection,ark:/21198/zz002317n0,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002317n0_1557445_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 康有爲(?),121,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002317n0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002317n0/manifest
Tom Leung Collection,ark:/21198/zz002318kf,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318kf_1557478_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Memorandum to 張孝 by 梁誠事,123,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318kf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318kf/manifest
Tom Leung Collection,ark:/21198/zz002318mz,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318mz_1557485_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 康有爲(?),124,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318mz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318mz/manifest
Tom Leung Collection,ark:/21198/zz002318ng,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318ng_1557494_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 康有爲(?),125,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318ng,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318ng/manifest
Tom Leung Collection,ark:/21198/zz002318sj,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318sj_1557557_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter (partially destroyed) To: 張孝 From: 更生,129,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318sj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318sj/manifest
Tom Leung Collection,ark:/21198/zz002318t2,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318t2_1557648_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 康有爲(?),130,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318t2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318t2/manifest
Tom Leung Collection,ark:/21198/zz002318w3,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318w3_1557673_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Letter To: 岐山義兄暨列位同志""言謝"" From: Unknown",133,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318w3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318w3/manifest
Tom Leung Collection,ark:/21198/zz002318xm,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318xm_1557667_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Letter To: 儀侃, 張孝 From: 康有爲(?)",132,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318xm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318xm/manifest
Tom Leung Collection,ark:/21198/zz002318z4,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002318z4_1557688_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"七律並跋 (printed) ""乞師英國過域多利"" By 康有爲, 更生",135,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002318z4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002318z4/manifest
Tom Leung Collection,ark:/21198/zz00231904,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231904_1557677_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 究萬兄 From: Unknown,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231904,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231904/manifest
Tom Leung Collection,ark:/21198/zz00231946,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231946_1557731_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Ledger,137,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231946,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231946/manifest
Tom Leung Collection,ark:/21198/zz0023195q,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz0023195q_1557857_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: (?)壽民,140,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023195q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023195q/manifest
Tom Leung Collection,ark:/21198/zz0023199s,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz0023199s_1557880_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,2 sheets unpaginated letter (incomplete),141,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023199s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023199s/manifest
Tom Leung Collection,ark:/21198/zz002319db,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319db_1557893_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: Unknown From: 名芬 (incomplete),142,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319db,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319db/manifest
Tom Leung Collection,ark:/21198/zz002319fv,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319fv_1557915_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 壽民,144,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319fv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319fv/manifest
Tom Leung Collection,ark:/21198/zz002319gc,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319gc_1557907_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝世丈 From: 家駒,143,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319gc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319gc/manifest
Tom Leung Collection,ark:/21198/zz002319pg,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319pg_1557955_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 冰壺宗世嫂 From: 謹娛,146,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319pg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319pg/manifest
Tom Leung Collection,ark:/21198/zz002319s1,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319s1_1557996_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 仲華,148,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319s1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319s1/manifest
Tom Leung Collection,ark:/21198/zz002319v2,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319v2_1558008_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 王寬任,149,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319v2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319v2/manifest
Tom Leung Collection,ark:/21198/zz002319x3,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319x3_1558042_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Letter To: 張孝 From: 陳侶笙 on 橫濱報箋, purchase of 字粒",152,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319x3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319x3/manifest
Tom Leung Collection,ark:/21198/zz002319zm,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz002319zm_1558033_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 鏡(如),151,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002319zm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002319zm/manifest
Tom Leung Collection,ark:/21198/zz00231b14,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231b14_1558050_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 鏡如,153,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231b14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231b14/manifest
Tom Leung Collection,ark:/21198/zz00231b56,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231b56_1558081_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: (?)壽民,155,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231b56,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231b56/manifest
Tom Leung Collection,ark:/21198/zz00231b8r,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231b8r_1558101_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 敬裕,157,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231b8r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231b8r/manifest
Tom Leung Collection,ark:/21198/zz00231b98,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231b98_1558110_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Letter To: 雲屏,孝菴 2 sheets (incomplete)",159,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231b98,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231b98/manifest
Tom Leung Collection,ark:/21198/zz00231bbs,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231bbs_1558113_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 雲(?) 2 sheets,160,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231bbs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231bbs/manifest
Tom Leung Collection,ark:/21198/zz00231bdt,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231bdt_1558125_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 徐勤,162,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231bdt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231bdt/manifest
Tom Leung Collection,ark:/21198/zz00231bfb,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231bfb_1558128_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: (?),163,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231bfb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231bfb/manifest
Tom Leung Collection,ark:/21198/zz00231bgv,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231bgv_1558131_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 琇夫 From: 徐勤,164,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231bgv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231bgv/manifest
Tom Leung Collection,ark:/21198/zz00231bhc,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231bhc_1558134_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 徐勤,165,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231bhc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231bhc/manifest
Tom Leung Collection,ark:/21198/zz00231bjw,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231bjw_1558137_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 徐勤,166,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231bjw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231bjw/manifest
Tom Leung Collection,ark:/21198/zz00231c1m,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231c1m_1558140_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: (?) From: 雪(?),167,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c1m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231c1m/manifest
Tom Leung Collection,ark:/21198/zz00231c5p,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231c5p_1558161_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 勤,171,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c5p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231c5p/manifest
Tom Leung Collection,ark:/21198/zz00231c66,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231c66_1558164_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 歐雲高,172,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c66,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231c66/manifest
Tom Leung Collection,ark:/21198/zz00231c7q,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231c7q_1558167_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 杰(?),173,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c7q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231c7q/manifest
Tom Leung Collection,ark:/21198/zz00231c87,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231c87_1558170_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: (?),174,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c87,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231c87/manifest
Tom Leung Collection,ark:/21198/zz00231c9r,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231c9r_1558173_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 梁弨,175,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c9r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231c9r/manifest
Tom Leung Collection,ark:/21198/zz00231cb8,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231cb8_1558176_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 梁弨 Re: 憲政報,176,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cb8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cb8/manifest
Tom Leung Collection,ark:/21198/zz00231ccs,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231ccs_1558179_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: (?),177,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231ccs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231ccs/manifest
Tom Leung Collection,ark:/21198/zz00231cgb,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231cgb_1558194_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Letter To: 孝兄, 冰妹 From: 啓田",180,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cgb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cgb/manifest
Tom Leung Collection,ark:/21198/zz00231chv,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231chv_1558197_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: (張仲) From: (?),181,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231chv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231chv/manifest
Tom Leung Collection,ark:/21198/zz00231cjc,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231cjc_1558201_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張仲 From: (?),182,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cjc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cjc/manifest
Tom Leung Collection,ark:/21198/zz00231cnx,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231cnx_1558230_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 煥章,185,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cnx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cnx/manifest
Tom Leung Collection,ark:/21198/zz00231cpf,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231cpf_1558239_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: (普?),186,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cpf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cpf/manifest
Tom Leung Collection,ark:/21198/zz00231cqz,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231cqz_1558242_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: (?) From: 王敬裕 (incomplete),187,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cqz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cqz/manifest
Tom Leung Collection,ark:/21198/zz00231f1k,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231f1k_1558272_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,"Letter To: 張孝 From: 葉惠伯, 鄭壽民",189,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f1k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231f1k/manifest
Tom Leung Collection,ark:/21198/zz00231f23,ark:/21198/zz002311s5,2,Completed,Work,leung/21198-zz00231f23_1558275_master.tif,,,,,,,unknown,Richard C. Rudolph East Asian Library,Letter To: 張孝 From: 鄭壽民 Re: financial,190,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231f23/manifest
