"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Name.other","Name.creator","Language","Subject.conceptTopic","Rights.permission","Subject.geographicPlace","Name.author","Name.cartographer","Name.repository","Name.subject","Title","Date.publication","Coverage.geographiccoordinates","Publisher.publisherName","Description.note","Publisher.placeOfOrigin","Format.extent","Coverage.geographic","Alt ID.oclc","Alt ID.callNo","Alt ID.catalogRecordNumber","Alt ID.OPAC","Coverage.geoscale","AltTitle","Alt ID.local","Publisher.edition","Date.creation","Date.normalized","Alt ID.lccn","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cxwrp/ff83d31n","ark:/21198/zz002cxwrp","","","Page","Masters/Maps/Bruman-Maps/image/DR1129F2/G6041_p8_P92_VAR_GPT_1934_sheet1.tif","1","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxwrp%2Fff83d31n",""
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cxwrp/kh579h8h","ark:/21198/zz002cxwrp","","","Page","Masters/Maps/Bruman-Maps/image/DR1129F2/G6041_p8_P92_VAR_GPT_1934_sheet2.tif","2","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxwrp%2Fkh579h8h",""
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cxwrp/nw82fx91","ark:/21198/zz002cxwrp","","","Page","Masters/Maps/Bruman-Maps/image/DR1129F2/G6041_p8_P92_VAR_GPT_1934_sheet4.tif","4","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxwrp%2Fnw82fx91",""
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cxwrp/s335xq0q","ark:/21198/zz002cxwrp","","","Page","Masters/Maps/Bruman-Maps/image/DR1129F2/G6041_p8_P92_VAR_GPT_1934_sheet3.tif","3","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxwrp%2Fs335xq0q",""
