Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLongitude,Coverage.spatialLatitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002kkz4b,ark:/21198/zz002hpcf9,1,In progress,Work,,,private,,,,,,,,,,,,,,,,,"""1""H. H. West photograph album",,,,,,,,,,,
