"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Name.creator","Language","Subject","Rights.permission","Subject geographic","Author","Name.cartographer","Name.repository","Name.subject","Title","Publisher.publisherName","Description.note","Publisher.placeOfOrigin","Format.extent","Coverage.geographic","Alt ID.oclc","AltIdentifier.callNo","Alt ID.catalogRecordNumber","Opac url","Coverage.geoscale","AltTitle.uniform","Alt ID.local","Description.caption","Date.creation","Date.normalized","Alt ID.lccn","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz6v1","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Richelieu_1634.tif","","","","","","","cartographic","fre|~|map","unknown","unknown","Historic Urban Plans (Firm).","eng","Richelieu (Québec)--Maps--Early works to 1800--Facsimiles","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Richeliev","Historic Urban Plans","Original version: [S.l. : s.n., 17--?].|~|Facsimile.","Ithaca, N.Y|~|nyu","1 map ; 11 x 15 cm.","Richelieu (QueÌ�bec)","","G5834 Richelieu 1634","","","","","G5834_Richelieu_1634|~|DR709F2","","1965","1965","2008628531","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz6v1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz6v1/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz6wj","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Rouen_5_MTP_1929.tif","","","","","","","cartographic","map","unknown","unknown","","fre","","","Rouen (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Port de Rouen","","","","","Rouen (France)","","","","","","","G5834_Rouen_5_MTP_1929|~|DR709F2","","1929","1929","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz6wj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz6wj/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz6x2","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Rouen_M1_VAR_SDI_1934.tif","","","","","","","cartographic","map","unknown","unknown","","fre","","","Rouen (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Les Cartes Industrielles de France Rouen","","","","","Rouen (France)","","","","","","","G5834_Rouen_M1_VAR_SDI_1934|~|DR709F2","","1934","1934","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz6x2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz6x2/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz70k","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_S19452_1270_C3_1968.tif","","","","","","","cartographic","fre|~|map","unknown","unknown","Castelnau-d'Essenault, G. de.|~|Olivier, Théodore, 1793-1853|~|Historic Urban Plans (Firm).","fre","Sainte-Foy-la-Grande (France)--Maps","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Sainte-Foy, Gironde. Fondée vers 1270","Historic Urban Plans|~|Annales archeÌ�ologiques","""Reproduced ... from the original in the Cornell University Library.""|~|""This is number 6 of an edition limited to 500 copies.""|~|Facsimile.|~|Scale ca. 1:4,000.|~|G. de Castlenau-d'Essenault; gravé par Olivier.","fr|~|Paris|~|Ithaca, N.Y","map on sheet 28 x 29 cm.","Sainte-Foy-la-Grande (France)","","","","","","","G5834_S19452_1270_C3_1968|~|DR709F2","","1968|~|[1850?]","1968","gm 70000586","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz70k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz70k/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz734","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_StJeanDeLuz_12_5_MGD_1943.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","France--Maps|~|Saint-Jean-de-Luz (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","St Jean De Luz Stadtplan","","","","","Saint Jean de Luz (France)","","","","","","","G5834_StJeanDeLuz_12_5_MGD_1943|~|DR709F2","","1943","1943","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz734","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz734/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz74n","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Strasbourg_20_19th_Century.tif","","","","","","","cartographic","map","unknown","unknown","","fre","","","Strasbourg (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Strasbourg","","","","","Strasbourg (France)","","","","","","","G5834_Strasbourg_20_19th_Century|~|DR709F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz74n","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz74n/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz755","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Strasbourg_20_NP_ND.tif","","","","","","","cartographic","map","unknown","unknown","","fre","Harbors--France--Maps","","Strasbourg (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Strasbourg Le Port Actuel et ses Extensions","","","","","Strasbourg (France)","","","","","","","G5834_Strasbourg_20_NP_ND|~|DR709F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz755","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz755/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz76p","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Strassburg_C_1900.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Strasbourg (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Plan von Strassburg","","","","","Strasbourg (France)","","","","","","","G5834_Strassburg_C_1900|~|DR709F2","","1900","1900","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz76p","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz76p/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz776","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_St_Lo_5_GSGS_1944.tif","","","","","","","cartographic","map","unknown","unknown","","fre","","","France--Maps|~|Saint-Lô (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","St. Lô (Manche)","","","","","St. Lô (France)","","","","","","","G5834_St_Lo_5_GSGS_1944|~|DR709F2","","1944","1944","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz776","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz776/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz78q","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_St_Nazaire_10_GH_1940.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Saint-Nazaire (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Stadtplan von Saint-Nazaire","","","","","Saint Nazaire (France)","","","","","","","G5834_St_Nazaire_10_GH_1940|~|DR709F2","","1940","1940","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz78q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz78q/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz797","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_St_Nazaire_10_GL_1940s.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Saint-Nazaire (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Stadtplan von Saint-Nazaire","","","","","Saint Nazaire (France)","","","","","","","G5834_St_Nazaire_10_GL_1940s|~|DR709F2","","[1940s]","1940/1949","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz797","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz797/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7br","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_St_Quentin_10_MG_1941.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Saint-Quentin Metropolitan Area (Aisne, France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Stadtplan Saint-Quentin","","","","","Saint Quentin (France)","","","","","","","G5834_St_Quentin_10_MG_1941|~|DR709F2","","1941","1941","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7br","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7br/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7c8","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Tours_10_MGD_1944.tif","","","","","","","cartographic","map","unknown","unknown","","ger","Military maps","","France--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Militärgeographische Einzelangaben über Frankreich","","","","","France","","","","","","Military Geographic specific information about France","G5834_Tours_10_MGD_1944|~|DR709F2","","1944","1944","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7c8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7c8/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7ds","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Vannes_10_MGD_1943.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Vannes (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Stadtplan Vannes","","","","","Vannes (France)","","","","","","","G5834_Vannes_10_MGD_1943|~|DR709F2","","1943","1943","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7ds","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7ds/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7f9","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Vendome_1941.tif","","","","","","","cartographic","map","unknown","unknown","","fre","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Vendome","","","","","Vendôme (France)","","","","","","","G5834_Vendome_1941|~|DR709F2","","1941","1941","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7f9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7f9/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7gt","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Versailles_HUP_1746_1965.tif","","","","","","","cartographic","map","unknown","unknown","","fre","France--Maps--Early works to 1800--Facsimiles","","Versailles (France)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Plan de Versailles","","","","","Versailles (France)","","","","","","","G5834_Versailles_HUP_1746_1965|~|DR709F2","","1965|~|1746","1965","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7gt","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7gt/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7hb","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G5834_Vitry_le_Francois_1634.tif","","","","","","","cartographic","fre|~|map","unknown","unknown","Tassin, Nicholas. sieur.|~|Historic Urban Plans (Firm).","eng","Vitry-le-François (France)--Aerial views--Early works to 1800--Facsimiles","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Vitry-le-François","Historic Urban Plans","From the author's Les plans et profils de toutes les principales villes ... de France.|~|Perspective map not drawn to scale.|~|Facsimile.|~|""This is number 61 of an edition limited to 500 copies.""|~|Bird's-eye-view.","xx|~|[N.p|~|Ithaca, N.Y","map 11 x 16 cm. on sheet 30 x 29 cm.","Vitry-le-François (France)","","G5834 Vitry le Francois 1634","","","","","G5834_Vitry_le_Francois_1634|~|DR709F2","","1965|~|1634","1965","73693258","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7hb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7hb/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7jv","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR709F2/G6012_Le_Conte_1750.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6012_Le_Conte_1750","","","","","","","","","","","","G6012_Le_Conte_1750|~|DR709F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7jv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7jv/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7kc","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6010_300_KAKPL_1918.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Belgien","","","","","Belgium","","","","","","","G6010_300_KAKPL_1918|~|DR710F1","","1918","1918","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7kc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7kc/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7mw","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_B72_300_GSH_1940.tif","","","","","","","cartographic","map","unknown","unknown","","ger","Belgium--Administrative and political divisions--Maps","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Belgien Verwaltungskarte","","","","","Belgium","","","","","","Belgium Administrative map","G6011_B72_300_GSH_1940|~|DR710F1","","1940","1940","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7mw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7mw/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7nd","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_C2_1M_IGM_1904.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6011_C2_1M_IGM_1904","","","","","","","","","","","","G6011_C2_1M_IGM_1904|~|DR710F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7nd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7nd/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7px","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_C2_MGI_1937.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Belgique Carte Oro-Hydrographique. België Oro-Hydrografische Kaart","","","","","Belgium","","","","","","","G6011_C2_MGI_1937|~|DR710F1","","","1937","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7px","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7px/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7qf","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_C55_500_GO_1905.tif","","","","","","","cartographic","map","unknown","unknown","","fre","","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Essai de Carte Tectonique de la Belgique et des Provinces Voisines par G. Dewalque","","","","","Belgium","","","","","","","G6011_C55_500_GO_1905|~|DR710F1","","1905","1905","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7qf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7qf/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7rz","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_E2_1942_U55.tif","","","","","","","cartographic","map","pd_usfed","","United States. Office of Strategic Services.","eng","Belgium--Maps|~|Population density--Belgium--Maps","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Belgium population density","Office of Strategic Services, Reproduction Branch","compiled and drawn in Geography Division, O.S.S.|~|""Map No. 622, July 21, 1942.""|~|""Free.""","dcu|~|[Washington, D.C.?]","1 map ; 28 x 34 cm. on sheet 32 x 39 cm.","Belgium|~|northernmost:N0513500|~|southernmost:N0493000|~|easternmost:E0063000|~|westernmost:E0022500","","G6011.E2 1942 U55","","","","","G6011_E2_1942_U55|~|DR710F1","Provisional ed.","1942","1942-07-21","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7rz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7rz/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7sg","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_F2_920_OSS_1942.tif","","","","","","","cartographic","map","unknown","unknown","United States. Office of Strategic Services. Research and Analysis Branch.","eng","Belgium--Administrative and political divisions--Maps","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Provinces of Belgium","OSS","""NO. 3258.""|~|Dated: 8 April 1944.|~|drawn in the Branch of Research and Analysis, OSS.|~|""From: Philips' International atlas, 1942.""","dcu|~|[Washington, D.C.]","1 map ; 24 x 35 cm.","Belgium|~|northernmost:N0510000|~|southernmost:N0500000|~|easternmost:E0070000|~|westernmost:E0030000","","G6011 .F2 920 OSS 1942","","","1100000","","G6011_F2_920_OSS_1942|~|DR710F1","Provisional ed.","1944","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7sg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7sg/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7t0","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_F7_1944_U55.tif","","","","","","","cartographic","map","unknown|~|public domain","unknown","United States. Office of Strategic Services. Research and Analysis Branch.","eng","","","Belgium--Administrative and political divisions--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Provinces of Belgium","OSS","Dated: 8 April 1944.|~|""NO. 3258.""|~|drawn in the Branch of Research and Analysis, OSS.|~|""From: Philips' International atlas, 1942.""","[Washington, D.C.]|~|dcu","1 map ; 24 x 35 cm.","Belgium|~|southernmost:N0500000|~|northernmost:N0510000|~|easternmost:E0070000|~|westernmost:E0030000","11911117","G6011 .F7 1944 U55","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514416","1100000","","G6011_F7_1944_U55|~|DR710F1","Provisional ed.","1944","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7t0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7t0/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7vh","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_F7_1944_U55_No2.tif","","","","","","","cartographic","map","unknown|~|public domain","unknown","","eng","","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Provinces of Belgium","Philips' International Atlas","","The Branch of Research and Analysis, OSS","","Belgium","11911117","G6011 .F7 1944 U55","","","","","G6011_F7_1944_U55_No2|~|DR710F1","","1942|~|1944","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7vh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7vh/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7w1","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_F7_300_GSH_1940.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6011_F7_300_GSH_1940","","","","","","","","","","","","G6011_F7_300_GSH_1940|~|DR710F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7w1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7w1/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz7z2","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_J3_500_IGM_1884.tif","","","","","","","cartographic","map","unknown","unknown","","fre","Belgium--Administrative and political divisions--Maps|~|Agriculture--Economic aspects--Europe--Maps","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Carte Administrative des Régions Agricoles de la Belgique","","","","","Belgium","","","","","","Administrative Map of Agricultural Regions of Belgium","G6011_J3_500_IGM_1884|~|DR710F1","","1884","1884","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz7z2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz7z2/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz802","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_M1_1942_U55.tif","","","","","","","cartographic","map","unknown","unknown","United States. Office of Coordinator of Information. Geographic Division.","eng","Industries--Belgium--Maps","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Industrial areas of Belgium","Reproduction Branch, OSS","drawn in Geography Division, C.O.I.|~|""Map no. 602.""","dcu|~|[Washington, D.C.?]","1 map ; 27 x 32 cm.","Belgium","","G6011 M1 1942 U55","","","850000","","G6011_M1_1942_U55|~|DR710F1","Provisional ed.","1942","1942","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz802","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz802/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz81k","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_M1_3M_HWWI_1940.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Verteilung der Bodenschätze und Standorte der Industrie in Belgien","","","","","Belgium","","","","","","Distribution of mineral resources and industrial sites in Belgium","G6011_M1_3M_HWWI_1940|~|DR710F1","","1940","1940","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz81k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz81k/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz823","ark:/21198/zz0028tr8x","2","Completed","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_N44_1942_U55.tif","","","","","","","cartographic","map","unknown","unknown","United States. Office of Strategic Services. Geography Division.","eng","Water-supply--Belgium--Maps","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Water supply in Belgium","Reproduction Branch, OSS","drawn in the Geography Division, O.S.S.|~|""Map no. 611.""","dcu|~|[Washington, D.C.?]","1 map ; 27 x 30 cm.","Belgium","","G6011 N44 1942 U55","","","1000000","","G6011_N44_1942_U55|~|DR710F1","Provisional ed.","1942","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz823","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz823/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002cz83m","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR710F1/G6011_P1_OSS_1944.tif","","","","","","","cartographic","map|~|Road maps.","unknown","unknown","","eng","","","Belgium--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Belgium","","","","","Belgium","","","","","","","G6011_P1_OSS_1944|~|DR710F1","","1944","1944","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz83m","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz83m/manifest"
