"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Name.creator","Language","Subject","Rights.permission","Subject geographic","Author","Name.cartographer","Name.repository","Name.subject","Title","Publisher.publisherName","Description.note","Publisher.placeOfOrigin","Format.extent","Coverage.geographic","Alt ID.oclc","AltIdentifier.callNo","Alt ID.catalogRecordNumber","Opac url","Coverage.geoscale","AltTitle.uniform","Alt ID.local","Description.caption","Date.creation","Date.normalized","Alt ID.lccn","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6c8f","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_P6_1913_W34_1996_sheet3.tif","","","","","","","cartographic","map","unknown","unknown","","","","","Germany--Maps|~|Poznań (Poland)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Pozan, Poland (formerly Posen, Germany) 1913 Map Index (page 3)","","","","","","","","","","","","G6524_P6_1913_W34_1996_sheet3|~|DR1166F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6c8f","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6c8f/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6c9z","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_S93_1890_W34_1996.tif","","","","","","","cartographic","map","unknown","unknown","","ger","Szczecin (Poland)--Maps.","","Szczecin (Poland)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Stettin.","","","","","Szczecin (Poland)","","","","","","","G6524_S93_1890_W34_1996|~|DR1166F1","","1996","1996","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6c9z","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6c9z/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cbg","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_var_OSS_1944.tif","","","","","","","cartographic","map","unknown","unknown","","eng|~|ger","","","Szczecin (Poland)--Maps.|~|Świnoujście (Poland)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Ports of Stettin and Swinemünde, Poland","","","","","Świnoujście (Poland)|~|Szczecin (Poland)","","","","","","","G6524_var_OSS_1944|~|DR1166F1","","1944","1944","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cbg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cbg/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cc0","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_W3_1892_W34_1996_sheet1.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Warsaw Metropolitan Area (Poland)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Warschau","","","","","Warsaw Metropolitan Area (Poland)","","","","","","","G6524_W3_1892_W34_1996_sheet1|~|DR1166F1","","1996","1996","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cc0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cc0/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cdh","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_W3_1892_W34_1996_sheet2.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Warsaw Metropolitan Area (Poland)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Warshau","","","","","Warsaw (Poland)","","","","","","","G6524_W3_1892_W34_1996_sheet2|~|DR1166F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cdh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cdh/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cgj","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_W3_1892_W34_1996_sheet4.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6524_W3_1892_W34_1996_sheet4","","","","","","","","","","","","G6524_W3_1892_W34_1996_sheet4|~|DR1166F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cgj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cgj/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6ch2","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_W3_1892_W34_1996_sheet5.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6524_W3_1892_W34_1996_sheet5","","","","","","","","","","","","G6524_W3_1892_W34_1996_sheet5|~|DR1166F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6ch2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6ch2/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cjk","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F1/G6524_Warsaw_Hup_1780_1972.tif","","","","","","","cartographic","map","unknown","unknown","Historic Urban Plans (Firm).","fre","Early maps--Facsimiles","","Warsaw Metropolitan Area (Poland)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Varsovie","","","","","Warsaw Metropolitan Area (Poland)","","","","","","","G6524_Warsaw_Hup_1780_1972|~|DR1166F1","","1972|~|1780","1972","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cjk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cjk/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cmm","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6511_E1_1945_U55_sheet1.tif","","","","","","","cartographic","map","unknown","unknown","","eng","","","Hungary--Maps|~|Czechoslovakia--Maps|~|Austria--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","The Border Areas: Austria, Hungary, Czechoslovakia","","","","","Hungary|~|Czechoslovakia|~|Austria","","","","","","","G6511_E1_1945_U55_sheet1|~|DR1166F2","","1945","1945","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cmm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cmm/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cn4","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6511_E1_1945_U55_sheet2.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6511_E1_1945_U55_sheet2","","","","","","","","","","","","G6511_E1_1945_U55_sheet2|~|DR1166F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cn4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cn4/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cpn","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6511_F3_1M_FB_1939.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Sudetenland (Czech Republic)--Maps.|~|Czechoslovakia--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Sudetenland und die neugestaltete Tschecho Slowakei","","","","","Czechoslovakia|~|Sudetenland (Czech Republic)","","","","","","Sudetenland and Czechoslovakia redesigned","G6511_F3_1M_FB_1939|~|DR1166F2","","1939","1939","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cpn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cpn/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cq5","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6511_F5_VAR_LD_1920.tif","","","","","","","cartographic","map","unknown","unknown","","eng","","","Czechoslovakia--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Czecho-Slovakia","","","","","Czechoslovakia","","","","","","","G6511_F5_VAR_LD_1920|~|DR1166F2","","1920","1920","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cq5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cq5/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6crp","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6511_P1_500_Koci_1920_sheet1.tif","","","","private","","","cartographic","map","unknown","unknown","","cze","Maps--Political aspects.","","Czechoslovakia--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Politická mapa Republiky Československé","","","","","Czechoslovakia","","","","","","Political map of the Czechoslovak Republic","G6511_P1_500_Koci_1920_sheet1|~|DR1166F2","","1920","1920","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6crp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6crp/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cs6","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6511_P1_500_Koci_1920_sheet2.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6511_P1_500_Koci_1920_sheet2","","","","","","","","","","","","G6511_P1_500_Koci_1920_sheet2|~|DR1166F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cs6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cs6/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6ctq","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6511_P1_500_Koci_1920_sheet3.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6511_P1_500_Koci_1920_sheet3","","","","","","","","","","","","G6511_P1_500_Koci_1920_sheet3|~|DR1166F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6ctq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6ctq/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cv7","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6512_200_1929.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6512_200_1929","","","","","","","","","","","","G6512_200_1929|~|DR1166F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cv7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cv7/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cwr","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6512_200_NP_1937.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Czechoslovakia--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Generalkarte der Tschechoslowakei","","","","","Czechoslovakia","","","","","","General map of Czechoslovakia","G6512_200_NP_1937|~|DR1166F2","","1937","1937","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cwr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cwr/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6cx8","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6512_360_SSS_1920s.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6512_360_SSS_1920s","","","","","","","","","","","","G6512_360_SSS_1920s|~|DR1166F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6cx8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6cx8/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6czs","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6512_75_GSGS_1926.tif","","","","","","","cartographic","map","unknown","unknown","","rus|~|cze|~|eng|~|fre","","","Hungary--Maps|~|Czechoslovakia--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Rectification of the Frontier Between Hungary and Czechoslovakia","","","","","Hungary|~|Czechoslovakia","","","","","","","G6512_75_GSGS_1926|~|DR1166F2","","1926","1926","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6czs","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6czs/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d0s","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6512_Battle_of_Austerlitz_R3_30_1805.tif","","","","","","","cartographic","map","unknown","unknown","","fre","Austerlitz, Battle of, Czech Republic, 1805--Maps.","","Czechoslovakia--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Bataille d'Austerlitz, 2 Decembre 1805.","","","","","Czech Republic","","","","","","","G6512_Battle_of_Austerlitz_R3_30_1805|~|DR1166F2","","1805","1805","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d0s","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d0s/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d19","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6513_Slovakia_E1_750_DAI_1940.tif","","","","","","","cartographic","map","unknown","unknown","","ger","Soils--Czechoslovakia--Maps.","","Czechoslovakia--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Volksbodenkarte Der Slowakei","","","","","Czechoslovakia","","","","","","The Slovakia national soil map","G6513_Slovakia_E1_750_DAI_1940|~|DR1166F2","","1940","1940","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d19","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d19/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d2t","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6514_B8_1887_W34_1996.tif","","","","","","","cartographic","map","unknown","unknown","","ger","Brno (Czech Republic)--Maps.","","Brno (Czech Republic)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Brünn.","","","","","Czech Republic","","","","","","","G6514_B8_1887_W34_1996|~|DR1166F2","","1996","1996","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d2t","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d2t/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d3b","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6514_P7E43_1800_S47a.tif","","","","","","","cartographic","map","unknown","unknown","","","","","Prague Metropolitan Area (Czech Republic)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Prague's Jewish City","","","","","","","","","","","","G6514_P7E43_1800_S47a|~|DR1166F2","","","1800","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d3b","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d3b/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d4v","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6514_P7E43_1800_S47b.tif","","","","","","","cartographic","map","unknown","unknown","","eng|~|ger","","","Prague Metropolitan Area (Czech Republic)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Die Prager Judenstadt","","","","","","","","","","","","G6514_P7E43_1800_S47b|~|DR1166F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d4v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d4v/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d5c","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6514_P7_1493_S3_1969.tif","","","","","","","cartographic","map","unknown","unknown","","pol","Maps--Facsimiles","","Prague Metropolitan Area (Czech Republic)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Praga","","","","","Prague","","","","","","","G6514_P7_1493_S3_1969|~|DR1166F2","","1969|~|1493","1969","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d5c","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d5c/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d6w","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6514_P7_1891_W34_1996.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Prague Metropolitan Area (Czech Republic)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Prag.","","","","","Prague Metropolitan Area (Czech Republic)","","","","","","","G6514_P7_1891_W34_1996|~|DR1166F2","","1996|~|1891","1996","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d6w","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d6w/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d7d","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6519_B7_1887_W34_1996_sheet1.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Bratislava Metropolitan Area (Slovakia)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Pressburg.","","","","","Bratislava Metropolitan Area (Slovakia)","","","","","","","G6519_B7_1887_W34_1996_sheet1|~|DR1166F2","","1996|~|1887","1996","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d7d","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d7d/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6d9f","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR1166F2/G6519_B7_1887_W34_1996_sheet3.tif","","","","","","","cartographic","map","unknown","unknown","","","","","Bratislava Metropolitan Area (Slovakia)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Bratislava, Slovakia (formerly Pressburg, Austria-Hungary) 1887 Map Index (page 3)","","","","","","","","","","","","G6519_B7_1887_W34_1996_sheet3|~|DR1166F2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6d9f","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6d9f/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dbz","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G299_Berlin_25_VCG_1942.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Berlin (Germany)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Berlin","","","","","","","","","","","","G299_Berlin_25_VCG_1942|~|DR906F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dbz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dbz/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dcg","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_140_GSGS_1944.tif","","","","","","","cartographic","map","unknown","unknown","","eng","","","Berlin (Germany)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Berlin","","","","","Berlin (Germany)","","","","","","","G6084_Berlin_140_GSGS_1944|~|DR906F1","","1944","1944","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dcg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dcg/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dd0","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_18_AG_ND.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Berlin (Germany)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Neuer Plan von Berlin mit Nächster Umgebung.","","","","","Berlin (Germany)","","","","","","","G6084_Berlin_18_AG_ND|~|DR906F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dd0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dd0/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dfh","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_20_Kiessling_1908.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Berlin (Germany)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Plan von Berlin. Verlag von Alexius Kiessling, Berlin S.W.","","","","","Berlin (Germany)","","","","","","","G6084_Berlin_20_Kiessling_1908|~|DR906F1","","1908","1908","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dfh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dfh/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dg1","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_250_SPK_1874_1979.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Berlin (Germany)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Topographische Karte der Gegend um Berlin.","","","","","Berlin (Germany)","","","","","","Topographic map of the area around Berlin.","G6084_Berlin_250_SPK_1874_1979|~|DR906F1","","1979|~|1874","1979","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dg1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dg1/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dhj","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_25_PP_1936.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6084_Berlin_25_PP_1936","","","","","","","","","","","","G6084_Berlin_25_PP_1936|~|DR906F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dhj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dhj/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dj2","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_25_PP_1940.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G6084_Berlin_25_PP_1940","","","","","","","","","","","","G6084_Berlin_25_PP_1940|~|DR906F1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dj2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dj2/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dkk","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_25_VCG_1942.tif","","","","","","","cartographic","map","unknown","unknown","","ger","","","Berlin (Germany)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Berlin","","","","","Berlin (Germany)","","","","","","","G6084_Berlin_25_VCG_1942|~|DR906F1","","1942","1942","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dkk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dkk/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h6dm3","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR906F1/G6084_Berlin_50_GSGS_1945.tif","","","","","","","cartographic","map","unknown","unknown","","eng","","","Berlin (Germany)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Throughway Plan of Berlin","","","","","Berlin (Germany)","","","","","","","G6084_Berlin_50_GSGS_1945|~|DR906F1","","1945","1945","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6dm3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6dm3/manifest"
