"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Name.other","Name.creator","Language","Subject","Rights.permission","Subject geographic","Author","Name.cartographer","Name.repository","Name.subject","Title","Date.creation","Publisher.publisherName","Description.note","Publisher.placeOfOrigin","Format.extent","Coverage.geographic","Alt ID.oclc","AltIdentifier.callNo","Alt ID.catalogRecordNumber","Opac url","Coverage.geoscale","AltTitle.uniform","Alt ID.local","Description.caption","Date.normalized","Alt ID.lccn","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwf49","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4121_F7_1m_WDC_1930.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4121_F7_1m_WDC_1930","","","","","","","","","","","","","G4121_F7_1m_WDC_1930|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwf49","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwf49/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwf5t","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4121_G52_1m_WCDMD_1934.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4121_G52_1m_WCDMD_1934","","","","","","","","","","","","","G4121_G52_1m_WCDMD_1934|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwf5t","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwf5t/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwf6b","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4121_J4_1m_USSCS_1934.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4121_J4_1m_USSCS_1934","","","","","","","","","","","","","G4121_J4_1m_USSCS_1934|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwf6b","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwf6b/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwf7v","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4121_K2_1_5m_WCDMD_1934.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4121_K2_1_5m_WCDMD_1934","","","","","","","","","","","","","G4121_K2_1_5m_WCDMD_1934|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwf7v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwf7v/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwf8c","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4121_S_Aitchison_1941.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4121_S_Aitchison_1941","","","","","","","","","","","","","G4121_S_Aitchison_1941|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwf8c","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwf8c/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwf9w","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_Fox_River_Valley_CPR_1931.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_Fox_River_Valley_CPR_1931","","","","","","","","","","","","","G4122_Fox_River_Valley_CPR_1931|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwf9w","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwf9w/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfbd","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_G46_LJ_1836.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_G46_LJ_1836","","","","","","","","","","","","","G4122_G46_LJ_1836|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfbd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfbd/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfcx","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_Green_Bay_Area_G46_NS_NP_1821.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_Green_Bay_Area_G46_NS_NP_1821","","","","","","","","","","","","","G4122_Green_Bay_Area_G46_NS_NP_1821|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfcx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfcx/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfdf","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_Green_Bay_P5_126_CTE_1845_46.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_Green_Bay_P5_126_CTE_1845_46","","","","","","","","","","","","","G4122_Green_Bay_P5_126_CTE_1845_46|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfdf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfdf/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwffz","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_J3_190_USBS_1913.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_J3_190_USBS_1913","","","","","","","","","","","","","G4122_J3_190_USBS_1913|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwffz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwffz/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfgg","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_Lake_Winnebago_6_5_USGS_1911.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_Lake_Winnebago_6_5_USGS_1911","","","","","","","","","","","","","G4122_Lake_Winnebago_6_5_USGS_1911|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfgg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfgg/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfh0","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_P53_NS_US_Cong.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_P53_NS_US_Cong","","","","","","","","","","","","","G4122_P53_NS_US_Cong|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfh0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfh0/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfjh","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_P5_3_6_USTE_1836.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_P5_3_6_USTE_1836","","","","","","","","","","","","","G4122_P5_3_6_USTE_1836|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfjh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfjh/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfk1","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4122_P5_Z_TT_1836.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4122_P5_Z_TT_1836","","","","","","","","","","","","","G4122_P5_Z_TT_1836|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfk1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfk1/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfn2","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4123_J3_190_USBS_1909.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4123_J3_190_USBS_1909","","","","","","","","","","","","","G4123_J3_190_USBS_1909|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfn2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfn2/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfpk","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Green_Bay_GBCC_1936.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Green_Bay_GBCC_1936","","","","","","","","","","","","","G4124_Green_Bay_GBCC_1936|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfpk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfpk/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfq3","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Kenosha_P55_CE_1870.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Kenosha_P55_CE_1870","","","","","","","","","","","","","G4124_Kenosha_P55_CE_1870|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfq3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfq3/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfrm","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_La_Crosse_NS_NP_ND.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_La_Crosse_NS_NP_ND","","","","","","","","","","","","","G4124_La_Crosse_NS_NP_ND|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfrm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfrm/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfs4","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_M2_1836_S8_1971.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_M2_1836_S8_1971","","","","","","","","","","","","","G4124_M2_1836_S8_1971|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfs4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfs4/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwftn","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Manitowoc_P55_2_4_USTE_1856.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Manitowoc_P55_2_4_USTE_1856","","","","","","","","","","","","","G4124_Manitowoc_P55_2_4_USTE_1856|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwftn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwftn/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfv5","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Milwaukee_G45_11_BHC_1933.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Milwaukee_G45_11_BHC_1933","","","","","","","","","","","","","G4124_Milwaukee_G45_11_BHC_1933|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfv5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfv5/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfwp","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Milwaukee_P5_1836.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Milwaukee_P5_1836","","","","","","","","","","","","","G4124_Milwaukee_P5_1836|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfwp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfwp/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfx6","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Milwaukee_P5_CE_1871.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Milwaukee_P5_CE_1871","","","","","","","","","","","","","G4124_Milwaukee_P5_CE_1871|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfx6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfx6/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwfzq","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Racine_P5_2_4_CE_1871.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Racine_P5_2_4_CE_1871","","","","","","","","","","","","","G4124_Racine_P5_2_4_CE_1871|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwfzq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwfzq/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg0q","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Sheboygan_P55_1_5_CE_1871.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Sheboygan_P55_1_5_CE_1871","","","","","","","","","","","","","G4124_Sheboygan_P55_1_5_CE_1871|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg0q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg0q/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg17","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Sheboygan_P55_2_4_USCTE_1856.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Sheboygan_P55_2_4_USCTE_1856","","","","","","","","","","","","","G4124_Sheboygan_P55_2_4_USCTE_1856|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg17","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg17/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg2r","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Sheboygan_WIS_G2_13.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Sheboygan_WIS_G2_13","","","","","","","","","","","","","G4124_Sheboygan_WIS_G2_13|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg2r","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg2r/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg38","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Superior_P5_2_4_CE_1870.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Superior_P5_2_4_CE_1870","","","","","","","","","","","","","G4124_Superior_P5_2_4_CE_1870|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg38","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg38/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg4s","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F1/G4124_Waukesha.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4124_Waukesha","","","","","","","","","","","","","G4124_Waukesha|~|DR356F1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg4s","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg4s/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg59","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4125_1_2m_USACE_1976.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4125_1_2m_USACE_1976","","","","","","","","","","","","","G4125_1_2m_USACE_1976|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg59","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg59/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg6t","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4126_250_VAR_1875.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4126_250_VAR_1875","","","","","","","","","","","","","G4126_250_VAR_1875|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg6t","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg6t/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg7b","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4126_S12_4_3m_SL_ND.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4126_S12_4_3m_SL_ND","","","","","","","","","","","","","G4126_S12_4_3m_SL_ND|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg7b","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg7b/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwg8v","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4126_S12_NS_GNR_1927.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4126_S12_NS_GNR_1927","","","","","","","","","","","","","G4126_S12_NS_GNR_1927|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwg8v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwg8v/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwgbw","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4127_4_5m_JW_1860.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4127_4_5m_JW_1860","","","","","","","","","","","","","G4127_4_5m_JW_1860|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwgbw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwgbw/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwgdx","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4127_Dakota_Montana_Missouri_5m_CE_1886.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4127_Dakota_Montana_Missouri_5m_CE_1886","","","","","","","","","","","","","G4127_Dakota_Montana_Missouri_5m_CE_1886|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwgdx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwgdx/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwgff","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4127_JW_1864.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4127_JW_1864","","","","","","","","","","","","","G4127_JW_1864|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwgff","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwgff/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwggz","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F2/G4127_Montana_Dakota_R3_800_CE_1876.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4127_Montana_Dakota_R3_800_CE_1876","","","","","","","","","","","","","G4127_Montana_Dakota_R3_800_CE_1876|~|DR356F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwggz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwggz/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwgj0","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F3/G4131_A4_NGS_1936.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4131_A4_NGS_1936","","","","","","","","","","","","","G4131_A4_NGS_1936|~|DR356F3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwgj0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwgj0/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwgkh","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F3/G4132_1125_Bowen_c_1858.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4132_1125_Bowen_c_1858","","","","","","","","","","","","","G4132_1125_Bowen_c_1858|~|DR356F3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwgkh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwgkh/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwgm1","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F3/G4132_1_2m_Warren_1857.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4132_1_2m_Warren_1857","","","","","","","","","","","","","G4132_1_2m_Warren_1857|~|DR356F3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwgm1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwgm1/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002hwgnj","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR356F3/G4132_200_SGO_1856.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G4132_200_SGO_1856","","","","","","","","","","","","","G4132_200_SGO_1856|~|DR356F3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwgnj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwgnj/manifest"
