"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Visibility","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Name.subject","Name.donor","Rights.rightsHolderContact","Name.repository","Subject","Rights.copyrightStatus","Publisher.publisherName","Name.designer","Name.creator","Name.contributor","Format.extent","AltTitle.uniform","AltIdentifier.local","Relation.isPartOf","Date.creation","Title","Format.medium","Format.dimensions","Date.normalized","Description.note","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Roybal (Edward R.) Photograph Collection","ark:/21198/zz0014s9vz","ark:/21198/zz000s3hxd","2","Completed","Work","csrc/masters/21198-zz0014s9vz-1-master.tif","private","","","","still image","Black-and-white photographs","Roybal, Edward Ross, 1916-2005","Roybal Family","Roybal Family Trust","UCLA Chicano Studies Research Center Library & Archive","","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","","","","","1 Photograph","Edward R. Roybal Papers","CSRC_ROYBAL-HAYNES_1962_26.tif","Edward Ross Roybal Papers, 1953-1756","1962","CSRC_ROYBAL-HAYNES_1962_26.tif","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s9vz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014s9vz/manifest"
"Roybal (Edward R.) Photograph Collection","ark:/21198/zz0014sbgr","ark:/21198/zz000s3hxd","2","Completed","Work","csrc/masters/21198-zz0014sbgr-1-master.tif","private","","","","still image","Black-and-white photographs","Roybal, Edward Ross, 1916-2005","Roybal Family","Roybal Family Trust","UCLA Chicano Studies Research Center Library & Archive","","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","","","","","1 Photograph","Edward R. Roybal Papers","CSRC_ROYBAL-HAYNES_1962_22.tif","Edward Ross Roybal Papers, 1953-1751","1962","CSRC_ROYBAL-HAYNES_1962_22.tif","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sbgr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sbgr/manifest"
"Roybal (Edward R.) Photograph Collection","ark:/21198/zz0014sbh8","ark:/21198/zz000s3hxd","2","Completed","Work","csrc/masters/21198-zz0014sbh8-1-master.tif","private","","","","still image","Black-and-white photographs","Roybal, Edward Ross, 1916-2005","Roybal Family","Roybal Family Trust","UCLA Chicano Studies Research Center Library & Archive","","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","","","","","1 Photograph","Edward R. Roybal Papers","CSRC_ROYBAL-HAYNES_1962_24.tif","Edward Ross Roybal Papers, 1953-1750","1962","CSRC_ROYBAL-HAYNES_1962_24.tif","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sbh8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sbh8/manifest"
"Roybal (Edward R.) Photograph Collection","ark:/21198/zz0014sbk9","ark:/21198/zz000s3hxd","2","Completed","Work","csrc/masters/21198-zz0014sbk9-1-master.tif","private","","","","still image","Black-and-white photographs","Roybal, Edward Ross, 1916-2005","Roybal Family","Roybal Family Trust","UCLA Chicano Studies Research Center Library & Archive","","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","","","","","1 Photograph","Edward R. Roybal Papers","CSRC_ROYBAL-HAYNES_1962_25.tif","Edward Ross Roybal Papers, 1953-1748","1962","CSRC_ROYBAL-HAYNES_1962_25.tif","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sbk9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sbk9/manifest"
"Roybal (Edward R.) Photograph Collection","ark:/21198/zz0014sffp","ark:/21198/zz000s3hxd","2","Completed","Work","csrc/masters/21198-zz0014sffp-1-master.tif","private","","","","still image","Black-and-white photographs","Roybal, Edward Ross, 1916-2005","Roybal Family","Roybal Family Trust","UCLA Chicano Studies Research Center Library & Archive","","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","","","","","1 Photograph","Edward R. Roybal Papers","CSRC_ROYBAL-HAYNES_1962_28.tif","Edward Ross Roybal Papers, 1953-1742","1962","CSRC_ROYBAL-HAYNES_1962_28.tif","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sffp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sffp/manifest"
"Roybal (Edward R.) Photograph Collection","ark:/21198/zz00159sfn","ark:/21198/zz000s3hxd","1","In progress","Work","csrc/masters/21198-zz00159sfn-1-master.tif","private","","","","still image","Black-and-white photographs","","Roybal Family","Roybal Family Trust","UCLA Chicano Studies Research Center Library & Archive","","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","","","","","1 photograph","Edward R. Roybal Papers","CSRC_ROYBAL-HAYNES_1962_81.tif","Edward Ross Roybal Papers, 1953-1699","1962","CSRC_ROYBAL-HAYNES_1962_81.tif","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00159sfn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00159sfn/manifest"
