"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz000rx7vv","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rx7vv-1-master.tif","","","74","","","text","","","","","","Page 050","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rx7vv",""
"Picart (Bernard) Collection","ark:/21198/zz000rx7wc","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rx7wc-1-master.tif","","","75","","","text","","","","","","Page 051","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rx7wc",""
"Picart (Bernard) Collection","ark:/21198/zz000rx7xw","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rx7xw-1-master.tif","","","76","","","text","","","","","","Page 052","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rx7xw",""
"Picart (Bernard) Collection","ark:/21198/zz000rx7zd","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rx7zd-1-master.tif","","","77","","","text","","","","","","Page 053","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rx7zd",""
"Picart (Bernard) Collection","ark:/21198/zz000rx80d","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rx80d-1-master.tif","","","78","","","text","","","","","","Page 054","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rx80d",""
"Picart (Bernard) Collection","ark:/21198/zz000rx81x","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rx81x-1-master.tif","","","79","","","text","","","","","","Page 055","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rx81x",""
"Picart (Bernard) Collection","ark:/21198/zz000rx82f","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rx82f-1-master.tif","","","80","","","text","","","","","","Page 056","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rx82f",""
"Picart (Bernard) Collection","ark:/21198/zz000rz6vt","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz6vt-1-master.tif","","","81","","","text","","","","","","Page 057","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz6vt",""
"Picart (Bernard) Collection","ark:/21198/zz000rz6wb","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz6wb-1-master.tif","","","82","","","text","","","","","","Page 058","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz6wb",""
"Picart (Bernard) Collection","ark:/21198/zz000rz6xv","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz6xv-1-master.tif","","","83","","","text","","","","","","Page 059","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz6xv",""
"Picart (Bernard) Collection","ark:/21198/zz000rz6zc","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz6zc-1-master.tif","","","84","","","text","","","","","","Page 060","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz6zc",""
"Picart (Bernard) Collection","ark:/21198/zz000rz70c","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz70c-1-master.tif","","","85","","","text","","","","","","Page 061","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz70c",""
"Picart (Bernard) Collection","ark:/21198/zz000rz71w","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz71w-1-master.tif","","","86","","","text","","","","","","Page 062","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz71w",""
"Picart (Bernard) Collection","ark:/21198/zz000rz72d","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz72d-1-master.tif","","","87","","","text","","","","","","Page 063","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz72d",""
"Picart (Bernard) Collection","ark:/21198/zz000rz73x","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz73x-1-master.tif","","","88","","","text","","","","","","Page 064","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz73x",""
"Picart (Bernard) Collection","ark:/21198/zz000rz74f","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz74f-1-master.tif","","","89","","","text","","","","","","Page 065","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz74f",""
"Picart (Bernard) Collection","ark:/21198/zz000rz75z","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz75z-1-master.tif","","","90","","","text","","","","","","Page 066","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz75z",""
"Picart (Bernard) Collection","ark:/21198/zz000rz76g","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz76g-1-master.tif","","","91","","","still image","","","","","","Le BAPTÊME ADMINISTRÉ par un PRÊTRE.","r","","Le BAPTÊME ADMINISTRÉ par un PRÊTRE.Le BAPTÊME ADMINISTRÉ par la SAGE-FEMME.B. Picart sculp. dir. 1722.","Page 066a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz76g",""
"Picart (Bernard) Collection","ark:/21198/zz000rz770","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz770-1-master.tif","","","92","","","text","","","","","","Page 066b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz770",""
"Picart (Bernard) Collection","ark:/21198/zz000rz78h","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz78h-1-master.tif","","","93","","","text","","","","","","Page 067","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz78h",""
"Picart (Bernard) Collection","ark:/21198/zz000rz791","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz791-1-master.tif","","","94","","","text","","","","","","Page 068","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz791",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7bj","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7bj-1-master.tif","","","95","","","still image","","","","","","CEREMONIE de la CONFIRMATION.","r","","CEREMONIE de la CONFIRMATION.Autre Maniere de CONFIRMER.B. Picart sculp. dir. 1723.","Page 068a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7bj",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7c2","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7c2-1-master.tif","","","96","","","text","","","","","","Page 068b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7c2",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7dk","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7dk-1-master.tif","","","97","","","text","","","","","","Page 069","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7dk",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7f3","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7f3-1-master.tif","","","98","","","text","","","","","","Page 070","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7f3",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7gm","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7gm-1-master.tif","","","99","","","still image","","","","","","La COMMUNION.","r","","La COMMUNION.Le VIATIQUE.B. Picart sculp. dir. 1722.","Page 070a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7gm",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7h4","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7h4-1-master.tif","","","100","","","text","","","","","","Page 070b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7h4",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7jn","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7jn-1-master.tif","","","101","","","text","","","","","","Page 071","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7jn",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7k5","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7k5-1-master.tif","","","102","","","text","","","","","","Page 072","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7k5",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7mp","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7mp-1-master.tif","","","103","","","text","","","","","","Page 073","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7mp",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7n6","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7n6-1-master.tif","","","104","","","text","","","","","","Page 074","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7n6",""
"Picart (Bernard) Collection","ark:/21198/zz000rz7pq","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rz7pq-1-master.tif","","","105","","","text","","","","","","Page 075","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rz7pq",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjp2","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjp2-1-master.tif","","","106","","","text","","","","","","Page 076","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjp2",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjqk","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjqk-1-master.tif","","","107","","","still image","","","","","","La CONFESSION.","r","","La CONFESSION.EXTREME ONCTION.B. Picart sculp. dir. 1724.","Page 076a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjqk",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjr3","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjr3-1-master.tif","","","108","","","text","","","","","","Page 076b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjr3",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjsm","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjsm-1-master.tif","","","109","","","text","","","","","","Page 077","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjsm",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjt4","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjt4-1-master.tif","","","110","","","text","","","","","","Page 078","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjt4",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjvn","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjvn-1-master.tif","","","111","","","still image","","","","","","Les PENITENS se PRESENTENT.","r","","Les PENITENS se PRESENTENT.On leur met le CILICE.On les met hors de L'EGLISE.Ils sont devant la porte de l'Eglise, les CIERGES ETEINTS.On les fait RENTRER, en les prenant par la main.Pendant qu'il sont à genoux, on RECITE les LITANIES.B. Picart sculp. dir. 1722.","Page 078a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjvn",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjw5","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjw5-1-master.tif","","","112","","","text","","","","","","Page 078b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjw5",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjxp","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjxp-1-master.tif","","","113","","","text","","","","","","Page 079","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjxp",""
"Picart (Bernard) Collection","ark:/21198/zz000rzjz6","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzjz6-1-master.tif","","","114","","","text","","","","","","Page 080","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzjz6",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk06","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk06-1-master.tif","","","115","","","still image","","","","","","DÉGRADATION de L'EVÊQUE.","r","","DÉGRADATION de L'EVÊQUE.RETABLISSEMENT de celui qui avoit êté DÉGRADÉ.L'EXCOMMUNICATION à chandelles éteintes.RETABLISSEMENT d'un EXCOMMUNIÉ.RECONCILIATION de L'HERETIQUE.L'HERETIQUE conduit aux pieds de l'Autel par L'EVÊQUE.B. Picart sculp. dir. 1723.","Page 080a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk06",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk1q","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk1q-1-master.tif","","","116","","","text","","","","","","Page 080b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk1q",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk27","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk27-1-master.tif","","","117","","","text","","","","","","Page 081","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk27",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk3r","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk3r-1-master.tif","","","118","","","text","","","","","","Page 082","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk3r",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk48","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk48-1-master.tif","","","119","","","text","","","","","","Page 083","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk48",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk5s","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk5s-1-master.tif","","","120","","","text","","","","","","Page 084","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk5s",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk69","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk69-1-master.tif","","","121","","","text","","","","","","Page 085","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk69",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk7t","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk7t-1-master.tif","","","122","","","","","text","","","","Page 086","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk7t",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk8b","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk8b-1-master.tif","","","123","","","text","","","","","","Page 087","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk8b",""
"Picart (Bernard) Collection","ark:/21198/zz000rzk9v","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzk9v-1-master.tif","","","124","","","text","","","","","","Page 088","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzk9v",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkbc","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkbc-1-master.tif","","","125","","","text","","","","","","Page 089","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkbc",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkcw","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkcw-1-master.tif","","","126","","","text","","","","","","Page 090","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkcw",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkdd","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkdd-1-master.tif","","","127","","","text","","","","","","Page 091","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkdd",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkfx","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkfx-1-master.tif","","","128","","","text","","","","","","Page 092 (image error)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkfx",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkgf","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkgf-1-master.tif","","","129","","","text","","","","","","Page 093","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkgf",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkhz","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkhz-1-master.tif","","","130","","","text","","","","","","Page 094","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkhz",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkjg","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkjg-1-master.tif","","","131","","","text","","","","","","Page 095","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkjg",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkk0","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkk0-1-master.tif","","","132","","","text","","","","","","Page 096","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkk0",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkmh","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkmh-1-master.tif","","","133","","","text","","","","","","Page 097","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkmh",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkn1","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkn1-1-master.tif","","","134","","","text","","","","","","Page 098","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkn1",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkpj","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkpj-1-master.tif","","","135","","","text","","","","","","Page 098a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkpj",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkq2","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkq2-1-master.tif","","","136","","","still image","","","","","","L'EXPOSISION du CORPS à la Porte du Logis.","v","","L'EXPOSISION du CORPS à la Porte du Logis.L'ÔFRANDE du PAIN et du VIN à la MESSE des MORTS.B. Picart sculp. dir. 1724.","Page 098b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkq2",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkrk","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkrk-1-master.tif","","","137","","","text","","","","","","Page 099","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkrk",""
"Picart (Bernard) Collection","ark:/21198/zz000rzks3","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzks3-1-master.tif","","","138","","","text","","","","","","Page 100","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzks3",""
"Picart (Bernard) Collection","ark:/21198/zz000rzktm","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzktm-1-master.tif","","","139","","","text","","","","","","Page 100a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzktm",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkv4","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkv4-1-master.tif","","","140","","","still image","","","","","","Le CONVOI FUNÊBRE. (left side)","v","","Le CONVOI FUNÊBRE.LE CORPS EXPOSÉ dans le CHŒUR.","Page 100b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkv4",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkwn","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkwn-1-master.tif","","","141","","","still image","","","","","","Le CONVOI FUNÊBRE. (right side)","r","","Le CONVOI FUNÊBRE.On jette L'EAU BENITE sur le CORPS apres qu'on la DESCENDU dans la FOSSE.B. Picart sculp. dir. 1724.","Page 100c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkwn",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkx5","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkx5-1-master.tif","","","142","","","text","","","","","","Page 100d","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkx5",""
"Picart (Bernard) Collection","ark:/21198/zz000rzkzp","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzkzp-1-master.tif","","","143","","","text","","","","","","Page 101","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzkzp",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm0p","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm0p-1-master.tif","","","144","","","text","","","","","","Page 102","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm0p",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm16","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm16-1-master.tif","","","145","","","text","","","","","","Page 103","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm16",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm2q","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm2q-1-master.tif","","","146","","","text","","","","","","Page 104","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm2q",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm37","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm37-1-master.tif","","","147","","","text","","","","","","Page 105","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm37",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm4r","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm4r-1-master.tif","","","148","","","text","","","","","","Page 106","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm4r",""
