"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177vsq","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177vsq_499044_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vsq",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177vt7","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177vt7_499052_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vt7",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177vvr","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177vvr_499056_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vvr",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177vw8","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177vw8_499070_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vw8",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177vxs","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177vxs_499073_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vxs",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177vz9","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177vz9_499077_master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vz9",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177w09","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177w09_499083_master.tif","7","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177w09",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177w1t","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177w1t_499091_master.tif","8","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177w1t",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177w2b","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177w2b_499094_master.tif","9","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177w2b",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177w3v","ark:/21198/zz00177vqp","2","Completed","Page","wavav/images/masters/21198-zz00177w3v_499098_master.tif","10","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177w3v",""
