"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.interviewee","Language","Type.typeOfResource","Type.genre","Name.repository","Subject","Name.interviewer","Name.subject","Description.note","Date.creation","Date.normalized","Format.extent","Title","AltTitle.uniform","Alt ID.local","Description.abstract","Opac url","Finding Aid URL","IIIF Access URL","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002c4jrj","","2","Completed","Collection","","","","","","","","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","Entertainers $v Interviews|~|Authors $v Interviews","Newquist, Roy","","Roy Newquist (b.1925) was a copy supervisor for various advertising agencies in Minneapolis and Chicago (1951-63), a literary editor for Chicago's American and a critic for the New York Post (1963). He also hosted a radio program called Counterpoint, WQXR, New York. His published books include Counterpoint (1964) and Conversations (1967). The collection consists of audiotape recorded interviews and documentation related to interviews of various authors and entertainers conducted by Newquist.","[between 1963 and 1967?]","1963/1967","","Ephraim Sales Collection of Tapes and Transcripts of Interviews by Roy Newquist, circa 1963-1967","Sales (Ephraim) Collection of Tapes and Transcripts of Interviews by Roy Newquist","LSC.1494|~|OCLC: (OCoLC)38929756","Newquist was born July 25, 1925 in Ashland Wisconsin; attended Marquette University (1943-46) and University of Wisconsin (1946-49); copy supervisor for various advertising agencies in Minneapolis and Chicago, 1951-63; became literary editor for Chicago's American and a critic for the New York Post in 1963; hosted a radio program called Counterpoint, WQXR, New York; published books include Counterpoint (1964) and Conversations (1967).","https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9929767403606533","https://oac.cdlib.org/findaid/ark:/13030/kt0h4nc5cz/","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz002c4jrj"
