Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Visibility,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Name.subject,Name.donor,Rights.rightsHolderContact,Name.repository,Subject,Rights.copyrightStatus,Publisher.publisherName,Name.designer,Name.creator,Name.contributor,Format.extent,AltTitle.other,AltIdentifier.local,Relation.isPartOf,Date.creation,Title,Format.medium,Format.dimensions,Date.normalized,Description.note,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141gz2,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141gz2-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_18.tif,"Edward Ross Roybal Papers, 1953-1857",1957,CSRC_ROYBAL-HAYNES_1957_18.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141gz2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141gz2/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141h02,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141h02-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_29.tif,"Edward Ross Roybal Papers, 1953-1856",1957,CSRC_ROYBAL-HAYNES_1957_29.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141h02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141h02/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141h1k,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141h1k-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_16.tif,"Edward Ross Roybal Papers, 1953-1855",1957,CSRC_ROYBAL-HAYNES_1957_16.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141h1k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141h1k/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141h23,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141h23-1-master.tif,private,,,,still image,,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_20.tif,"Edward Ross Roybal Papers, 1953-1854",1957,CSRC_ROYBAL-HAYNES_1957_20.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141h23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141h23/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141h44,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141h44-1-master.tif,private,,,,still image,Black-and-white photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_27.tif,"Edward Ross Roybal Papers, 1953-1853",1957,CSRC_ROYBAL-HAYNES_1957_27.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141h44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141h44/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jjt,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jjt-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_38.tif,"Edward Ross Roybal Papers, 1953-1852",1957,CSRC_ROYBAL-HAYNES_1957_38.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jjt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jjt/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jkb,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jkb-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_35.tif,"Edward Ross Roybal Papers, 1953-1851",1957,CSRC_ROYBAL-HAYNES_1957_35.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jkb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jkb/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jmv,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jmv-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_37.tif,"Edward Ross Roybal Papers, 1953-1850",1957,CSRC_ROYBAL-HAYNES_1957_37.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jmv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jmv/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jnc,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jnc-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_30.tif,"Edward Ross Roybal Papers, 1953-1849",1957,CSRC_ROYBAL-HAYNES_1957_30.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jnc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jnc/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jpw,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jpw-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_31.tif,"Edward Ross Roybal Papers, 1953-1848",1957,CSRC_ROYBAL-HAYNES_1957_31.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jpw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jpw/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jqd,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jqd-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_36.tif,"Edward Ross Roybal Papers, 1953-1847",1957,CSRC_ROYBAL-HAYNES_1957_36.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jqd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jqd/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jrx,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jrx-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_32.tif,"Edward Ross Roybal Papers, 1953-1846",1957,CSRC_ROYBAL-HAYNES_1957_32.tif,,1 photograph,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jrx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jrx/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jsf,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jsf-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_39.tif,"Edward Ross Roybal Papers, 1953-1845",1957,CSRC_ROYBAL-HAYNES_1957_39.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jsf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jsf/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jtz,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jtz-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_34.tif,"Edward Ross Roybal Papers, 1953-1844",1957,CSRC_ROYBAL-HAYNES_1957_34.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jtz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jtz/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141jvg,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141jvg-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_33.tif,"Edward Ross Roybal Papers, 1953-1843",1957,CSRC_ROYBAL-HAYNES_1957_33.tif,,,,Visit to Mexico,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141jvg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141jvg/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141k3k,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141k3k-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_41.tif,"Edward Ross Roybal Papers, 1953-1842",1957,CSRC_ROYBAL-HAYNES_1957_41.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141k3k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141k3k/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141k5m,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141k5m-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_02.tif,"Edward Ross Roybal Papers, 1953-1841",1958,CSRC_ROYBAL-HAYNES_1958_02.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141k5m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141k5m/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141k64,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141k64-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_06.tif,"Edward Ross Roybal Papers, 1953-1840",1958,CSRC_ROYBAL-HAYNES_1958_06.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141k64,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141k64/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141k7n,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141k7n-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_07.tif,"Edward Ross Roybal Papers, 1953-1839",1958,CSRC_ROYBAL-HAYNES_1958_07.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141k7n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141k7n/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141k85,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141k85-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1957_40.tif,"Edward Ross Roybal Papers, 1953-1838",1957,CSRC_ROYBAL-HAYNES_1957_40.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141k85,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141k85/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141kb6,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141kb6-1-master.tif,private,,,,still image,,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_01.tif,"Edward Ross Roybal Papers, 1953-1837",1958,CSRC_ROYBAL-HAYNES_1958_01.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141kb6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141kb6/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141kcq,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141kcq-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_16.tif,"Edward Ross Roybal Papers, 1953-1836",1958,CSRC_ROYBAL-HAYNES_1958_16.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141kcq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141kcq/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141kd7,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141kd7-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_05.tif,"Edward Ross Roybal Papers, 1953-1835",1958,CSRC_ROYBAL-HAYNES_1958_05.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141kd7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141kd7/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141kqw,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141kqw-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_11.tif,"Edward Ross Roybal Papers, 1953-1834",1958,CSRC_ROYBAL-HAYNES_1958_11.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141kqw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141kqw/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141krd,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141krd-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_13.tif,"Edward Ross Roybal Papers, 1953-1833",1958,CSRC_ROYBAL-HAYNES_1958_13.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141krd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141krd/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141ksx,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141ksx-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_18.tif,"Edward Ross Roybal Papers, 1953-1832",1958,CSRC_ROYBAL-HAYNES_1958_18.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141ksx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141ksx/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141ktf,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141ktf-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_09.tif,"Edward Ross Roybal Papers, 1953-1831",1958,CSRC_ROYBAL-HAYNES_1958_09.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141ktf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141ktf/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141kvz,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141kvz-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1958_14.tif,"Edward Ross Roybal Papers, 1953-1830",1958,CSRC_ROYBAL-HAYNES_1958_14.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141kvz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141kvz/manifest
