Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject,Name.author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,Alt ID.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Description.abstract
St Gall Manuscripts,ark:/21198/zz00294wtk,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_050_r.tif,99,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 50r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294wv3,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_050_v.tif,100,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 50v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294wwm,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_051_r.tif,101,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 51r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294wx4,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_051_v.tif,102,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 51v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294wzn,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_052_r.tif,103,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 52r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x0n,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_052_v.tif,104,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 52v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x15,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_053_r.tif,105,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 53r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x2p,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_053_v.tif,106,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 53v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x36,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_054_r.tif,107,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 54r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x4q,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_054_v.tif,108,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 54v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x57,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_055_r.tif,109,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 55r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x6r,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_055_v.tif,110,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 55v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x78,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_056_r.tif,111,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 56r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x8s,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_056_v.tif,112,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 56v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294x99,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_057_r.tif,113,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 57r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xbt,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_057_v.tif,114,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 57v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xcb,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_058_r.tif,115,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 58r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xdv,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_058_v.tif,116,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 58v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xfc,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_059_r.tif,117,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 59r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xgw,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_059_v.tif,118,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 59v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xhd,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_060_r.tif,119,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 60r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xjx,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_060_v.tif,120,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 60v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xkf,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_061_r.tif,121,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 61r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xmz,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_061_v.tif,122,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 61v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xng,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_062_r.tif,123,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 62r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xp0,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_062_v.tif,124,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 62v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xqh,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_063_r.tif,125,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 63r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xr1,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_063_v.tif,126,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 63v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xsj,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_064_r.tif,127,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 64r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xt2,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_064_v.tif,128,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 64v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xvk,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_065_r.tif,129,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 65r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xw3,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_065_v.tif,130,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 65v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xxm,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_066_r.tif,131,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 66r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294xz4,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_066_v.tif,132,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 66v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z04,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_067_r.tif,133,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 67r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z1n,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_067_v.tif,134,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 67v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z25,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_068_r.tif,135,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 68r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z3p,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_068_v.tif,136,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 68v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z46,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_069_r.tif,137,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 69r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z5q,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_069_v.tif,138,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 69v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z67,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_070_r.tif,139,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 70r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z7r,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_070_v.tif,140,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 70v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z88,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_071_r.tif,141,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 71r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294z9s,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_071_v.tif,142,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 71v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zb9,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_072_r.tif,143,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 72r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zct,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_072_v.tif,144,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 72v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002c2cb1,ark:/21198/zz00294sdx,2,Completed,,,145,,,,,,,,,,,,,,,,,,f. 73r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002c8v8f,ark:/21198/zz00294sdx,1,In Progress,,,146,,,,,,,,,,,,,,,,,,f. 73v (needs image),,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002c8v9z,ark:/21198/zz00294sdx,2,Completed,,,147,,,,,,,,,,,,,,,,,,f. 74r [needs image],,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002c8vbg,ark:/21198/zz00294sdx,2,Completed,,,148,,,,,,,,,,,,,,,,,,f. 74v [needs image],,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zdb,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_075_r.tif,149,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 75r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zfv,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_075_v.tif,150,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 75v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zgc,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_076_r.tif,151,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 76r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zhw,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_076_v.tif,152,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 76v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zjd,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_077_r.tif,153,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 77r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zkx,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_077_v.tif,154,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 77v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zmf,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_078_r.tif,155,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 78r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294znz,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_078_v.tif,156,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 78v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zpg,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_079_r.tif,157,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 79r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zq0,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_079_v.tif,158,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 79v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zrh,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_080_r.tif,159,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 80r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zs1,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_080_v.tif,160,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 80v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294ztj,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_081_r.tif,161,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 81r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zv2,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_081_v.tif,162,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 81v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zwk,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_082_r.tif,163,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 82r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zx3,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_082_v.tif,164,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 82v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00294zzm,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_083_r.tif,165,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 83r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295002,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_083_v.tif,166,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 83v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029501k,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_084_r.tif,167,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 84r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295023,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_084_v.tif,168,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 84v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029503m,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_085_r.tif,169,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 85r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295044,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_085_v.tif,170,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 85v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029505n,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_086_r.tif,171,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 86r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295065,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_086_v.tif,172,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 86v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029507p,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_087_r.tif,173,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 87r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295086,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_087_v.tif,174,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 87v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029509q,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_088_r.tif,175,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 88r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950b7,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_088_v.tif,176,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 88v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950cr,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_089_r.tif,177,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 89r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950d8,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_089_v.tif,178,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 89v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950fs,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_090_r.tif,179,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 90r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950g9,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_090_v.tif,180,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 90v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950ht,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_091_r.tif,181,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 91r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950jb,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_091_v.tif,182,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 91v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950kv,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_092_r.tif,183,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 92r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950mc,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_092_v.tif,184,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 92v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950nw,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_093_r.tif,185,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 93r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950pd,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_093_v.tif,186,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 93v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950qx,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_094_r.tif,187,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 94r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950rf,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_094_v.tif,188,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 94v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950sz,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_095_r.tif,189,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 95r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950tg,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_095_v.tif,190,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 95v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950v0,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_096_r.tif,191,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 96r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950wh,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_096_v.tif,192,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 96v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950x1,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_097_r.tif,193,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 97r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002950zj,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_097_v.tif,194,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 97v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029510j,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_098_r.tif,195,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 98r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295112,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_098_v.tif,196,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 98v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029512k,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_099_r.tif,197,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 99r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295133,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_099_v.tif,198,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 99v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029514m,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_100_r.tif,199,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 100r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295154,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_100_v.tif,200,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 100v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029516n,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_101_r.tif,201,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 101r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295175,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_101_v.tif,202,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 101v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0029518p,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_102_r.tif,203,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 102r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00295196,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_102_v.tif,204,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 102v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002951bq,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_103_r.tif,205,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 103r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002951c7,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_103_v.tif,206,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 103v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002951dr,ark:/21198/zz00294sdx,2,Completed,Page,StGall/masters/csg-0279/srgb/napoli_4_104_r.tif,207,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 104r,,,,,,,,,,,
