"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Type.genre","Rights.copyrightStatus","Subject","Name.subject","Author","Name.creator","Name.correspondent","Name.interviewee","Name.compiler","Coverage.geographic","Name.sponsor","Rights.servicesContact","Rights.rightsHolderName","Name.repository","Name.photographer","Name.interviewer","Language","Alt ID.local","Format.dimensions","Date.normalized","Description.note","Relation.isPartOf","Title","Date.creation","Format.extent","Description.caption","Alt ID.issueNo","Description.contents","AltTitle.uniform","Description.latitude","Description.longitude","Alt ID.oclc","Finding Aid URL","Description.abstract","Opac url","AltTitle.other","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017nnbg","ark:/21198/zz0017nn9z","2","Completed","Page","bunche/masters/21198-zz0017nnbg_716213_master.tif","1","","","text","","","","","clippings","New York Amesterdam News","","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|Powell, Adam Clayton, 1908-1972|~|X, Malcolm, 1925-1965","Robinson, Jackie, $d 1919-1972","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b144_f13_2-1|~|clusc_1_1_00018077a","28 x 22 cm.","1963-16-11","Digitization took place as part of the California Cultures Project.|~|In the New York Amsterdam News Home Plate Column, Robinson defends Bunche's civil rights record against attacks by Powell and X.","http://calcultures.cdlib.org","Malcolm X and Adam Powell; page 1","November 16, 1963","2 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nnbg",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017nnc0","ark:/21198/zz0017nn9z","2","Completed","Page","bunche/masters/21198-zz0017nnc0_716216_master.tif","2","","","text","","","","","articles","New York Amesterdam News","","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|Powell, Adam Clayton, 1908-1972|~|X, Malcolm, 1925-1965","Robinson, Jackie, $d 1919-1972","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00018078a|~|uclamss_2051_b144_f13_2-2","28 x 22 cm.","1963-16-11","In the New York Amsterdam News Home Plate Column, Robinson defends Bunche's civil rights record against attacks by Powell and X.|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Malcolm X and Adam Powell; page 2","November 16, 1963","2 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nnc0",""
