"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002jzgtf","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_000._Cover.tif","1","","","","","","","","copyrighted","","Y","","","","musicmss_18_000._Cover","musicmss_18_000._Cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzgtf",""
"Music Library Manuscripts","ark:/21198/zz002jzgvz","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_001.tif","2","","","","","","","","copyrighted","","Y","","","","musicmss_18_001","musicmss_18_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzgvz",""
"Music Library Manuscripts","ark:/21198/zz002jzgwg","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_002.tif","3","","","","","","","","copyrighted","","Y","","","","musicmss_18_002","musicmss_18_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzgwg",""
"Music Library Manuscripts","ark:/21198/zz002jzgx0","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_003.tif","4","","","","","","","","copyrighted","","Y","","","","musicmss_18_003","musicmss_18_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzgx0",""
"Music Library Manuscripts","ark:/21198/zz002jzgzh","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_004.tif","5","","","","","","","","copyrighted","","Y","","","","musicmss_18_004","musicmss_18_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzgzh",""
"Music Library Manuscripts","ark:/21198/zz002jzh0h","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_005.tif","6","","","","","","","","copyrighted","","Y","","","","musicmss_18_005","musicmss_18_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzh0h",""
"Music Library Manuscripts","ark:/21198/zz002jzh11","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_006.tif","7","","","","","","","","copyrighted","","Y","","","","musicmss_18_006","musicmss_18_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzh11",""
"Music Library Manuscripts","ark:/21198/zz002jzh2j","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_007.tif","8","","","","","","","","copyrighted","","Y","","","","musicmss_18_007","musicmss_18_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzh2j",""
"Music Library Manuscripts","ark:/21198/zz002jzh32","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_008.tif","9","","","","","","","","copyrighted","","Y","","","","musicmss_18_008","musicmss_18_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzh32",""
"Music Library Manuscripts","ark:/21198/zz002jzh4k","ark:/21198/zz002jkccb","5","Imported","Page","muslibmss/image/musicmss_18_009.tif","10","","","","","","","","copyrighted","","Y","","","","musicmss_18_009","musicmss_18_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzh4k",""
