"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002jzpst","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_000_Cover.tif","1","","","","","","","","copyrighted","","Y","","","","musicmss_020_000_Cover","musicmss_020_000_Cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzpst",""
"Music Library Manuscripts","ark:/21198/zz002jzptb","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_001.tif","2","","","","","","","","copyrighted","","Y","","","","musicmss_020_001","musicmss_020_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzptb",""
"Music Library Manuscripts","ark:/21198/zz002jzpvv","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_002.tif","3","","","","","","","","copyrighted","","Y","","","","musicmss_020_002","musicmss_020_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzpvv",""
"Music Library Manuscripts","ark:/21198/zz002jzpwc","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_003.tif","4","","","","","","","","copyrighted","","Y","","","","musicmss_020_003","musicmss_020_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzpwc",""
"Music Library Manuscripts","ark:/21198/zz002jzpxw","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_004.tif","5","","","","","","","","copyrighted","","Y","","","","musicmss_020_004","musicmss_020_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzpxw",""
"Music Library Manuscripts","ark:/21198/zz002jzpzd","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_005.tif","6","","","","","","","","copyrighted","","Y","","","","musicmss_020_005","musicmss_020_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzpzd",""
"Music Library Manuscripts","ark:/21198/zz002jzq0d","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_006.tif","7","","","","","","","","copyrighted","","Y","","","","musicmss_020_006","musicmss_020_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzq0d",""
"Music Library Manuscripts","ark:/21198/zz002jzq1x","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_007.tif","8","","","","","","","","copyrighted","","Y","","","","musicmss_020_007","musicmss_020_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzq1x",""
"Music Library Manuscripts","ark:/21198/zz002jzq2f","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_008.tif","9","","","","","","","","copyrighted","","Y","","","","musicmss_020_008","musicmss_020_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzq2f",""
"Music Library Manuscripts","ark:/21198/zz002jzq3z","ark:/21198/zz002jkcjx","5","Imported","Page","muslibmss/image/musicmss_020_009.tif","10","","","","","","","","copyrighted","","Y","","","","musicmss_020_009","musicmss_020_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzq3z",""
