"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002k02hv","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_000_Cover.tif","1","","","","","","","","copyrighted","","Y","","","","musicmss_026_000_Cover","musicmss_026_000_Cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02hv",""
"Music Library Manuscripts","ark:/21198/zz002k02jc","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_001.tif","2","","","","","","","","copyrighted","","Y","","","","musicmss_026_001","musicmss_026_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02jc",""
"Music Library Manuscripts","ark:/21198/zz002k02kw","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_002.tif","3","","","","","","","","copyrighted","","Y","","","","musicmss_026_002","musicmss_026_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02kw",""
"Music Library Manuscripts","ark:/21198/zz002k02md","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_003.tif","4","","","","","","","","copyrighted","","Y","","","","musicmss_026_003","musicmss_026_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02md",""
"Music Library Manuscripts","ark:/21198/zz002k02nx","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_004.tif","5","","","","","","","","copyrighted","","Y","","","","musicmss_026_004","musicmss_026_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02nx",""
"Music Library Manuscripts","ark:/21198/zz002k02pf","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_005.tif","6","","","","","","","","copyrighted","","Y","","","","musicmss_026_005","musicmss_026_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02pf",""
"Music Library Manuscripts","ark:/21198/zz002k02qz","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_006.tif","7","","","","","","","","copyrighted","","Y","","","","musicmss_026_006","musicmss_026_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02qz",""
"Music Library Manuscripts","ark:/21198/zz002k02rg","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_007.tif","8","","","","","","","","copyrighted","","Y","","","","musicmss_026_007","musicmss_026_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02rg",""
"Music Library Manuscripts","ark:/21198/zz002k02s0","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_008.tif","9","","","","","","","","copyrighted","","Y","","","","musicmss_026_008","musicmss_026_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02s0",""
"Music Library Manuscripts","ark:/21198/zz002k02th","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_009.tif","10","","","","","","","","copyrighted","","Y","","","","musicmss_026_009","musicmss_026_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02th",""
"Music Library Manuscripts","ark:/21198/zz002k02v1","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_010.tif","11","","","","","","","","copyrighted","","Y","","","","musicmss_026_010","musicmss_026_010","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02v1",""
"Music Library Manuscripts","ark:/21198/zz002k02wj","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_011.tif","12","","","","","","","","copyrighted","","Y","","","","musicmss_026_011","musicmss_026_011","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02wj",""
"Music Library Manuscripts","ark:/21198/zz002k02x2","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_012.tif","13","","","","","","","","copyrighted","","Y","","","","musicmss_026_012","musicmss_026_012","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02x2",""
"Music Library Manuscripts","ark:/21198/zz002k02zk","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_013.tif","14","","","","","","","","copyrighted","","Y","","","","musicmss_026_013","musicmss_026_013","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k02zk",""
"Music Library Manuscripts","ark:/21198/zz002k030k","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_014.tif","15","","","","","","","","copyrighted","","Y","","","","musicmss_026_014","musicmss_026_014","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k030k",""
"Music Library Manuscripts","ark:/21198/zz002k0313","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_015.tif","16","","","","","","","","copyrighted","","Y","","","","musicmss_026_015","musicmss_026_015","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k0313",""
"Music Library Manuscripts","ark:/21198/zz002k032m","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_016.tif","17","","","","","","","","copyrighted","","Y","","","","musicmss_026_016","musicmss_026_016","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k032m",""
"Music Library Manuscripts","ark:/21198/zz002k0334","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_017.tif","18","","","","","","","","copyrighted","","Y","","","","musicmss_026_017","musicmss_026_017","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k0334",""
"Music Library Manuscripts","ark:/21198/zz002k034n","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_018.tif","19","","","","","","","","copyrighted","","Y","","","","musicmss_026_018","musicmss_026_018","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k034n",""
"Music Library Manuscripts","ark:/21198/zz002k0355","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_019.tif","20","","","","","","","","copyrighted","","Y","","","","musicmss_026_019","musicmss_026_019","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k0355",""
"Music Library Manuscripts","ark:/21198/zz002k036p","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_020.tif","21","","","","","","","","copyrighted","","Y","","","","musicmss_026_020","musicmss_026_020","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k036p",""
"Music Library Manuscripts","ark:/21198/zz002k0376","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_021.tif","22","","","","","","","","copyrighted","","Y","","","","musicmss_026_021","musicmss_026_021","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k0376",""
"Music Library Manuscripts","ark:/21198/zz002k038q","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_022.tif","23","","","","","","","","copyrighted","","Y","","","","musicmss_026_022","musicmss_026_022","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k038q",""
"Music Library Manuscripts","ark:/21198/zz002k0397","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_023.tif","24","","","","","","","","copyrighted","","Y","","","","musicmss_026_023","musicmss_026_023","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k0397",""
"Music Library Manuscripts","ark:/21198/zz002k03br","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_024.tif","25","","","","","","","","copyrighted","","Y","","","","musicmss_026_024","musicmss_026_024","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03br",""
"Music Library Manuscripts","ark:/21198/zz002k03c8","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_025.tif","26","","","","","","","","copyrighted","","Y","","","","musicmss_026_025","musicmss_026_025","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03c8",""
"Music Library Manuscripts","ark:/21198/zz002k03ds","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_026.tif","27","","","","","","","","copyrighted","","Y","","","","musicmss_026_026","musicmss_026_026","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03ds",""
"Music Library Manuscripts","ark:/21198/zz002k03f9","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_027.tif","28","","","","","","","","copyrighted","","Y","","","","musicmss_026_027","musicmss_026_027","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03f9",""
"Music Library Manuscripts","ark:/21198/zz002k03gt","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_028.tif","29","","","","","","","","copyrighted","","Y","","","","musicmss_026_028","musicmss_026_028","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03gt",""
"Music Library Manuscripts","ark:/21198/zz002k03hb","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_029.tif","30","","","","","","","","copyrighted","","Y","","","","musicmss_026_029","musicmss_026_029","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03hb",""
"Music Library Manuscripts","ark:/21198/zz002k03jv","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_030.tif","31","","","","","","","","copyrighted","","Y","","","","musicmss_026_030","musicmss_026_030","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03jv",""
"Music Library Manuscripts","ark:/21198/zz002k03kc","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_031.tif","32","","","","","","","","copyrighted","","Y","","","","musicmss_026_031","musicmss_026_031","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03kc",""
"Music Library Manuscripts","ark:/21198/zz002k03mw","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_032.tif","33","","","","","","","","copyrighted","","Y","","","","musicmss_026_032","musicmss_026_032","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03mw",""
"Music Library Manuscripts","ark:/21198/zz002k03nd","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_033.tif","34","","","","","","","","copyrighted","","Y","","","","musicmss_026_033","musicmss_026_033","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03nd",""
"Music Library Manuscripts","ark:/21198/zz002k03px","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_034.tif","35","","","","","","","","copyrighted","","Y","","","","musicmss_026_034","musicmss_026_034","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03px",""
"Music Library Manuscripts","ark:/21198/zz002k03qf","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_035.tif","36","","","","","","","","copyrighted","","Y","","","","musicmss_026_035","musicmss_026_035","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03qf",""
"Music Library Manuscripts","ark:/21198/zz002k03rz","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_036.tif","37","","","","","","","","copyrighted","","Y","","","","musicmss_026_036","musicmss_026_036","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03rz",""
"Music Library Manuscripts","ark:/21198/zz002k03sg","ark:/21198/zz002jkbx4","5","Imported","Page","muslibmss/image/Ms_26/musicmss_026_037.tif","38","","","","","","","","copyrighted","","Y","","","","musicmss_026_037","musicmss_026_037","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k03sg",""
