"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002k00b9","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_001.tif","1","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_001","musicmss_ms_025_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00b9",""
"Music Library Manuscripts","ark:/21198/zz002k00ct","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_002.tif","2","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_002","musicmss_ms_025_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00ct",""
"Music Library Manuscripts","ark:/21198/zz002k00db","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_003.tif","3","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_003","musicmss_ms_025_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00db",""
"Music Library Manuscripts","ark:/21198/zz002k00fv","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_004.tif","4","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_004","musicmss_ms_025_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00fv",""
"Music Library Manuscripts","ark:/21198/zz002k00gc","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_005.tif","5","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_005","musicmss_ms_025_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00gc",""
"Music Library Manuscripts","ark:/21198/zz002k00hw","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_006.tif","6","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_006","musicmss_ms_025_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00hw",""
"Music Library Manuscripts","ark:/21198/zz002k00jd","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_007.tif","7","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_007","musicmss_ms_025_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00jd",""
"Music Library Manuscripts","ark:/21198/zz002k00kx","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_008.tif","8","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_008","musicmss_ms_025_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00kx",""
"Music Library Manuscripts","ark:/21198/zz002k00mf","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_009.tif","9","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_009","musicmss_ms_025_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00mf",""
"Music Library Manuscripts","ark:/21198/zz002k00nz","ark:/21198/zz002jkchd","5","Imported","Page","muslibmss/image/musicmss_ms_025_010.tif","10","","","","","","","","copyrighted","","Y","","","","musicmss_ms_025_010","musicmss_ms_025_010","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k00nz",""
