"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002kb5tf","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_000_Cover.tif","1","","","","","","","","","","","","","","","musicmss_ms_52_21_000_Cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb5tf",""
"Music Library Manuscripts","ark:/21198/zz002kb5vz","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_001.tif","2","","","","","","","","","","","","","","","musicmss_ms_52_21_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb5vz",""
"Music Library Manuscripts","ark:/21198/zz002kb5wg","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_002.tif","3","","","","","","","","","","","","","","","musicmss_ms_52_21_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb5wg",""
"Music Library Manuscripts","ark:/21198/zz002kb5x0","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_003.tif","4","","","","","","","","","","","","","","","musicmss_ms_52_21_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb5x0",""
"Music Library Manuscripts","ark:/21198/zz002kb5zh","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_004.tif","5","","","","","","","","","","","","","","","musicmss_ms_52_21_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb5zh",""
"Music Library Manuscripts","ark:/21198/zz002kb60h","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_005.tif","6","","","","","","","","","","","","","","","musicmss_ms_52_21_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb60h",""
"Music Library Manuscripts","ark:/21198/zz002kb611","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_006.tif","7","","","","","","","","","","","","","","","musicmss_ms_52_21_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb611",""
"Music Library Manuscripts","ark:/21198/zz002kb62j","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_007.tif","8","","","","","","","","","","","","","","","musicmss_ms_52_21_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb62j",""
"Music Library Manuscripts","ark:/21198/zz002kb632","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_008.tif","9","","","","","","","","","","","","","","","musicmss_ms_52_21_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb632",""
"Music Library Manuscripts","ark:/21198/zz002kb64k","ark:/21198/zz002jkckf","5","Imported","Page","muslibmss/image/musicmss_ms_52_21_009.tif","10","","","","","","","","","","","","","","","musicmss_ms_52_21_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kb64k",""
