"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002k9tcf","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_000_Cover.tif","1","","","","","","","","","","","","","","","musicmss_ms_41_000_Cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tcf",""
"Music Library Manuscripts","ark:/21198/zz002k9tdz","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_001.tif","2","","","","","","","","","","","","","","","musicmss_ms_41_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tdz",""
"Music Library Manuscripts","ark:/21198/zz002k9tfg","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_002.tif","3","","","","","","","","","","","","","","","musicmss_ms_41_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tfg",""
"Music Library Manuscripts","ark:/21198/zz002k9tg0","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_003.tif","4","","","","","","","","","","","","","","","musicmss_ms_41_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tg0",""
"Music Library Manuscripts","ark:/21198/zz002k9thh","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_004.tif","5","","","","","","","","","","","","","","","musicmss_ms_41_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9thh",""
"Music Library Manuscripts","ark:/21198/zz002k9tj1","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_005.tif","6","","","","","","","","","","","","","","","musicmss_ms_41_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tj1",""
"Music Library Manuscripts","ark:/21198/zz002k9tkj","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_006.tif","7","","","","","","","","","","","","","","","musicmss_ms_41_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tkj",""
"Music Library Manuscripts","ark:/21198/zz002k9tm2","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_007.tif","8","","","","","","","","","","","","","","","musicmss_ms_41_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tm2",""
"Music Library Manuscripts","ark:/21198/zz002k9tnk","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_008.tif","9","","","","","","","","","","","","","","","musicmss_ms_41_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tnk",""
"Music Library Manuscripts","ark:/21198/zz002k9tp3","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_009.tif","10","","","","","","","","","","","","","","","musicmss_ms_41_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tp3",""
"Music Library Manuscripts","ark:/21198/zz002k9tqm","ark:/21198/zz002jkbzn","5","Imported","Page","muslibmss/image/musicmss_ms_41_010.tif","11","","","","","","","","","","","","","","","musicmss_ms_41_010","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9tqm",""
