"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002k1jpn","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_000.tif","1","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_000","musicmss_ms_052_3_2_000","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1jpn",""
"Music Library Manuscripts","ark:/21198/zz002k1js6","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_001.tif","2","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_001","musicmss_ms_052_3_2_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1js6",""
"Music Library Manuscripts","ark:/21198/zz002k1jv7","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_002.tif","3","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_002","musicmss_ms_052_3_2_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1jv7",""
"Music Library Manuscripts","ark:/21198/zz002k1jx8","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_003.tif","4","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_003","musicmss_ms_052_3_2_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1jx8",""
"Music Library Manuscripts","ark:/21198/zz002k1k0s","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_004.tif","5","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_004","musicmss_ms_052_3_2_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1k0s",""
"Music Library Manuscripts","ark:/21198/zz002k1k2t","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_005.tif","6","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_005","musicmss_ms_052_3_2_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1k2t",""
"Music Library Manuscripts","ark:/21198/zz002k1k4v","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_006.tif","7","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_006","musicmss_ms_052_3_2_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1k4v",""
"Music Library Manuscripts","ark:/21198/zz002k1k6w","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_007.tif","8","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_007","musicmss_ms_052_3_2_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1k6w",""
"Music Library Manuscripts","ark:/21198/zz002k1k8x","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_008.tif","9","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_008","musicmss_ms_052_3_2_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1k8x",""
"Music Library Manuscripts","ark:/21198/zz002k1kbz","ark:/21198/zz002jkcbt","5","Imported","Page","muslibmss/image/musicmss_ms_052_3_2_009.tif","10","","","","","","","","copyrighted","","Y","","","","musicmss_ms_052_3_2_009","musicmss_ms_052_3_2_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k1kbz",""
