"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002k8v19","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_000_Cover.tif","1","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_000_Cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v19",""
"Music Library Manuscripts","ark:/21198/zz002k8v2t","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_001.tif","2","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v2t",""
"Music Library Manuscripts","ark:/21198/zz002k8v3b","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_002.tif","3","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v3b",""
"Music Library Manuscripts","ark:/21198/zz002k8v4v","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_003.tif","4","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v4v",""
"Music Library Manuscripts","ark:/21198/zz002k8v5c","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_004.tif","5","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v5c",""
"Music Library Manuscripts","ark:/21198/zz002k8v6w","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_005.tif","6","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v6w",""
"Music Library Manuscripts","ark:/21198/zz002k8v7d","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_006.tif","7","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v7d",""
"Music Library Manuscripts","ark:/21198/zz002k8v8x","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_007.tif","8","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v8x",""
"Music Library Manuscripts","ark:/21198/zz002k8v9f","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_008.tif","9","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8v9f",""
"Music Library Manuscripts","ark:/21198/zz002k8vbz","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_009.tif","10","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vbz",""
"Music Library Manuscripts","ark:/21198/zz002k8vcg","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_010.tif","11","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_010","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vcg",""
"Music Library Manuscripts","ark:/21198/zz002k8vd0","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_011.tif","12","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_011","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vd0",""
"Music Library Manuscripts","ark:/21198/zz002k8vfh","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_012.tif","13","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_012","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vfh",""
"Music Library Manuscripts","ark:/21198/zz002k8vg1","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_013.tif","14","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_013","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vg1",""
"Music Library Manuscripts","ark:/21198/zz002k8vhj","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_014.tif","15","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_014","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vhj",""
"Music Library Manuscripts","ark:/21198/zz002k8vj2","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_015.tif","16","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_015","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vj2",""
"Music Library Manuscripts","ark:/21198/zz002k8vkk","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_016.tif","17","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_016","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vkk",""
"Music Library Manuscripts","ark:/21198/zz002k8vm3","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_017.tif","18","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_017","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vm3",""
"Music Library Manuscripts","ark:/21198/zz002k8vnm","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_018.tif","19","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_018","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vnm",""
"Music Library Manuscripts","ark:/21198/zz002k8vp4","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_019.tif","20","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_019","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vp4",""
"Music Library Manuscripts","ark:/21198/zz002k8vqn","ark:/21198/zz002k8v0s","5","Imported","Page","muslibmss/image/musicmss_Ms_19_2_violin2_020.tif","21","","","","","","","","","","","","","","","musicmss_Ms_19_2_violin2_020","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k8vqn",""
