"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002k9pvr","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_000_Cover.tif","1","","","","","","","","","","","","","","","musicmss_Ms_19_4_000_Cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9pvr",""
"Music Library Manuscripts","ark:/21198/zz002k9pw8","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_001.tif","2","","","","","","","","","","","","","","","musicmss_Ms_19_4_001","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9pw8",""
"Music Library Manuscripts","ark:/21198/zz002k9pxs","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_002.tif","3","","","","","","","","","","","","","","","musicmss_Ms_19_4_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9pxs",""
"Music Library Manuscripts","ark:/21198/zz002k9pz9","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_003.tif","4","","","","","","","","","","","","","","","musicmss_Ms_19_4_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9pz9",""
"Music Library Manuscripts","ark:/21198/zz002k9q09","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_004.tif","5","","","","","","","","","","","","","","","musicmss_Ms_19_4_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q09",""
"Music Library Manuscripts","ark:/21198/zz002k9q1t","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_005.tif","6","","","","","","","","","","","","","","","musicmss_Ms_19_4_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q1t",""
"Music Library Manuscripts","ark:/21198/zz002k9q2b","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_006.tif","7","","","","","","","","","","","","","","","musicmss_Ms_19_4_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q2b",""
"Music Library Manuscripts","ark:/21198/zz002k9q3v","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_007.tif","8","","","","","","","","","","","","","","","musicmss_Ms_19_4_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q3v",""
"Music Library Manuscripts","ark:/21198/zz002k9q4c","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_008.tif","9","","","","","","","","","","","","","","","musicmss_Ms_19_4_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q4c",""
"Music Library Manuscripts","ark:/21198/zz002k9q5w","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_009.tif","10","","","","","","","","","","","","","","","musicmss_Ms_19_4_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q5w",""
"Music Library Manuscripts","ark:/21198/zz002k9q6d","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_010.tif","11","","","","","","","","","","","","","","","musicmss_Ms_19_4_010","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q6d",""
"Music Library Manuscripts","ark:/21198/zz002k9q7x","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_011.tif","12","","","","","","","","","","","","","","","musicmss_Ms_19_4_011","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q7x",""
"Music Library Manuscripts","ark:/21198/zz002k9q8f","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_012.tif","13","","","","","","","","","","","","","","","musicmss_Ms_19_4_012","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q8f",""
"Music Library Manuscripts","ark:/21198/zz002k9q9z","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_013.tif","14","","","","","","","","","","","","","","","musicmss_Ms_19_4_013","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9q9z",""
"Music Library Manuscripts","ark:/21198/zz002k9qbg","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_014.tif","15","","","","","","","","","","","","","","","musicmss_Ms_19_4_014","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qbg",""
"Music Library Manuscripts","ark:/21198/zz002k9qc0","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_015.tif","16","","","","","","","","","","","","","","","musicmss_Ms_19_4_015","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qc0",""
"Music Library Manuscripts","ark:/21198/zz002k9qdh","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_016.tif","17","","","","","","","","","","","","","","","musicmss_Ms_19_4_016","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qdh",""
"Music Library Manuscripts","ark:/21198/zz002k9qf1","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_017.tif","18","","","","","","","","","","","","","","","musicmss_Ms_19_4_017","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qf1",""
"Music Library Manuscripts","ark:/21198/zz002k9qgj","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_018.tif","19","","","","","","","","","","","","","","","musicmss_Ms_19_4_018","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qgj",""
"Music Library Manuscripts","ark:/21198/zz002k9qh2","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_019.tif","20","","","","","","","","","","","","","","","musicmss_Ms_19_4_019","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qh2",""
"Music Library Manuscripts","ark:/21198/zz002k9qjk","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_020.tif","21","","","","","","","","","","","","","","","musicmss_Ms_19_4_020","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qjk",""
"Music Library Manuscripts","ark:/21198/zz002k9qk3","ark:/21198/zz002jkcmz","5","Imported","Page","muslibmss/image/musicmss_Ms_19_4_021.tif","22","","","","","","","","","","","","","","","musicmss_Ms_19_4_021","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k9qk3",""
