"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights","Type.typeOfResource","Subject","Name.composer","Alt ID.local","Title","AltTitle.other","Description.note","Date.creation","Format.extent","Alt ID.oclc","Date.normalized","Format.medium","Description.contents","Format.dimensions","Description.binding","Opac url","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Music Library Manuscripts","ark:/21198/zz002jz9pz","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_002.tif","2","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_002","musicmss_ms_9_002","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9pz",""
"Music Library Manuscripts","ark:/21198/zz002jz9qg","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_003.tif","3","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_003","musicmss_ms_9_003","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9qg",""
"Music Library Manuscripts","ark:/21198/zz002jz9r0","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_004.tif","4","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_004","musicmss_ms_9_004","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9r0",""
"Music Library Manuscripts","ark:/21198/zz002jz9sh","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_005.tif","5","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_005","musicmss_ms_9_005","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9sh",""
"Music Library Manuscripts","ark:/21198/zz002jz9t1","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_006.tif","6","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_006","musicmss_ms_9_006","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9t1",""
"Music Library Manuscripts","ark:/21198/zz002jz9vj","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_007.tif","7","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_007","musicmss_ms_9_007","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9vj",""
"Music Library Manuscripts","ark:/21198/zz002jz9w2","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_008.tif","8","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_008","musicmss_ms_9_008","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9w2",""
"Music Library Manuscripts","ark:/21198/zz002jz9xk","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_009.tif","9","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_009","musicmss_ms_9_009","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9xk",""
"Music Library Manuscripts","ark:/21198/zz002jz9z3","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_010.tif","10","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_010","musicmss_ms_9_010","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9z3",""
"Music Library Manuscripts","ark:/21198/zz002jzb03","ark:/21198/zz002jkcgw","5","Imported","Page","muslibmss/image/Ms_9/musicmss_ms_9_011.tif","11","","","","","","","","copyrighted","","Y","","","","musicmss_ms_9_011","musicmss_ms_9_011","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jzb03",""
