Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Description.note,Date.normalized,Date.creation,Title,Alt ID.local,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcbkf,,10,Completed with minimal metadata,Collection,,,,,,,pd_usfed,,"A collection of declassified satellite images of major cultural regions in China. These images are from the United States Corona Satellite program, which was a reconnaissance imaging program that focused on photographing the Soviet Union and China Flight missions span from the early 1960s to the middle 1970s. These images were obtained from USGS by Dr. Li Min with the support of a UCLA Office of Instructional Development teaching enhancement grant for designing and teaching the class ""Archaeological Landscapes of China"" in Anthropology and Asian Languages and Cultures.",,,UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,,,,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz002gcbkf
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gccfv,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Huadizui_DS1108-2135DF030_30_a.tif,,,,,still image,pd_usfed,,,,,Huadizui_DS1108-2135DF030_30_a,Huadizui_DS1108-2135DF030_30_a,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gccfv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gccfv/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcctj,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Liangzhu.tif,,,,,still image,pd_usfed,,,,,Liangzhu,Liangzhu,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcctj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcctj/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcczm,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Linzi_DS1117-2070DF018_18_c.tif,,,,,still image,pd_usfed,,,,,Linzi_DS1117-2070DF018_18_c,Linzi_DS1117-2070DF018_18_c,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcczm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcczm/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfcs,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Qufu_DS1115-2167DA046_46_b.tif,,,,,still image,pd_usfed,,,,,Qufu_DS1115-2167DA046_46_b,Qufu_DS1115-2167DA046_46_b,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfcs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfcs/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfd9,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Qufu_river_system_DS1101-1069DF129_129_b.tif,,,,,still image,pd_usfed,,,,,Qufu_river_system_DS1101-1069DF129_129_b,Qufu_river_system_DS1101-1069DF129_129_b,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfd9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfd9/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck9p,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Southern_Shanxi_Salt_Lake_DS1108-2135DF028_28_d.tif,,,,,still image,pd_usfed,,,,,Southern_Shanxi_Salt_Lake_DS1108-2135DF028_28_d,Southern_Shanxi_Salt_Lake_DS1108-2135DF028_28_d,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck9p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gck9p/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckvz,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Yanzhou_DS1101-1069DF129_129_c.tif,,,,,still image,pd_usfed,,,,,Yanzhou_DS1101-1069DF129_129_c,Yanzhou_DS1101-1069DF129_129_c,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckvz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gckvz/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckx0,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,satellite/image/Yishan_DS1101-1069DF131_131_b.tif,,,,,still image,pd_usfed,,,,,Yishan_DS1101-1069DF131_131_b,Yishan_DS1101-1069DF131_131_b,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckx0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gckx0/manifest
