Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Rights.copyrightStatus,Language,Description.note,Date.normalized,Date.creation,Title,Alt ID.local
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch23/qz88dx76,ark:/21198/zz002gch23,,,Page,satellite/image/Shandong_DS1112-2264DA020_20_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch23/sz039q6s,ark:/21198/zz002gch23,,,Page,satellite/image/Shandong_DS1112-2264DA020_20_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch3m/9c000v3s,ark:/21198/zz002gch3m,,,Page,satellite/image/Shandong_DS1112-2264DA021_21_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch3m/dz42c62q,ark:/21198/zz002gch3m,,,Page,satellite/image/Shandong_DS1112-2264DA021_21_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch3m/s881kt14,ark:/21198/zz002gch3m,,,Page,satellite/image/Shandong_DS1112-2264DA021_21_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch3m/tz51r07x,ark:/21198/zz002gch3m,,,Page,satellite/image/Shandong_DS1112-2264DA021_21_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch44/4n38635s,ark:/21198/zz002gch44,,,Page,satellite/image/Shandong_DS1112-2264DA022_22_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch44/kd37m714,ark:/21198/zz002gch44,,,Page,satellite/image/Shandong_DS1112-2264DA022_22_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch44/t758nm6b,ark:/21198/zz002gch44,,,Page,satellite/image/Shandong_DS1112-2264DA022_22_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch44/w708027j,ark:/21198/zz002gch44,,,Page,satellite/image/Shandong_DS1112-2264DA022_22_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch5n/8w02764c,ark:/21198/zz002gch5n,,,Page,satellite/image/Shandong_DS1112-2264DA023_23_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch5n/pf996d69,ark:/21198/zz002gch5n,,,Page,satellite/image/Shandong_DS1112-2264DA023_23_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch65/w9814g7j,ark:/21198/zz002gch65,,,Page,satellite/image/Shandong_DS1112-2264DA023_23_d1.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch65/zt598016,ark:/21198/zz002gch65,,,Page,satellite/image/Shandong_DS1112-2264DA023_23_d2.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch7p/9m42cf5p,ark:/21198/zz002gch7p,,,Page,satellite/image/Shandong_DS1112-2264DA024_24_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch7p/fg757q4x,ark:/21198/zz002gch7p,,,Page,satellite/image/Shandong_DS1112-2264DA024_24_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch7p/gm92cj4t,ark:/21198/zz002gch7p,,,Page,satellite/image/Shandong_DS1112-2264DA024_24_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch7p/s099h10s,ark:/21198/zz002gch7p,,,Page,satellite/image/Shandong_DS1112-2264DA024_24_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch86/4x20643z,ark:/21198/zz002gch86,,,Page,satellite/image/Shandong_DS1114-1054DA105_105_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch86/80191h5q,ark:/21198/zz002gch86,,,Page,satellite/image/Shandong_DS1114-1054DA105_105_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch86/qn55j785,ark:/21198/zz002gch86,,,Page,satellite/image/Shandong_DS1114-1054DA105_105_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch86/wm366662,ark:/21198/zz002gch86,,,Page,satellite/image/Shandong_DS1114-1054DA105_105_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch9q/3p91st2n,ark:/21198/zz002gch9q,,,Page,satellite/image/Shandong_DS1114-1054DA106_106_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch9q/df39d873,ark:/21198/zz002gch9q,,,Page,satellite/image/Shandong_DS1114-1054DA106_106_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch9q/f708796t,ark:/21198/zz002gch9q,,,Page,satellite/image/Shandong_DS1114-1054DA106_106_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch9q/sm56w346,ark:/21198/zz002gch9q,,,Page,satellite/image/Shandong_DS1114-1054DA106_106_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchb7/0q22vq8f,ark:/21198/zz002gchb7,,,Page,satellite/image/Shandong_DS1114-1054DA107_107_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchb7/2h48cw08,ark:/21198/zz002gchb7,,,Page,satellite/image/Shandong_DS1114-1054DA107_107_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchb7/c7301716,ark:/21198/zz002gchb7,,,Page,satellite/image/Shandong_DS1114-1054DA107_107_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchb7/f967z329,ark:/21198/zz002gchb7,,,Page,satellite/image/Shandong_DS1114-1054DA107_107_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchcr/1j75341v,ark:/21198/zz002gchcr,,,Page,satellite/image/Shandong_DS1114-1054DA108_108_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchcr/4q87zp0z,ark:/21198/zz002gchcr,,,Page,satellite/image/Shandong_DS1114-1054DA108_108_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchcr/d949xx5h,ark:/21198/zz002gchcr,,,Page,satellite/image/Shandong_DS1114-1054DA108_108_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchcr/sr12x67w,ark:/21198/zz002gchcr,,,Page,satellite/image/Shandong_DS1114-1054DA108_108_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchd8/9t889c46,ark:/21198/zz002gchd8,,,Page,satellite/image/Shandong_DS1114-1054DA109_109_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchd8/hf835g70,ark:/21198/zz002gchd8,,,Page,satellite/image/Shandong_DS1114-1054DA109_109_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchd8/ms51p00b,ark:/21198/zz002gchd8,,,Page,satellite/image/Shandong_DS1114-1054DA109_109_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchd8/r9563z9g,ark:/21198/zz002gchd8,,,Page,satellite/image/Shandong_DS1114-1054DA109_109_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchfs/1827m232,ark:/21198/zz002gchfs,,,Page,satellite/image/Shandong_DS1114-1054DA110_110_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchfs/4j950n01,ark:/21198/zz002gchfs,,,Page,satellite/image/Shandong_DS1114-1054DA110_110_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchfs/7t52s93d,ark:/21198/zz002gchfs,,,Page,satellite/image/Shandong_DS1114-1054DA110_110_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchfs/bw57qg40,ark:/21198/zz002gchfs,,,Page,satellite/image/Shandong_DS1114-1054DA110_110_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchg9/n422v716,ark:/21198/zz002gchg9,,,Page,satellite/image/Shandong_DS1114-1054DF098_98_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchg9/nf756627,ark:/21198/zz002gchg9,,,Page,satellite/image/Shandong_DS1114-1054DF098_98_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchg9/x8539r00,ark:/21198/zz002gchg9,,,Page,satellite/image/Shandong_DS1114-1054DF098_98_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchg9/zs24qz8p,ark:/21198/zz002gchg9,,,Page,satellite/image/Shandong_DS1114-1054DF098_98_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchht/28070h8j,ark:/21198/zz002gchht,,,Page,satellite/image/Shandong_DS1114-1054DF099_99_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchht/bj99942h,ark:/21198/zz002gchht,,,Page,satellite/image/Shandong_DS1114-1054DF099_99_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchht/g990w048,ark:/21198/zz002gchht,,,Page,satellite/image/Shandong_DS1114-1054DF099_99_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchht/xh61xd29,ark:/21198/zz002gchht,,,Page,satellite/image/Shandong_DS1114-1054DF099_99_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchjb/gm49ks93,ark:/21198/zz002gchjb,,,Page,satellite/image/Shandong_DS1114-1054DF100_100_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchjb/k8357z85,ark:/21198/zz002gchjb,,,Page,satellite/image/Shandong_DS1114-1054DF100_100_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchjb/nq30kf38,ark:/21198/zz002gchjb,,,Page,satellite/image/Shandong_DS1114-1054DF100_100_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchjb/zb89qk1p,ark:/21198/zz002gchjb,,,Page,satellite/image/Shandong_DS1114-1054DF100_100_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchkv/8z30fq8d,ark:/21198/zz002gchkv,,,Page,satellite/image/Shandong_DS1114-1054DF101_101_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchkv/dw814358,ark:/21198/zz002gchkv,,,Page,satellite/image/Shandong_DS1114-1054DF101_101_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchkv/gs893w3b,ark:/21198/zz002gchkv,,,Page,satellite/image/Shandong_DS1114-1054DF101_101_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchkv/w4900w6v,ark:/21198/zz002gchkv,,,Page,satellite/image/Shandong_DS1114-1054DF101_101_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchmc/0q59q085,ark:/21198/zz002gchmc,,,Page,satellite/image/Shandong_DS1114-1054DF102_102_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchmc/85342b52,ark:/21198/zz002gchmc,,,Page,satellite/image/Shandong_DS1114-1054DF102_102_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchmc/n693rz00,ark:/21198/zz002gchmc,,,Page,satellite/image/Shandong_DS1114-1054DF102_102_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchmc/rp072k2x,ark:/21198/zz002gchmc,,,Page,satellite/image/Shandong_DS1114-1054DF102_102_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchnw/7k00rg4m,ark:/21198/zz002gchnw,,,Page,satellite/image/Shandong_DS1114-1054DF103_103_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchnw/8p05x28c,ark:/21198/zz002gchnw,,,Page,satellite/image/Shandong_DS1114-1054DF103_103_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchnw/v957mr2d,ark:/21198/zz002gchnw,,,Page,satellite/image/Shandong_DS1114-1054DF103_103_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchnw/z742xt49,ark:/21198/zz002gchnw,,,Page,satellite/image/Shandong_DS1114-1054DF103_103_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchpd/1q29mv5t,ark:/21198/zz002gchpd,,,Page,satellite/image/Shandong_DS1115-2167DA045_45_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchpd/k476t50s,ark:/21198/zz002gchpd,,,Page,satellite/image/Shandong_DS1115-2167DA045_45_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchpd/k665bc93,ark:/21198/zz002gchpd,,,Page,satellite/image/Shandong_DS1115-2167DA045_45_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchpd/s155cs47,ark:/21198/zz002gchpd,,,Page,satellite/image/Shandong_DS1115-2167DA045_45_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchqx/g7700t6g,ark:/21198/zz002gchqx,,,Page,satellite/image/Shandong_DS1115-2167DA046_46_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchqx/js93gh4c,ark:/21198/zz002gchqx,,,Page,satellite/image/Shandong_DS1115-2167DA046_46_d.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchqx/zt50tx3w,ark:/21198/zz002gchqx,,,Page,satellite/image/Shandong_DS1115-2167DA046_46_c.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchrf/bf397r69,ark:/21198/zz002gchrf,,,Page,satellite/image/Shandong_DS1115-2167DA047_47_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchrf/k285hs2r,ark:/21198/zz002gchrf,,,Page,satellite/image/Shandong_DS1115-2167DA047_47_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchrf/mb48kf13,ark:/21198/zz002gchrf,,,Page,satellite/image/Shandong_DS1115-2167DA047_47_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchrf/q310dk18,ark:/21198/zz002gchrf,,,Page,satellite/image/Shandong_DS1115-2167DA047_47_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchsz/2z31dv8r,ark:/21198/zz002gchsz,,,Page,satellite/image/Shandong_DS1115-2167DA048_48_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchsz/5h785v17,ark:/21198/zz002gchsz,,,Page,satellite/image/Shandong_DS1115-2167DA048_48_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchsz/mc53rz6m,ark:/21198/zz002gchsz,,,Page,satellite/image/Shandong_DS1115-2167DA048_48_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchsz/rs57nc57,ark:/21198/zz002gchsz,,,Page,satellite/image/Shandong_DS1115-2167DA048_48_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchtg/cm55531n,ark:/21198/zz002gchtg,,,Page,satellite/image/Shandong_DS1115-2167DA049_49_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchtg/nv01h82c,ark:/21198/zz002gchtg,,,Page,satellite/image/Shandong_DS1115-2167DA049_49_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchtg/pt78c224,ark:/21198/zz002gchtg,,,Page,satellite/image/Shandong_DS1115-2167DA049_49_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchtg/rg30t48d,ark:/21198/zz002gchtg,,,Page,satellite/image/Shandong_DS1115-2167DA049_49_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchv0/7159ps6c,ark:/21198/zz002gchv0,,,Page,satellite/image/Shandong_DS1115-2167DA050_50_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchv0/dk92zb9g,ark:/21198/zz002gchv0,,,Page,satellite/image/Shandong_DS1115-2167DA050_50_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchv0/g472r84v,ark:/21198/zz002gchv0,,,Page,satellite/image/Shandong_DS1115-2167DA050_50_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchv0/nx302890,ark:/21198/zz002gchv0,,,Page,satellite/image/Shandong_DS1115-2167DA050_50_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchwh/fv73km3j,ark:/21198/zz002gchwh,,,Page,satellite/image/Shandong_DS1115-2167DA051_51_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchwh/m093zf4v,ark:/21198/zz002gchwh,,,Page,satellite/image/Shandong_DS1115-2167DA051_51_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchwh/qf68br3s,ark:/21198/zz002gchwh,,,Page,satellite/image/Shandong_DS1115-2167DA051_51_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchwh/z122vd7s,ark:/21198/zz002gchwh,,,Page,satellite/image/Shandong_DS1115-2167DA051_51_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchx1/dh48k374,ark:/21198/zz002gchx1,,,Page,satellite/image/Shandong_DS1115-2167DA052_52_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchx1/dz259t1w,ark:/21198/zz002gchx1,,,Page,satellite/image/Shandong_DS1115-2167DA052_52_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchx1/g557mm6w,ark:/21198/zz002gchx1,,,Page,satellite/image/Shandong_DS1115-2167DA052_52_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchx1/qc54h87f,ark:/21198/zz002gchx1,,,Page,satellite/image/Shandong_DS1115-2167DA052_52_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchzj/6f675719,ark:/21198/zz002gchzj,,,Page,satellite/image/Shandong_DS1115-2167DF032_32_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchzj/fj22cr0s,ark:/21198/zz002gchzj,,,Page,satellite/image/Shandong_DS1115-2167DF032_32_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchzj/g012n09v,ark:/21198/zz002gchzj,,,Page,satellite/image/Shandong_DS1115-2167DF032_32_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gchzj/zw37jb1f,ark:/21198/zz002gchzj,,,Page,satellite/image/Shandong_DS1115-2167DF032_32_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj0j/5q52zk5k,ark:/21198/zz002gcj0j,,,Page,satellite/image/Shandong_DS1115-2167DF033_33_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj0j/hw76vq3d,ark:/21198/zz002gcj0j,,,Page,satellite/image/Shandong_DS1115-2167DF033_33_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj0j/tf49h90g,ark:/21198/zz002gcj0j,,,Page,satellite/image/Shandong_DS1115-2167DF033_33_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj0j/xp35kb6x,ark:/21198/zz002gcj0j,,,Page,satellite/image/Shandong_DS1115-2167DF033_33_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj12/1347rq7m,ark:/21198/zz002gcj12,,,Page,satellite/image/Shandong_DS1115-2167DF034_34_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj12/hg684g6c,ark:/21198/zz002gcj12,,,Page,satellite/image/Shandong_DS1115-2167DF034_34_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj12/qh48dj51,ark:/21198/zz002gcj12,,,Page,satellite/image/Shandong_DS1115-2167DF034_34_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj12/th73gh6j,ark:/21198/zz002gcj12,,,Page,satellite/image/Shandong_DS1115-2167DF034_34_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj2k/2s36kg1m,ark:/21198/zz002gcj2k,,,Page,satellite/image/Southern_Shanxi_DS1102-2135DA095_95_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj2k/72042b22,ark:/21198/zz002gcj2k,,,Page,satellite/image/Southern_Shanxi_DS1102-2135DA095_95_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj2k/7j27n892,ark:/21198/zz002gcj2k,,,Page,satellite/image/Southern_Shanxi_DS1102-2135DA095_95_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcj2k/m600jn4m,ark:/21198/zz002gcj2k,,,Page,satellite/image/Southern_Shanxi_DS1102-2135DA095_95_a.tif,1,,,,,,,,,,Page 1,
