"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","viewingHint","Text direction","Visibility","IIIF Range","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Name.repository","Title","Format.extent","Date.normalized","Date.creation","Description.note","AltTitle.uniform","OPAC URL","Description.abstract","AltTitle.other","Place of origin","Publisher.publisherName","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Protesta Humana, La, Collection","ark:/21198/zz0025k9hw","ark:/21198/zz0025k8xm","2","Completed","Page","lapro/image/21198-zz0025k9hw_1700139_master.tif","1","","","","pd","","","","","published","","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k9hw",""
"Protesta Humana, La, Collection","ark:/21198/zz0025k9jd","ark:/21198/zz0025k8xm","2","Completed","Page","lapro/image/21198-zz0025k9jd_1700142_master.tif","2","","","","pd","","","","","published","","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k9jd",""
"Protesta Humana, La, Collection","ark:/21198/zz0025k9kx","ark:/21198/zz0025k8xm","2","Completed","Page","lapro/image/21198-zz0025k9kx_1700145_master.tif","3","","","","pd","","","","","published","","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k9kx",""
"Protesta Humana, La, Collection","ark:/21198/zz0025k9mf","ark:/21198/zz0025k8xm","2","Completed","Page","lapro/image/21198-zz0025k9mf_1700148_master.tif","4","","","","pd","","","","","published","","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025k9mf",""
