Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z17w8578,ark:/21198/z13v1d8c,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0053_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v1d8c
ark:/21198/z17w8578,ark:/21198/z1030nkd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0053_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030nkd
ark:/21198/z17w8578,ark:/21198/z1vb055d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0053_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb055d
