Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z17s9fq6,ark:/21198/z1w68g9w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w68g9w
ark:/21198/z17s9fq6,ark:/21198/z1rj6dz1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6dz1
ark:/21198/z17s9fq6,ark:/21198/z1ms5p9m,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5p9m
ark:/21198/z17s9fq6,ark:/21198/z1h14xgv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14xgv
ark:/21198/z17s9fq6,ark:/21198/z1c845q2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c845q2
ark:/21198/z17s9fq6,ark:/21198/z17h3f0r,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h3f0r
ark:/21198/z17s9fq6,ark:/21198/z13r2pbx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2pbx
ark:/21198/z17s9fq6,ark:/21198/z1001xnz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001xnz
ark:/21198/z17s9fq6,ark:/21198/z1vb04kc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb04kc
ark:/21198/z17s9fq6,ark:/21198/z1qj9ctn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj9ctn
ark:/21198/z17s9fq6,ark:/21198/z1ks8n2w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8n2w
ark:/21198/z17s9fq6,ark:/21198/z1g17w8k,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17w8k
ark:/21198/z17s9fq6,ark:/21198/z1b874kp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0013.tif,Page,Page 13,13,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b874kp
ark:/21198/z17s9fq6,ark:/21198/z16h6cxv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0014.tif,Page,Page 14,14,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6cxv
ark:/21198/z17s9fq6,ark:/21198/z12v4bkd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0119_0015.tif,Page,Page 15,15,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4bkd
