"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","OPAC URL","Description.note","Place of origin","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Obrero Panadero, El","ark:/21198/zz0028tdvw","ark:/21198/zz0028tdwd","2","Completed","Page","obrer/image/21198-zz0028tdwd_1946882_master.tif","1","","","","","","","","pd","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tdwd",""
"Obrero Panadero, El","ark:/21198/zz0028tdvw","ark:/21198/zz0028tdxx","2","Completed","Page","obrer/image/21198-zz0028tdxx_1946885_master.tif","2","","","","","","","","pd","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tdxx",""
"Obrero Panadero, El","ark:/21198/zz0028tdvw","ark:/21198/zz0028tdzf","2","Completed","Page","obrer/image/21198-zz0028tdzf_1946888_master.tif","3","","","","","","","","pd","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tdzf",""
"Obrero Panadero, El","ark:/21198/zz0028tdvw","ark:/21198/zz0028tf0f","2","Completed","Page","obrer/image/21198-zz0028tf0f_1946891_master.tif","4","","","","","","","","pd","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tf0f",""
