"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","OPAC URL","Description.note","Place of origin","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Obrero Panadero, El","ark:/21198/zz0028tk1w","ark:/21198/zz0028tk2d","2","Completed","Page","obrer/image/21198-zz0028tk2d_1947228_master.tif","1","","","","","","","","pd","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tk2d",""
"Obrero Panadero, El","ark:/21198/zz0028tk1w","ark:/21198/zz0028tk3x","2","Completed","Page","obrer/image/21198-zz0028tk3x_1947231_master.tif","2","","","","","","","","pd","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tk3x",""
"Obrero Panadero, El","ark:/21198/zz0028tk1w","ark:/21198/zz0028tk4f","2","Completed","Page","obrer/image/21198-zz0028tk4f_1947234_master.tif","3","","","","","","","","pd","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tk4f",""
"Obrero Panadero, El","ark:/21198/zz0028tk1w","ark:/21198/zz0028tk5z","2","Completed","Page","obrer/image/21198-zz0028tk5z_1947237_master.tif","4","","","","","","","","pd","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tk5z",""
