"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","OPAC URL","Description.note","Place of origin","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Obrero Panadero, El","ark:/21198/zz0028tjb2","ark:/21198/zz0028tjck","2","Completed","Page","obrer/image/21198-zz0028tjck_1947180_master.tif","1","","","","","","","","pd","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tjck",""
"Obrero Panadero, El","ark:/21198/zz0028tjb2","ark:/21198/zz0028tjd3","2","Completed","Page","obrer/image/21198-zz0028tjd3_1947183_master.tif","2","","","","","","","","pd","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tjd3",""
"Obrero Panadero, El","ark:/21198/zz0028tjb2","ark:/21198/zz0028tjfm","2","Completed","Page","obrer/image/21198-zz0028tjfm_1947186_master.tif","3","","","","","","","","pd","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tjfm",""
"Obrero Panadero, El","ark:/21198/zz0028tjb2","ark:/21198/zz0028tjg4","2","Completed","Page","obrer/image/21198-zz0028tjg4_1947189_master.tif","4","","","","","","","","pd","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tjg4",""
