"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","OPAC URL","Description.note","Place of origin","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Obrero Panadero, El","ark:/21198/zz0028tjvt","ark:/21198/zz0028tjwb","2","Completed","Page","obrer/image/21198-zz0028tjwb_1947216_master.tif","1","","","","","","","","pd","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tjwb",""
"Obrero Panadero, El","ark:/21198/zz0028tjvt","ark:/21198/zz0028tjxv","2","Completed","Page","obrer/image/21198-zz0028tjxv_1947219_master.tif","2","","","","","","","","pd","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tjxv",""
"Obrero Panadero, El","ark:/21198/zz0028tjvt","ark:/21198/zz0028tjzc","2","Completed","Page","obrer/image/21198-zz0028tjzc_1947222_master.tif","3","","","","","","","","pd","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tjzc",""
"Obrero Panadero, El","ark:/21198/zz0028tjvt","ark:/21198/zz0028tk0c","2","Completed","Page","obrer/image/21198-zz0028tk0c_1947225_master.tif","4","","","","","","","","pd","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tk0c",""
