"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","Opac url","Description.note","Place of origin","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Obrero Panadero, El","ark:/21198/zz0028tj1d","ark:/21198/zz0028tj0w","2","Completed","Page","obrer/image/21198-zz0028tj1d_1947156_master.tif","1","","","","","","","","pd","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tj1d",""
"Obrero Panadero, El","ark:/21198/zz0028tj2x","ark:/21198/zz0028tj0w","2","Completed","Page","obrer/image/21198-zz0028tj2x_1947159_master.tif","2","","","","","","","","pd","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tj2x",""
"Obrero Panadero, El","ark:/21198/zz0028tj3f","ark:/21198/zz0028tj0w","2","Completed","Page","obrer/image/21198-zz0028tj3f_1947162_master.tif","3","","","","","","","","pd","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tj3f",""
"Obrero Panadero, El","ark:/21198/zz0028tj4z","ark:/21198/zz0028tj0w","2","Completed","Page","obrer/image/21198-zz0028tj4z_1947165_master.tif","4","","","","","","","","pd","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tj4z",""
