Object Type,File Name,Title,Item Sequence,Parent ARK,Item ARK,local ID,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.contents,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_001.tif,Page 1,1,ark:/21198/z1zd0267,ark:/21198/z1bz85xv,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz85xv
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_002.tif,Page 2,2,ark:/21198/z1zd0267,ark:/21198/z1767f79,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767f79
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_003.tif,Page 3,3,ark:/21198/z1zd0267,ark:/21198/z13f6pkg,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6pkg
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_004.tif,Page 4,4,ark:/21198/z1zd0267,ark:/21198/z1zp6624,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp6624
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_005.tif,Page 5,5,ark:/21198/z1zd0267,ark:/21198/z1tx5fbd,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5fbd
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_006.tif,Page 6,6,ark:/21198/z1zd0267,ark:/21198/z1q54phn,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54phn
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_007.tif,Page 7,7,ark:/21198/z1zd0267,ark:/21198/z1kd3xsx,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3xsx
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_008.tif,Page 8,8,ark:/21198/z1zd0267,ark:/21198/z1fr1whc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1whc
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_009.tif,Page 9,9,ark:/21198/z1zd0267,ark:/21198/z1b014sb,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b014sb
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v027_010.tif,Page 10,10,ark:/21198/z1zd0267,ark:/21198/z1670d4x,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1670d4x
