Object Type,File Name,Title,Item Sequence,Parent ARK,Item ARK,local ID,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.contents,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_001.tif,Page 1,1,ark:/21198/z1st9p3b,ark:/21198/z1m9287s,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m9287s
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_002.tif,Page 2,2,ark:/21198/z1st9p3b,ark:/21198/z1gj1hmd,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1hmd
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_003.tif,Page 3,3,ark:/21198/z1st9p3b,ark:/21198/z1bs0rts,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0rts
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_004.tif,Page 4,4,ark:/21198/z1st9p3b,ark:/21198/z171012q,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz171012q
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_005.tif,Page 5,5,ark:/21198/z1st9p3b,ark:/21198/z137988j,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz137988j
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_006.tif,Page 6,6,ark:/21198/z1st9p3b,ark:/21198/z1zg8rsv,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8rsv
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_007.tif,Page 7,7,ark:/21198/z1st9p3b,ark:/21198/z1tq8158,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq8158
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_008.tif,Page 8,8,ark:/21198/z1st9p3b,ark:/21198/z1q25ztb,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25ztb
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_009.tif,Page 9,9,ark:/21198/z1st9p3b,ark:/21198/z1k95759,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k95759
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_010.tif,Page 10,10,ark:/21198/z1st9p3b,ark:/21198/z1fj4gfk,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4gfk
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_011.tif,Page 11,11,ark:/21198/z1st9p3b,ark:/21198/z19s3qnz,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3qnz
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_012.tif,Page 12,12,ark:/21198/z1st9p3b,ark:/21198/z1612zw3,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612zw3
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_013.tif,Page 13,13,ark:/21198/z1st9p3b,ark:/21198/z1282755,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1282755
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_014.tif,Page 14,14,ark:/21198/z1st9p3b,ark:/21198/z1xh1qst,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1qst
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_015.tif,Page 15,15,ark:/21198/z1st9p3b,ark:/21198/z1st9pdc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9pdc
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_016.tif,Page 16,16,ark:/21198/z1st9p3b,ark:/21198/z1p28xs9,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28xs9
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_017.tif,Page 17,17,ark:/21198/z1st9p3b,ark:/21198/z1j9862c,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j9862c
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_018.tif,Page 18,18,ark:/21198/z1st9p3b,ark:/21198/z1dj7f8r,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7f8r
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_019.tif,Page 19,19,ark:/21198/z1st9p3b,ark:/21198/z18s6pg4,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6pg4
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_020.tif,Page 20,20,ark:/21198/z1st9p3b,ark:/21198/z1515xtm,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515xtm
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_021.tif,Page 21,21,ark:/21198/z1st9p3b,ark:/21198/z118565k,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz118565k
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_022.tif,Page 22,22,ark:/21198/z1st9p3b,ark:/21198/z1wm3d08,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm3d08
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_023.tif,Page 23,23,ark:/21198/z1st9p3b,ark:/21198/z1rv2ncw,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2ncw
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_024.tif,Page 24,24,ark:/21198/z1st9p3b,ark:/21198/z1n31wkk,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31wkk
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_025.tif,Page 25,25,ark:/21198/z1st9p3b,ark:/21198/z1hb14ts,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb14ts
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_026.tif,Page 26,26,ark:/21198/z1st9p3b,ark:/21198/z1ck0d1k,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck0d1k
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_027.tif,Page 27,27,ark:/21198/z1st9p3b,ark:/21198/z17s9nbr,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s9nbr
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_028.tif,Page 28,28,ark:/21198/z1st9p3b,ark:/21198/z1418wqp,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418wqp
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_029.tif,Page 29,29,ark:/21198/z1st9p3b,ark:/21198/z10c6vc7,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6vc7
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_030.tif,Page 30,30,ark:/21198/z1st9p3b,ark:/21198/z1vm6bxc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6bxc
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v005_031.tif,Page 31,31,ark:/21198/z1st9p3b,ark:/21198/z1qv5m62,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5m62
