Object Type,File Name,Title,Item Sequence,Parent ARK,Item ARK,local ID,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.contents,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_001.tif,Page 1,1,ark:/21198/z1xm0dt6,ark:/21198/z1dc01hj,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc01hj
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_002.tif,Page 2,2,ark:/21198/z1xm0dt6,ark:/21198/z18k98qc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k98qc
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_003.tif,Page 3,3,ark:/21198/z1xm0dt6,ark:/21198/z14t8j02,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8j02
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_004.tif,Page 4,4,ark:/21198/z1xm0dt6,ark:/21198/z1127s6r,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127s6r
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_005.tif,Page 5,5,ark:/21198/z1xm0dt6,ark:/21198/z1w978rw,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w978rw
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_006.tif,Page 6,6,ark:/21198/z1xm0dt6,ark:/21198/z1rj6j3g,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6j3g
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_007.tif,Page 7,7,ark:/21198/z1xm0dt6,ark:/21198/z1mw4gq5,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4gq5
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_008.tif,Page 8,8,ark:/21198/z1xm0dt6,ark:/21198/z1h43r3h,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43r3h
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_009.tif,Page 9,9,ark:/21198/z1xm0dt6,ark:/21198/z1cc30bq,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc30bq
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v004_010.tif,Page 10,10,ark:/21198/z1xm0dt6,ark:/21198/z17m27hn,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m27hn
