Object Type,File Name,Title,Item Sequence,Parent ARK,Item ARK,local ID,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.contents,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_001.tif,Page 1,1,ark:/21198/z1m63jmc,ark:/21198/z1hm789r,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm789r
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_002.tif,Page 2,2,ark:/21198/z1m63jmc,ark:/21198/z1cv6hjk,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6hjk
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_003.tif,Page 3,3,ark:/21198/z1m63jmc,ark:/21198/z1835rw2,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835rw2
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_004.tif,Page 4,4,ark:/21198/z1m63jmc,ark:/21198/z14f3qjm,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3qjm
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_005.tif,Page 5,5,ark:/21198/z1m63jmc,ark:/21198/z10p2zws,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2zws
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_006.tif,Page 6,6,ark:/21198/z1m63jmc,ark:/21198/z1vx2gfb,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2gfb
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_007.tif,Page 7,7,ark:/21198/z1m63jmc,ark:/21198/z1r51qn1,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51qn1
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_008.tif,Page 8,8,ark:/21198/z1m63jmc,ark:/21198/z1md0zvd,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0zvd
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_009.tif,Page 9,9,ark:/21198/z1m63jmc,ark:/21198/z1gn0731,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn0731
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_010.tif,Page 10,10,ark:/21198/z1m63jmc,ark:/21198/z1bv9gg3,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9gg3
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch2/images/b7617662_commission_v021_011.tif,Page 11,11,ark:/21198/z1m63jmc,ark:/21198/z1767f5d,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767f5d
