"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Alt ID.OPAC","Publisher.placeOfOrigin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Perseguido, El","ark:/21198/zz0028tn4d","ark:/21198/zz0028tn5x","2","Completed","Page","perse/image/21198-zz0028tn5x_1947391_master.tif","1","","","","","","","","pd","","published","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tn5x",""
"Perseguido, El","ark:/21198/zz0028tn4d","ark:/21198/zz0028tn6f","2","Completed","Page","perse/image/21198-zz0028tn6f_1947395_master.tif","2","","","","","","","","pd","","published","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tn6f",""
"Perseguido, El","ark:/21198/zz0028tn4d","ark:/21198/zz0028tn7z","2","Completed","Page","perse/image/21198-zz0028tn7z_1947400_master.tif","3","","","","","","","","pd","","published","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tn7z",""
"Perseguido, El","ark:/21198/zz0028tn4d","ark:/21198/zz0028tn8g","2","Completed","Page","perse/image/21198-zz0028tn8g_1947403_master.tif","4","","","","","","","","pd","","published","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tn8g",""
